idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,2.558043,6.960453,0.970087,0.105627,35.335808,9987.475686,0.000000,1.000000
1,R7,1.000000,5.847559,-12.671157,0.984832,-0.256413,36.415671,9999.250228,0.000000,1.000000
2,R8,1.000000,3.131294,-0.184705,0.952975,-0.245669,29.380012,9989.205447,0.000000,1.000000
3,L1,1.000000,1.806809,8.540989,0.834431,0.967251,39.017364,186.064528,0.000000,1.724939
4,L2,1.000000,2.115294,2.779252,4.731162,4.068476,31.802972,189.577998,0.000000,3.238452
5,L3,1.000000,0.100000,-0.592772,0.100000,-0.694274,48.977442,9988.845105,0.000000,1.000000
6,L4,1.000000,0.118003,-1.526461,0.100000,0.222613,58.328143,198.349077,0.000000,1.220618
7,L5,1.000000,9.445154,1.874020,0.100000,-0.450733,44.388760,205.193839,0.000000,1.289305
8,Mi1,1.000000,10.000000,0.904828,0.107181,-1.535470,44.185171,9992.374997,0.000000,1.000000
9,Mi4,1.000000,0.297237,-0.345494,0.100000,0.016215,46.505834,9992.941764,0.000000,1.000000
10,Mi9,1.000000,0.402391,0.121184,0.100000,0.184009,40.553503,9989.137234,0.000000,1.000000
11,T1,1.000000,0.100000,-1.568609,0.967223,0.211854,52.838137,10000.000000,0.000000,1.000000
12,T2,1.000000,1.578635,1.228147,1.045216,0.325079,43.086463,9994.795289,0.000000,1.000000
13,T2a,1.000000,1.120501,-1.065057,0.987620,0.371168,47.427380,9999.936704,0.000000,1.000000
14,T3,1.000000,0.100000,-0.024729,0.973821,-0.364587,56.278190,9999.737424,0.000000,1.000000
15,T4a,1.000000,0.395064,-0.617066,1.049378,0.492121,47.576678,9995.581808,0.000000,1.000000
16,T4b,1.000000,0.100000,-0.793332,1.037565,-0.314890,51.490494,9997.908781,0.000000,1.000000
17,T4c,1.000000,4.896294,-1.544695,1.031061,-0.012689,47.803358,9999.996976,0.000000,1.000000
18,T4d,1.000000,1.521993,0.479719,0.954135,-0.430952,41.266288,9995.409354,0.000000,1.000000
19,T5a,1.000000,0.100000,-0.837871,1.023723,-0.060500,48.167956,10000.000000,0.000000,1.000000
20,T5b,1.000000,0.256661,-0.663224,0.968190,0.176311,52.016216,9999.999874,0.000000,1.000000
21,T5c,1.000000,2.119713,1.628085,0.979972,-0.173782,52.445835,10000.000000,0.000000,1.000000
22,T5d,1.000000,0.378022,-0.130538,1.002375,0.115154,52.474420,9999.999933,0.000000,1.000000
23,Tm1,1.000000,1.157797,1.534976,0.100000,0.449576,52.057010,9997.979409,0.000000,1.000000
24,Tm2,1.000000,0.100000,-0.814997,0.100000,0.302371,49.015009,9988.724420,0.000000,1.000000
25,Tm20,1.000000,2.885615,2.287095,1.037039,0.275389,44.979533,9991.544895,0.000000,1.000000
26,Tm21,1.000000,1.587661,-0.952710,0.957374,0.020948,51.657717,9997.714321,0.000000,1.000000
27,Tm3,1.000000,1.618300,-0.206884,0.100000,-0.899091,30.754476,9997.007655,0.000000,1.000000
28,Tm4,1.000000,0.100000,-2.034949,0.100000,0.476997,38.809996,9997.575729,0.000000,1.000000
29,Tm9,1.000000,0.258859,-0.680874,0.100000,0.365695,46.382811,9990.799431,0.000000,1.000000
30,C2,1.000000,0.100000,-0.613113,0.993879,0.276168,50.315894,9999.998124,0.000000,1.000000
31,C3,1.000000,0.377705,-0.387952,0.973221,0.492951,50.581282,9995.721568,0.000000,1.000000
32,Lawf1,1.000000,1.011708,-0.389165,0.986194,-0.171009,50.072878,9999.331016,0.000000,1.000000
33,Lawf2,1.000000,0.976815,-1.134327,0.994243,0.395565,49.681974,9999.999995,0.000000,1.000000
