cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.048704,-2.217083,1.886029,0.114387,-3.698656,-21.178150,15.372960,216.934952,175.371506,0.925803,-2.224034,-2.217083,0.385327,2.602409
1,R7,1.003470,5.214703,1.886029,6.356938,5.520735,-30.181656,13.843646,187.938095,233.590897,1.000000,5.520735,5.214703,4.048447,-1.166256
2,R8,1.027532,-14.586555,1.886029,4.221499,-3.660761,-21.481125,12.300355,186.207153,202.151596,0.000000,-14.752321,-14.586555,-9.666267,4.920288
3,L1,1.007938,2.465352,1.886029,4.217524,2.429971,-27.358067,11.744095,206.642075,213.136856,0.969087,2.378196,2.465352,1.951050,-0.514302
4,L2,1.009220,-26.176182,1.886029,2.082418,-0.429779,-24.318573,13.586712,192.542923,208.829575,0.582036,-34.688290,-26.176182,-27.264032,-1.087851
5,L3,0.963125,-19.192968,1.886029,1.882432,-1.272494,-23.316866,10.205463,203.302536,191.896561,0.181096,-14.605026,-19.192968,-19.362425,-0.169456
6,L4,0.978297,-2.774776,1.886029,0.599625,-2.487540,-22.286810,12.144768,225.392456,205.261734,0.944618,-2.927595,-2.774776,-2.987961,-0.213185
7,L5,0.957848,-92.184311,1.886029,0.534303,-1.790643,-23.489937,13.428006,193.704163,221.673538,0.446928,-81.925232,-92.184311,-90.983818,1.200493
8,Mi1,0.950831,-97.920517,1.886029,0.100094,-2.958333,-22.470917,11.686189,200.415359,196.032669,0.000000,-97.908089,-97.920517,-97.914421,0.006096
9,Tm3,1.002857,-24.384453,1.886029,3.895991,0.235214,-25.296688,17.212545,212.411270,196.016312,0.064723,-24.935848,-24.384453,-23.044149,1.340303
10,Mi4,1.030892,-3.306146,1.886029,3.945561,2.082314,-27.149984,100.000000,213.751221,238.133316,0.981251,1.061437,-3.306146,-7.852437,-4.546291
11,Mi9,0.978968,22.660166,1.886029,3.159432,-4.891675,-20.898651,27.252016,188.778702,215.996597,0.000000,21.215904,22.660166,21.033422,-1.626743
12,T4a,0.929990,0.420586,1.886029,2.175111,2.911810,-27.655926,32.656059,254.539215,199.337509,0.889207,0.336649,0.420586,3.401482,2.980896
13,T4b,0.868991,-5.335989,1.886029,4.663201,-3.476882,-27.162716,26.964373,260.601074,190.805847,0.915405,-5.578700,-5.335989,-2.680884,2.655105
14,T4c,1.272710,-0.330586,1.886029,2.757270,-0.726595,-24.404007,14.323054,183.434036,234.158279,0.707905,-0.366459,-0.330586,-0.158870,0.171716
15,T4d,0.892569,11.942424,1.886029,6.752578,14.765203,-40.000607,19.659639,204.398956,201.074646,0.679638,12.325613,11.942424,12.415313,0.472889
16,Tm1,0.962022,-4.427862,1.886029,0.215464,-1.459092,-23.709150,20.136351,177.385086,231.964615,0.914364,-4.939593,-4.427862,-4.404275,0.023587
17,Tm2,1.046649,-2.011389,1.886029,0.214692,-1.636544,-23.676853,11.960892,174.934738,210.784073,0.991907,-1.735213,-2.011389,-1.682129,0.329260
18,Tm4,1.013793,-5.623093,1.886029,5.603049,-3.865775,-21.344801,11.183339,208.928467,178.154648,0.393817,-11.879148,-5.623093,-6.724537,-1.101444
19,Tm9,1.004878,4.260131,1.886029,6.298224,0.630139,-25.196278,18.771534,185.144745,216.165298,0.851614,3.265202,4.260131,3.992756,-0.267375
20,T5a,0.974494,57.637081,1.886029,4.511533,3.178772,-27.995693,12.803400,205.591858,200.488602,0.027998,52.142567,57.637081,56.425251,-1.211830
21,T5b,1.011646,-1.678953,1.886029,0.754548,-2.206767,-22.464256,10.000000,191.661728,202.810333,1.000000,-2.206766,-1.678953,-2.191769,-0.512816
22,T5c,1.030993,70.181259,1.886029,8.515273,5.703836,-31.148205,14.407343,215.301849,214.589905,0.348764,67.831841,70.181259,69.711212,-0.470047
23,T5d,1.021299,59.969444,1.886029,4.636806,2.165329,-26.720905,26.976137,224.713943,201.245331,0.201463,57.978287,59.969444,59.744560,-0.224884
24,T1,0.988582,-3.192097,1.886029,1.899493,1.211853,-23.450998,11.481626,207.287079,235.494125,0.949172,-0.232776,-3.192097,-3.581946,-0.389848
25,T2,0.967040,-0.564476,1.886029,0.217518,-1.035620,-22.942560,16.566032,201.294067,209.946701,0.976702,-1.185028,-0.564476,-0.351462,0.213013
26,T2a,0.999119,-9.450542,1.886029,5.372253,-2.193241,-24.475494,36.599117,196.010254,227.864151,0.484768,-7.282603,-9.450542,-9.599253,-0.148710
27,T3,1.044428,16.521320,1.886029,6.754989,1.366190,-26.811375,10.000000,195.356445,223.245544,0.000000,11.005640,16.521320,15.970571,-0.550750
28,C2,1.016402,-3.006781,1.886029,3.625585,-0.720061,-24.297997,11.840229,200.560059,185.995804,0.058242,-3.022107,-3.006781,-2.970617,0.036164
29,C3,1.020578,-18.935898,1.886029,4.917578,2.159663,-27.227648,24.640018,207.345261,184.681366,1.000000,2.159663,-18.935898,-18.033760,0.902138
30,Lawf1,0.967387,-14.335583,1.886029,3.400266,-7.286029,-18.569313,11.646803,191.841843,189.716721,0.931018,-4.341869,-14.335583,1.946196,16.281779
31,Lawf2,0.960252,-15.476813,1.886029,0.447720,0.053851,-24.972172,12.740045,204.199448,194.903000,0.092478,-15.891147,-15.476813,-15.836983,-0.360169
32,Dm3v,1.040206,10.797520,1.886029,8.551966,7.247624,-31.878191,10.000000,221.030594,194.006348,0.515299,9.347911,10.797520,11.360394,0.562874
33,Lai,1.030113,-9.335370,1.886029,7.419896,1.034488,-29.890810,10.000000,230.533752,195.150940,0.217771,-15.052438,-9.335370,-9.882636,-0.547266
34,Mi10,1.020882,-14.209189,1.886029,3.473438,0.315448,-25.182848,10.737036,193.193466,217.042221,1.000000,0.315448,-14.209189,-9.155128,5.054062
35,Mi13,0.954759,-64.898140,1.886029,5.318720,0.957849,-25.597811,21.827829,212.317078,191.892700,0.290618,-63.949322,-64.898140,-64.762123,0.136017
36,Mi14,0.986045,75.859528,1.886029,4.107791,3.431934,-27.060007,12.255939,210.345047,180.410706,0.000000,61.875538,75.859528,74.197884,-1.661644
37,Mi15,0.981672,-80.800659,1.886029,6.672997,0.257342,-25.713472,11.837040,207.272095,211.294434,0.002665,-80.509155,-80.800659,-81.596672,-0.796013
38,Mi2,1.045942,2.120937,1.886029,6.657513,2.123311,-27.611166,10.000000,189.938553,181.952454,1.000000,2.123310,2.120937,1.880865,-0.240072
39,Tm16,0.975818,-23.081959,1.886029,9.855745,6.764119,-31.939074,10.000000,199.875198,196.567947,0.773273,-10.375815,-23.081959,-21.654902,1.427057
40,Tm20,0.975067,-5.125101,1.886029,7.142122,-8.598831,-19.977484,51.773716,205.196655,226.633514,0.000000,-7.233533,-5.125101,-8.392487,-3.267385
41,Tm21,1.046230,15.955234,1.886029,9.588151,-10.168103,-13.684053,10.000000,224.245926,176.576508,0.001372,-0.287568,15.955234,15.133779,-0.821455
42,Tm27,1.043998,-2.130215,1.886029,4.929882,-2.795975,-23.297489,15.185980,174.258636,179.520569,1.000000,-2.795975,-2.130215,-1.250276,0.879939
43,Tm5a,0.984506,-44.450161,1.886029,10.000000,-6.050337,-18.970205,11.831804,196.558945,195.397095,0.593483,-40.828690,-44.450161,-43.002979,1.447182
44,Tm5b,1.033564,-68.256149,1.886029,0.102283,-3.533342,-20.997429,13.090145,196.824219,201.796692,0.001601,-68.713722,-68.256149,-67.259644,0.996506
45,Tm5c,0.958002,15.592311,1.886029,9.996528,6.181946,-30.830320,11.305796,212.477890,193.602066,0.393147,15.500729,15.592311,15.924458,0.332147
46,Tm5f,0.953594,7.707727,1.886029,5.899590,-8.228168,-25.270741,45.508911,155.463776,239.866776,0.521304,3.091335,7.707727,6.145006,-1.562721
47,TmY10,0.974431,-35.498817,1.886029,0.816013,-2.952390,-22.163170,12.857717,214.344498,191.733719,0.000000,-39.809654,-35.498817,-29.999504,5.499313
48,TmY11,0.961915,-0.304439,1.886029,2.790385,1.886488,-26.489279,10.000000,207.889832,180.186798,0.170519,0.107816,-0.304439,4.611621,4.916060
49,TmY14,0.973594,97.413116,1.886029,9.295128,5.452239,-30.256847,14.829830,196.973938,216.183472,0.000000,95.724533,97.413116,97.422653,0.009537
50,TmY15,0.998755,29.382301,1.886029,2.088831,-8.696258,-14.291560,10.000000,201.110840,188.839523,0.654452,14.620564,29.382301,24.018509,-5.363792
51,TmY3,0.969534,-37.006866,1.886029,4.136998,-0.656070,-26.084335,21.394533,206.891663,192.998428,0.624390,-32.106735,-37.006866,-31.577520,5.429346
52,TmY4,0.977907,60.968971,1.886029,9.659152,9.042683,-34.172943,32.851429,217.050919,204.715302,0.049993,61.198334,60.968971,60.968666,-0.000305
53,TmY5a,0.978247,8.145539,1.886029,9.401214,-8.449690,-20.419758,10.753320,202.854324,214.186203,1.000000,-8.449691,8.145539,10.932038,2.786499
54,TmY9q,0.991462,-1.434750,1.886029,1.161411,-1.735280,-22.941280,20.864853,207.774673,189.762650,1.000000,-1.735280,-1.434750,-1.170004,0.264746
55,TmY9q__perp,0.971295,14.388188,1.886029,3.598343,1.193241,-25.106791,12.035180,196.086349,185.749527,0.165881,14.669245,14.388188,15.143946,0.755757
