idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,2.720129,-19.946561,0.990236,0.449809,22.409423,201.091799,0.000000,0.000000
1,R7,1.000000,5.044107,-19.836763,0.977639,-0.102220,20.387634,195.902628,0.000000,0.000000
2,R8,1.000000,2.368427,-19.076612,0.985174,0.089774,26.640325,197.644559,0.000000,0.000000
3,L1,1.000000,8.001580,1.430109,3.140209,3.642730,19.709341,221.445885,0.000000,0.600000
4,L2,1.000000,8.730317,2.132999,1.591497,2.678953,33.292777,201.095652,0.000000,0.600000
5,L3,1.000000,2.952931,2.454318,0.249711,-1.515724,17.138490,192.684128,0.000000,0.000000
6,L4,1.000000,7.801840,0.616600,0.212229,0.707806,59.062432,225.988930,0.000000,1.000000
7,L5,1.000000,3.671923,-0.112309,0.549618,-0.115667,19.331503,184.467934,0.000000,1.000000
8,Mi1,1.000000,5.588738,3.752916,0.518205,-3.706987,19.966406,201.429377,0.000000,0.000000
9,Tm3,1.000000,3.049514,0.027525,0.341981,-1.452164,13.338589,198.433837,0.000000,0.000000
10,Mi4,1.000000,4.419858,1.926478,0.403839,-1.380443,35.340242,195.673878,0.000000,0.000000
11,Mi9,1.000000,5.571056,3.429549,0.618333,3.258008,25.716274,200.315963,0.000000,0.000000
12,T4a,1.000000,9.140500,-0.038720,1.032812,0.071618,57.773744,202.483409,0.000000,0.000000
13,T4b,1.000000,0.323450,-1.258566,0.962694,0.265839,49.690869,208.965514,0.000000,0.000000
14,T4c,1.000000,10.000000,-6.934921,0.962733,-0.116727,62.541614,205.821259,0.000000,0.000000
15,T4d,1.000000,10.000000,2.928735,0.962013,0.076494,66.605649,196.912438,0.000000,0.000000
16,Tm1,1.000000,3.871244,-1.543150,0.644420,2.335240,23.839660,195.507521,0.000000,0.000000
17,Tm2,1.000000,4.832759,-0.462309,0.541972,2.187698,21.411438,192.176219,0.000000,0.000000
18,Tm4,1.000000,10.000000,-1.078805,0.368960,1.783010,10.000000,202.328111,0.000000,0.000000
19,Tm9,1.000000,3.848647,0.004595,0.261831,2.064049,61.953051,209.876555,0.000000,0.000000
20,T5a,1.000000,10.000000,-2.076563,1.030108,0.051460,57.372482,205.933773,0.000000,0.000000
21,T5b,1.000000,10.000000,-1.404903,1.008278,0.142039,38.176652,193.863359,0.000000,0.000000
