idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
22,T5c,1.000000,0.100000,-0.657901,1.019415,-0.451434,53.352393,196.150232,0.000000,0.000000
23,T5d,1.000000,7.572555,2.785471,0.953264,-0.386196,36.415245,191.000156,0.000000,0.000000
24,T1,1.000000,5.890147,-9.271293,0.962434,0.332557,50.153102,192.512083,0.000000,0.000000
25,T2,1.000000,7.713502,-1.303053,0.989746,-0.432525,47.270689,198.931575,0.000000,0.000000
26,T2a,1.000000,9.131719,0.007862,0.987988,0.058802,53.586829,196.290021,0.000000,0.000000
27,T3,1.000000,10.000000,-0.663506,0.979417,-0.087151,50.982933,207.566486,0.000000,0.000000
28,C2,1.000000,6.126008,4.322734,0.985873,-0.256584,43.397780,196.554493,0.000000,0.000000
29,C3,1.000000,4.672735,-0.035144,0.995114,-0.285258,18.589135,193.581295,0.000000,0.000000
30,Lawf1,1.000000,3.118077,2.668958,1.036239,0.015899,72.955199,208.446173,0.000000,0.000000
31,Lawf2,1.000000,0.100000,-1.657234,0.967334,0.438550,51.139772,204.068538,0.000000,0.000000
32,Dm3v,1.000000,9.992350,1.155443,0.979040,0.362370,47.695162,201.551733,0.000000,0.000000
33,Lai,1.000000,5.071824,0.392125,0.976431,0.372464,63.427028,196.766098,0.000000,0.000000
34,Mi10,1.000000,0.100000,-0.666651,1.049628,-0.231491,52.527364,194.463782,0.000000,0.000000
35,Mi13,1.000000,10.000000,0.638513,0.970088,0.072028,34.696419,205.315611,0.000000,0.000000
36,Mi14,1.000000,7.610940,-0.025983,0.980087,-0.489418,10.000000,193.080353,0.000000,0.000000
37,Mi15,1.000000,0.313004,-1.138030,1.037707,0.221637,51.552426,193.554887,0.000000,0.000000
38,Mi2,1.000000,10.000000,-1.671309,0.979764,0.279643,23.784579,198.485102,0.000000,0.000000
39,Tm16,1.000000,1.013563,-0.247509,1.013076,-0.464560,49.858504,205.601746,0.000000,0.000000
40,Tm20,1.000000,10.000000,1.132620,1.037988,0.020682,26.973971,201.178381,0.000000,0.000000
41,Tm21,1.000000,10.000000,-0.974638,0.953678,-0.020996,21.347379,197.469213,0.000000,0.000000
42,Tm27,1.000000,8.300431,0.894805,0.995356,0.289918,29.412657,209.058594,0.000000,0.000000
43,Tm5a,1.000000,10.000000,4.139966,1.038831,0.086722,20.780618,204.369332,0.000000,0.000000
44,Tm5b,1.000000,0.289673,-0.659093,1.049278,0.308370,48.269710,194.093589,0.000000,0.000000
45,Tm5c,1.000000,0.389563,-0.847680,0.964951,-0.346451,52.596236,192.966037,0.000000,0.000000
46,Tm5f,1.000000,10.000000,-2.323682,1.010962,0.251150,30.977515,201.367967,0.000000,0.000000
47,TmY10,1.000000,4.497551,2.757834,1.036492,-0.189980,30.869397,193.108431,0.000000,0.000000
48,TmY11,1.000000,3.897924,3.626124,1.035985,0.057354,36.814943,194.401212,0.000000,0.000000
49,TmY14,1.000000,8.504855,0.864594,1.003880,-0.325644,52.342284,194.276046,0.000000,0.000000
50,TmY15,1.000000,8.520168,-0.963804,0.995489,-0.288239,51.574029,198.751435,0.000000,0.000000
51,TmY3,1.000000,4.961503,2.079969,1.035112,-0.357632,47.237079,207.050683,0.000000,0.000000
52,TmY4,1.000000,8.650436,-0.628957,1.016515,0.082872,69.368721,205.595110,0.000000,0.000000
53,TmY5a,1.000000,10.000000,-0.920756,1.019066,-0.189116,26.660238,200.952180,0.000000,0.000000
54,TmY9q,1.000000,3.131997,2.604194,1.006495,-0.424390,44.957572,207.063958,0.000000,0.000000
55,TmY9q__perp,1.000000,10.000000,-1.852068,0.993178,0.101647,55.405687,198.594622,0.000000,0.000000
