idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,2.097092,1.271572,1.356942,1.049976,0.000000,25.844417,194.490895,0.000000,0.426385,11.488231,11.488231
1,R7,2.097092,5.124338,6.516172,0.975964,0.000000,20.266823,189.212677,0.000000,0.591112,6.586093,6.586093
2,R8,2.097092,3.736907,0.301845,1.027785,0.000000,29.683938,200.371025,0.000000,0.562572,6.398121,6.398121
3,L1,2.097092,2.590937,5.333454,0.214446,0.000000,28.354806,180.994144,0.000000,0.955856,-0.012200,-0.012200
4,L2,2.097092,2.830847,3.820009,0.367964,0.000000,24.607550,186.610248,0.000000,1.000000,0.000000,-0.000000
5,L3,2.097092,9.788189,8.979113,0.951716,0.000000,39.336114,190.675604,0.000000,0.000000,-25.710822,-25.710822
6,L4,2.097092,8.876241,-2.755424,0.151556,0.000000,13.235903,170.969480,0.000000,1.000000,0.000000,-0.000000
7,L5,2.097092,4.889023,5.287547,0.215672,0.000000,19.517173,180.998410,0.000000,1.000000,0.000000,0.000000
8,Mi1,2.097092,5.125248,-3.868099,1.006059,0.000000,19.539470,171.685099,0.000000,0.961718,-0.678073,-0.678073
9,Tm3,2.097092,2.660216,4.682988,0.971980,0.000000,36.697149,200.938248,0.000000,0.963211,-0.235197,-0.235197
10,Mi4,2.097092,5.529847,0.747231,1.019655,0.000000,15.861431,174.058099,0.000000,0.252043,-6.596342,-6.596342
11,Mi9,2.097092,6.252020,3.243237,1.027938,0.000000,14.559033,178.902086,0.000000,1.000000,0.000000,-0.000000
12,T4a,2.097092,0.100000,-0.867508,1.043380,0.000000,38.724565,198.281669,0.000000,1.000000,0.000000,-0.000000
13,T4b,2.097092,1.055238,-2.145081,1.043637,0.000000,40.518923,195.569608,0.000000,1.000000,0.000000,-0.000000
14,T4c,2.097092,8.110228,-2.441009,0.967098,0.000000,30.172243,214.845252,0.000000,0.000000,-1.223980,-1.223980
15,T4d,2.097092,0.319569,-1.292645,1.036563,0.000000,41.142993,189.805540,0.000000,1.000000,0.000000,0.000000
16,Tm1,2.097092,1.733929,3.380495,1.024841,0.000000,39.026343,195.510063,0.000000,0.927359,-0.787408,-0.787408
17,Tm2,2.097092,2.012108,2.569864,0.959593,0.000000,37.302146,193.046561,0.000000,0.849627,0.131068,0.131068
18,Tm4,2.097092,0.100000,-1.506640,1.048245,0.000000,40.176850,190.161593,0.000000,1.000000,0.000000,-0.000000
19,Tm9,2.097092,9.350400,7.746784,1.009366,0.000000,23.612796,191.210818,0.000000,0.000000,-0.165893,-0.165893
20,T5a,2.097092,8.152024,4.000804,0.968289,0.000000,39.592867,205.781108,0.000000,0.074504,79.417696,79.418323
21,T5b,2.097092,8.286915,8.709030,0.975874,0.000000,33.425603,204.934650,0.000000,0.752155,9.884902,9.884902
22,T5c,2.097092,0.100000,-0.516364,1.006543,0.000000,42.036762,199.079176,0.000000,1.000000,0.000000,-0.000000
23,T5d,2.097092,9.958823,-1.036654,1.032594,0.000000,28.156385,216.599111,0.000000,0.000000,8.392826,8.392826
24,T1,2.097092,9.401085,-2.965851,1.024098,0.000000,19.699084,190.221977,0.000000,0.423888,0.069033,0.069033
25,T2,2.097092,7.384111,2.108983,0.977226,0.000000,21.633430,194.012715,0.000000,0.852773,-0.131869,-0.131869
