idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,0.100000,0.666574,56.944603,0.000000,-50.061631,-0.200000,-50.172454
1,R2,0.442666,0.836215,56.944603,0.000000,-50.061631,-0.200000,-50.172454
2,R3,0.556147,0.100000,56.944603,0.000000,-50.061631,-0.200000,-50.172454
3,R4,0.100000,0.990695,56.944603,0.000000,-50.061631,-0.200000,-50.172454
4,R5,0.100000,0.570618,56.944603,0.000000,-50.061631,-0.200000,-50.172454
5,R6,0.100000,0.211181,56.944603,0.000000,-50.061631,-0.200000,-50.172454
6,R7,1.871662,2.017822,50.363014,0.443142,-50.061631,-0.200000,-50.172454
7,R8,2.096100,1.481649,54.395572,0.000000,-50.061631,-0.200000,-50.172454
8,L1,1.706986,2.557196,48.563607,4.547698,-50.061631,-0.200000,-50.172454
9,L2,2.681236,1.922410,52.903222,4.471881,-50.061631,-0.200000,-50.172454
10,L3,0.609781,1.908912,0.000000,4.273347,-50.061631,-0.200000,-50.172454
11,L4,2.034976,1.186536,0.125609,3.984834,-50.061631,-0.200000,-50.172454
12,L5,1.589313,0.100000,49.267027,4.064919,-50.061631,-0.200000,-50.172454
13,Lawf1,0.318952,0.219627,0.000000,1.000000,-50.061631,-0.200000,-50.172454
14,Lawf2,1.847965,2.124402,0.000000,1.000000,-50.061631,-0.200000,-50.172454
15,Am,0.437331,0.509644,0.000000,1.000000,-50.061631,-0.200000,-50.172454
16,C2,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
17,C3,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
18,CT1(Lo1),0.717597,0.693965,0.000000,1.000000,-50.061631,-0.200000,-50.172454
19,CT1(M10),0.332660,0.268038,0.000000,1.000000,-50.061631,-0.200000,-50.172454
20,Mi1,2.053856,1.064645,0.000000,1.804076,-50.061631,-0.200000,-50.172454
21,Mi2,1.331975,1.148887,0.000000,1.000000,-50.061631,-0.200000,-50.172454
22,Mi3,1.395514,1.486543,0.000000,1.000000,-50.061631,-0.200000,-50.172454
23,Mi4,1.456254,0.502488,0.000000,2.503166,-50.061631,-0.200000,-50.172454
24,Mi9,1.819367,1.343356,0.000000,2.458696,-50.061631,-0.200000,-50.172454
25,Mi10,0.482223,0.421119,0.000000,1.000000,-50.061631,-0.200000,-50.172454
26,Mi11,0.417711,0.497707,0.000000,1.000000,-50.061631,-0.200000,-50.172454
27,Mi12,2.926770,2.786139,0.000000,1.000000,-50.061631,-0.200000,-50.172454
28,Mi13,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
29,Mi14,3.514159,3.344369,0.000000,1.000000,-50.061631,-0.200000,-50.172454
30,Mi15,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
31,T1,0.937802,2.841961,0.000000,1.000000,-50.061631,-0.200000,-50.172454
32,T2,0.367815,0.293736,0.000000,1.000000,-50.061631,-0.200000,-50.172454
33,T2a,0.725159,0.667094,0.000000,1.000000,-50.061631,-0.200000,-50.172454
34,T3,3.304697,3.581230,0.000000,1.000000,-50.061631,-0.200000,-50.172454
35,T4a,0.115271,0.116774,0.000000,1.000000,-50.061631,-0.200000,-50.172454
36,T4b,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
37,T4c,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
38,T4d,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
39,T5a,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
40,T5b,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
41,T5c,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
42,T5d,0.100000,0.100000,0.000000,1.000000,-50.061631,-0.200000,-50.172454
43,Tm1,1.146490,0.100000,0.000000,3.238734,-50.061631,-0.200000,-50.172454
44,Tm2,2.240744,0.323028,0.000000,3.119401,-50.061631,-0.200000,-50.172454
45,Tm3,2.629838,0.100000,0.000000,3.233025,-50.061631,-0.200000,-50.172454
46,Tm4,1.233062,0.100000,0.000000,4.536956,-50.061631,-0.200000,-50.172454
