cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.049451,20.207083,0.980866,1.043704,0.252155,-50.000000,9.757351,198.950073,0.000000,20.143196,20.207083,22.424236,2.217154
1,R7,0.975628,18.185587,0.980866,1.016099,0.039444,-50.000000,10.133973,194.930618,0.000000,18.136288,18.185587,20.341513,2.155926
2,R8,0.999682,18.950928,0.980866,1.049779,-0.477716,-50.000000,10.551789,196.525284,0.000000,18.893398,18.950928,21.086945,2.136017
3,L1,0.951156,-12.795381,0.980866,0.976188,-0.246376,-50.000000,10.112296,190.997711,-0.010010,-12.682730,-12.795381,-13.333963,-0.538583
4,L2,1.031205,-21.391443,0.980866,1.044825,0.329924,-50.000000,9.215451,194.302261,0.023837,-21.228510,-21.391443,-22.055330,-0.663887
5,L3,1.026215,-8.409318,0.980866,0.952930,-0.305739,-50.000000,9.754459,201.805222,0.000000,-8.348777,-8.409318,-8.694158,-0.284840
6,L4,1.047134,0.310136,0.980866,1.020472,0.061357,-50.000000,10.439911,207.994034,0.002620,0.319627,0.310136,0.289718,-0.020418
7,L5,0.992453,-2.104855,0.980866,1.015895,-0.197325,-50.000000,10.497554,194.246002,0.040626,-2.103035,-2.104855,-2.090718,0.014136
8,Mi1,1.031532,-3.049280,0.980866,0.986765,0.090101,-50.000000,9.559731,205.071655,0.000000,-3.081291,-3.049280,-2.989704,0.059576
9,Tm3,1.040143,2.281774,0.980866,0.978258,-0.354602,-50.000000,10.337533,204.978821,0.000000,2.243621,2.281774,2.353993,0.072219
10,Mi4,0.954860,1.611859,0.980866,0.981179,0.279812,-50.000000,10.710822,208.923004,0.000000,1.618025,1.611859,1.557498,-0.054361
11,Mi9,0.960077,2.338447,0.980866,0.989771,0.061804,-50.000000,9.529044,205.213058,0.000000,2.355629,2.338447,2.293575,-0.044872
12,T4a,1.041702,1.840085,0.980866,1.018589,-0.454220,-50.000000,9.286160,191.177032,0.000000,1.830465,1.840085,1.850861,0.010776
13,T4b,0.999817,1.402832,0.980866,1.038217,-0.474987,-50.000000,9.943224,198.303329,0.000000,1.395042,1.402832,1.412503,0.009671
14,T4c,1.032188,2.959130,0.980866,0.980300,0.478373,-50.000000,9.016672,193.849594,0.000000,2.948478,2.959130,2.970164,0.011034
15,T4d,1.024624,2.561533,0.980866,1.031297,0.463306,-50.000000,10.706569,206.831512,0.000000,2.553357,2.561533,2.571542,0.010009
16,Tm1,0.955088,3.233568,0.980866,1.012453,-0.397986,-50.000000,10.252733,190.237213,0.000000,3.349450,3.233568,2.996489,-0.237078
17,Tm2,0.956277,4.885599,0.980866,0.986630,-0.237436,-50.000000,10.543546,199.016556,0.000000,4.958870,4.885599,4.717383,-0.168216
18,Tm4,1.046941,1.767534,0.980866,0.986627,-0.445968,-50.000000,10.977101,193.249054,0.000000,1.822144,1.767534,1.647849,-0.119685
19,Tm9,0.954759,-0.100431,0.980866,1.020725,-0.384495,-50.000000,9.957821,196.451950,0.000000,-0.094451,-0.100431,-0.112471,-0.012040
20,T5a,1.041205,3.885466,0.980866,0.974707,-0.326803,-50.000000,10.154537,208.548004,0.000000,3.879948,3.885466,3.877626,-0.007840
21,T5b,1.011648,3.493913,0.980866,0.976045,-0.311221,-50.000000,9.944932,202.658432,0.000000,3.488386,3.493913,3.487561,-0.006352
22,T5c,0.971407,4.533639,0.980866,0.957389,0.369033,-50.000000,10.261750,207.368469,0.000000,4.527639,4.533639,4.526915,-0.006725
23,T5d,1.003558,3.967384,0.980866,1.034195,0.448503,-50.000000,9.565866,193.926865,0.000000,3.963460,3.967384,3.959538,-0.007846
24,T1,0.997630,-1.166256,0.980866,0.983111,-0.182678,-50.000000,9.486524,192.411270,0.000000,-1.074428,-1.166256,-1.341353,-0.175097
25,T2,0.959958,7.241039,0.980866,0.991107,-0.174354,-50.000000,10.726226,209.669922,0.000000,7.221609,7.241039,7.246731,0.005692
26,T2a,1.009150,6.276522,0.980866,0.995065,0.295587,-50.000000,9.592683,199.084625,0.000000,6.268943,6.276522,6.267601,-0.008921
27,T3,1.022039,7.890053,0.980866,0.968135,0.037585,-50.000000,9.621705,204.466782,0.000000,7.874498,7.890053,7.887207,-0.002846
28,C2,0.986689,0.880496,0.980866,1.007797,0.132293,-50.000000,10.237536,208.860291,0.000000,0.861693,0.880496,0.919139,0.038643
