cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
29,C3,0.972138,-0.822295,0.980866,1.049417,-0.262013,-50.000000,10.303401,209.862656,0.000000,-0.851060,-0.822295,-0.754561,0.067733
30,Lawf1,0.957808,6.846177,0.980866,1.004096,-0.122993,-50.000000,10.766581,193.317490,0.000000,6.830666,6.846177,6.855720,0.009543
31,Lawf2,0.957281,1.911140,0.980866,1.004892,0.393974,-50.000000,10.257418,198.729202,0.000000,1.909604,1.911140,1.906065,-0.005075
32,Dm3v,1.036147,2.643153,0.980866,0.978928,-0.044121,-50.000000,10.595393,190.471024,0.000000,2.643664,2.643153,2.630394,-0.012759
33,Lai,1.014977,-22.773148,0.980866,1.022055,0.034605,-50.000000,10.137137,202.439072,0.000000,-22.581146,-22.773148,-23.751020,-0.977873
34,Mi10,0.954634,-1.681238,0.980866,0.986904,0.075415,-50.000000,9.924325,190.551773,0.000000,-1.675216,-1.681238,-1.683737,-0.002499
35,Mi13,0.988516,0.255712,0.980866,1.043524,0.043946,-50.000000,9.717907,201.329147,0.000000,0.257689,0.255712,0.252216,-0.003496
36,Mi14,1.037288,4.433441,0.980866,0.966248,-0.240382,-50.000000,10.324998,204.668289,0.000000,4.420340,4.433441,4.437491,0.004050
37,Mi15,0.989467,-2.390118,0.980866,0.981476,-0.378786,-50.000000,10.800302,192.612091,0.000000,-2.378158,-2.390118,-2.441189,-0.051071
38,Mi2,1.026590,2.425894,0.980866,1.009022,0.346764,-50.000000,10.075701,206.517593,0.000000,2.423260,2.425894,2.423387,-0.002507
39,Tm16,1.040062,-5.344543,0.980866,1.010773,-0.338694,-50.000000,10.279098,192.778152,0.000000,-5.328239,-5.344543,-5.350237,-0.005695
40,Tm20,1.037065,0.425930,0.980866,0.986571,-0.208897,-50.000000,9.493570,207.204147,0.000000,0.448406,0.425930,0.349925,-0.076005
41,Tm21,0.958040,3.662288,0.980866,0.986510,-0.290978,-50.000000,9.097743,196.765213,0.000000,3.659269,3.662288,3.651815,-0.010473
42,Tm27,0.963110,1.923037,0.980866,0.984040,0.085280,-50.000000,9.708153,195.033585,0.000000,1.915965,1.923037,1.931033,0.007997
43,Tm5a,1.012641,-1.549414,0.980866,0.997877,-0.217351,-50.000000,10.194388,209.094040,0.000000,-1.539637,-1.549414,-1.613596,-0.064182
44,Tm5b,1.019003,-1.999921,0.980866,0.974368,-0.140458,-50.000000,10.893845,205.771759,0.000000,-1.989073,-1.999921,-2.044624,-0.044703
45,Tm5c,0.974343,0.929320,0.980866,0.952069,-0.230156,-50.000000,10.795706,191.497604,0.000000,0.936057,0.929320,0.877241,-0.052079
46,Tm5f,1.001342,1.236026,0.980866,0.965743,-0.441614,-50.000000,10.755988,208.903625,0.000000,1.232290,1.236026,1.235951,-0.000075
47,TmY10,1.016171,0.152936,0.980866,1.004716,0.469832,-50.000000,9.274958,199.307526,0.000000,0.157282,0.152936,0.147062,-0.005874
48,TmY11,0.960711,-9.483926,0.980866,1.018506,0.416350,-50.000000,9.588583,195.009918,0.000000,-9.453252,-9.483926,-9.489582,-0.005656
49,TmY14,0.977966,10.537105,0.980866,1.025538,0.394513,-50.000000,10.088090,202.476883,0.000000,10.513535,10.537105,10.542568,0.005464
50,TmY15,0.998658,11.557272,0.980866,0.990221,-0.241974,-50.000000,9.213755,205.396042,0.000000,11.523717,11.557272,11.566929,0.009657
51,TmY3,0.985305,6.211721,0.980866,0.974251,-0.077115,-50.000000,9.777503,209.463150,0.000000,6.202430,6.211721,6.206413,-0.005308
52,TmY4,0.973219,2.143592,0.980866,0.975036,0.415527,-50.000000,10.366867,200.851334,0.000000,2.144456,2.143592,2.135511,-0.008082
53,TmY5a,1.004589,5.458679,0.980866,0.952582,-0.459923,-50.000000,9.282109,195.811371,0.000000,5.438406,5.458679,5.466345,0.007667
54,TmY9q,0.960629,2.875407,0.980866,1.004678,-0.159681,-50.000000,9.525940,192.463440,0.000000,2.872724,2.875407,2.867404,-0.008003
55,TmY9q__perp,0.994299,3.402341,0.980866,0.966872,0.290427,-50.000000,9.698574,198.287918,0.000000,3.399434,3.402341,3.394820,-0.007521
