cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.982019,17.142241,2.252955,1.524433,-4.708949,-100.000000,-100.000000,0.995423,347.650848,10.000000,226.395126,0.000000,17.075197,17.142241,22.441017,5.298777
1,R7,1.017968,-50.000000,2.252955,5.217885,-9.623397,-100.000000,-100.000000,1.022559,351.134125,10.000000,226.395126,0.000000,-68.795044,-69.915321,-69.894783,0.020538
2,R8,1.006117,0.872369,2.252955,3.161766,-11.091067,-100.000000,-100.000000,1.035523,348.538635,10.000000,226.395126,0.000000,0.333544,0.872369,6.814472,5.942103
3,L1,2.000000,-20.513813,2.252955,1.970693,-19.179520,-100.000000,-100.000000,0.982219,351.809601,10.000000,226.395126,0.996961,-20.335926,-20.513813,-33.902481,-13.388668
4,L2,2.000000,-20.448744,2.252955,2.203908,-19.380104,-100.000000,-100.000000,1.031131,351.286896,10.000000,226.395126,0.996515,-20.392269,-20.448744,-31.276890,-10.828146
5,L3,2.000000,-3.862812,2.252955,0.620512,-1.738397,-100.000000,-100.000000,0.963961,352.147156,10.000000,226.395126,0.000000,-3.922568,-3.862812,-5.526113,-1.663301
6,L4,0.875026,-1.341207,2.252955,0.286595,-1.884684,-100.000000,-100.000000,1.026928,349.436920,10.000000,226.395126,0.987205,-1.334779,-1.341207,-6.796540,-5.455333
7,L5,2.000000,-24.111698,2.252955,1.770324,-16.645168,-100.000000,-100.000000,1.031572,350.343292,10.000000,226.395126,0.909217,-24.151869,-24.111698,-12.732074,11.379624
8,Mi1,2.000000,-28.940863,2.252955,1.642353,-10.220945,-100.000000,-100.000000,1.035383,351.190308,10.000000,226.395126,0.000000,-28.927486,-28.940863,-21.642706,7.298157
9,Tm3,2.000000,-4.112185,2.252955,4.606262,2.036873,-100.000000,-100.000000,0.991139,352.423553,10.000000,226.395126,0.000000,-4.049996,-4.112185,5.992116,10.104300
10,Mi4,2.000000,-3.051109,2.252955,0.835344,-5.414616,-100.000000,-100.000000,1.023317,348.677612,10.000000,226.395126,0.000000,-3.025628,-3.051109,-1.649423,1.401686
11,Mi9,2.000000,-16.587683,2.252955,0.416976,-22.325077,-100.000000,-100.000000,0.964772,351.643372,10.000000,226.395126,0.000000,-16.532036,-16.587683,-20.036785,-3.449102
12,T4a,1.031147,30.397419,2.252955,3.248194,-1.829868,-100.000000,-100.000000,1.049454,348.660675,10.000000,226.395126,0.000000,31.077087,30.397419,36.508682,6.111263
13,T4b,0.969011,29.290558,2.252955,0.519063,-1.348864,-100.000000,-100.000000,1.002993,348.738770,10.000000,226.395126,0.000000,29.305733,29.290558,32.230648,2.940090
14,T4c,0.961334,-31.222645,2.252955,1.143160,-8.686810,-100.000000,-100.000000,1.007502,351.740570,10.000000,226.395126,0.000000,-30.032635,-31.222645,-29.810509,1.412136
15,T4d,1.007576,-20.740213,2.252955,10.000000,14.903571,-100.000000,-100.000000,1.023691,348.878998,10.000000,226.395126,0.000000,-19.957794,-20.740213,-21.538589,-0.798376
16,Tm1,2.000000,17.545948,2.252955,0.498063,-2.273839,-100.000000,-100.000000,1.031299,348.240967,10.000000,226.395126,0.000000,17.402611,17.545948,12.117460,-5.428488
17,Tm2,2.000000,25.316021,2.252955,0.313754,-2.346476,-100.000000,-100.000000,0.990160,352.341095,10.000000,226.395126,0.000000,25.241667,25.316021,21.603065,-3.712955
18,Tm4,1.527294,6.198694,2.252955,1.543785,-0.546778,-100.000000,-100.000000,0.977255,351.421143,10.000000,226.395126,0.000000,5.948851,6.198694,0.429665,-5.769029
19,Tm9,1.095655,0.730221,2.252955,2.334725,-0.234149,-100.000000,-100.000000,0.969759,352.255829,10.000000,226.395126,0.000000,0.718463,0.730221,-0.279800,-1.010021
20,T5a,0.992582,50.000000,2.252955,4.542211,3.755999,-100.000000,-100.000000,0.976071,348.325165,10.000000,226.395126,0.000000,285.504547,289.127411,288.128571,-0.998840
21,T5b,0.985708,50.000000,2.252955,5.927897,-1.031598,-100.000000,-100.000000,1.037650,352.381134,10.000000,226.395126,0.000000,134.184616,138.800186,146.052917,7.252731
22,T5c,1.036332,50.000000,2.252955,5.067124,-2.197201,-100.000000,-100.000000,1.017256,349.222809,10.000000,226.395126,0.000000,206.072922,206.944672,203.538498,-3.406174
23,T5d,1.000561,50.000000,2.252955,9.867504,11.170720,-100.000000,-100.000000,0.976974,352.376434,10.000000,226.395126,0.000000,161.769852,162.180496,159.344925,-2.835571
24,T1,0.954409,-12.532585,2.252955,0.474809,-6.828540,-100.000000,-100.000000,1.016029,350.468079,10.000000,226.395126,0.000000,-14.666768,-12.532585,-64.882973,-52.350388
25,T2,0.981252,50.000000,2.252955,1.350408,-2.816080,-100.000000,-100.000000,0.994672,351.121368,10.000000,226.395126,0.000000,494.699738,496.880402,515.609619,18.729218
26,T2a,1.046062,38.397861,2.252955,10.000000,8.550413,-100.000000,-100.000000,0.985559,348.150879,10.000000,226.395126,0.000000,38.505318,38.397861,40.037186,1.639324
27,T3,0.954649,50.000000,2.252955,1.744947,-2.369466,-100.000000,-100.000000,0.966885,351.027039,10.000000,226.395126,0.000000,54.236935,54.209305,59.117188,4.907883
28,C2,1.013257,-50.000000,2.252955,1.824359,-0.978395,-100.000000,-100.000000,1.001277,349.643585,10.000000,226.395126,0.000000,-112.087372,-112.356201,-89.456268,22.899933
29,C3,0.997392,-50.000000,2.252955,1.605047,-4.863100,-100.000000,-100.000000,1.026053,351.792358,10.000000,226.395126,0.000000,-122.903282,-123.375984,-84.611816,38.764168
30,Lawf1,1.036589,1.498043,2.252955,0.684807,-0.998240,-100.000000,-100.000000,1.045549,352.345490,10.000000,226.395126,0.000000,2.002475,1.498043,1.375004,-0.123040
31,Lawf2,1.048779,13.982100,2.252955,0.432437,-2.844888,-100.000000,-100.000000,1.031556,348.297028,10.000000,226.395126,0.000000,14.031780,13.982100,15.897401,1.915301
32,Dm3v,0.964683,32.807652,2.252955,0.567829,-5.050196,-100.000000,-100.000000,0.981484,349.661865,10.000000,226.395126,0.000000,32.461166,32.807652,31.987846,-0.819805
33,Lai,1.045385,-50.000000,2.252955,0.100000,-1.144713,-100.000000,-100.000000,0.991350,349.586456,10.000000,226.395126,0.000000,-283.804993,-285.338287,-303.811798,-18.473511
34,Mi10,1.027490,17.847412,2.252955,0.501141,-2.599075,-100.000000,-100.000000,0.955478,351.937805,10.000000,226.395126,0.000000,17.493977,17.847412,18.711756,0.864344
35,Mi13,0.975068,16.268442,2.252955,0.158359,-1.973117,-100.000000,-100.000000,0.969996,351.685364,10.000000,226.395126,0.000000,16.272131,16.268442,17.273960,1.005518
36,Mi14,0.975471,50.000000,2.252955,3.881055,-5.632911,-100.000000,-100.000000,0.985877,347.555420,10.000000,226.395126,0.000000,144.848679,146.367096,142.127213,-4.239883
37,Mi15,0.979161,-28.933537,2.252955,0.592884,-1.078258,-100.000000,-100.000000,1.012770,349.471924,10.000000,226.395126,0.000000,-28.460691,-28.933537,-29.379547,-0.446011
38,Mi2,1.011342,2.063357,2.252955,0.632391,-5.270113,-100.000000,-100.000000,1.023959,349.035492,10.000000,226.395126,0.000000,2.488245,2.063357,4.181095,2.117738
39,Tm16,0.970459,-50.000000,2.252955,1.577810,-1.946184,-100.000000,-100.000000,1.038390,351.296509,10.000000,226.395126,0.000000,-114.408379,-115.611237,-118.618225,-3.006989
40,Tm20,0.974836,-50.000000,2.252955,2.907233,-2.848574,-100.000000,-100.000000,0.975085,350.367493,10.000000,226.395126,0.000000,-69.390862,-69.625626,-81.080208,-11.454582
41,Tm21,1.013412,32.665516,2.252955,0.757899,-2.362284,-100.000000,-100.000000,0.986112,350.238708,10.000000,226.395126,0.000000,32.230511,32.665516,33.859241,1.193726
42,Tm27,1.041434,50.000000,2.252955,1.226784,-3.166146,-100.000000,-100.000000,0.954011,350.863342,10.000000,226.395126,0.000000,62.017780,62.498348,68.136032,5.637684
43,Tm5a,0.971198,50.000000,2.252955,6.845812,20.968489,-100.000000,-100.000000,0.981124,350.770752,10.000000,226.395126,0.000000,75.495117,88.487816,130.578873,42.091057
44,Tm5b,0.954705,-36.205544,2.252955,10.000000,18.300556,-100.000000,-100.000000,0.992840,347.712494,10.000000,226.395126,0.000000,-36.122890,-36.205544,-33.114475,3.091068
45,Tm5c,1.036379,50.000000,2.252955,4.030372,1.516817,-100.000000,-100.000000,0.998919,351.132690,10.000000,226.395126,0.000000,55.838993,56.943340,59.010483,2.067142
46,Tm5f,0.993599,50.000000,2.252955,10.000000,14.597342,-100.000000,-100.000000,1.029447,350.564392,10.000000,226.395126,0.000000,190.596390,199.476349,228.827957,29.351608
47,TmY10,1.008791,50.000000,2.252955,1.374720,-3.283628,-100.000000,-100.000000,0.988782,349.533875,10.000000,226.395126,0.000000,52.411194,55.644821,64.806526,9.161705
48,TmY11,0.978618,50.000000,2.252955,1.077308,-1.732510,-100.000000,-100.000000,1.040408,347.963684,10.000000,226.395126,0.000000,224.641449,225.475052,238.878189,13.403137
49,TmY14,1.025554,50.000000,2.252955,1.358647,-1.803067,-100.000000,-100.000000,1.027711,350.018005,10.000000,226.395126,0.000000,161.712524,161.893234,162.682816,0.789581
50,TmY15,1.047647,50.000000,2.252955,3.488399,-17.741522,-100.000000,-100.000000,0.980048,351.677307,10.000000,226.395126,0.000000,95.835030,97.372902,99.995445,2.622543
51,TmY3,1.042794,50.000000,2.252955,10.000000,12.931930,-100.000000,-100.000000,1.005264,350.528442,10.000000,226.395126,0.000000,262.426605,259.610382,282.183777,22.573395
52,TmY4,1.007585,5.652026,2.252955,0.898444,-5.098662,-100.000000,-100.000000,1.049118,350.408966,10.000000,226.395126,0.000000,4.888921,5.652026,7.549605,1.897580
53,TmY5a,0.962659,50.000000,2.252955,0.991721,-8.885955,-100.000000,-100.000000,1.003929,351.847656,10.000000,226.395126,0.000000,152.390808,160.007812,183.999054,23.991241
54,TmY9q,1.005539,38.587059,2.252955,0.100000,-2.733102,-100.000000,-100.000000,1.004325,349.862946,10.000000,226.395126,0.000000,37.562218,38.587059,40.030567,1.443508
