idx,ctype,in_gain,out_gain,v_th,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
20,T4d,1.000000,0.227338,-50.000000,0.993357,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
21,T5a,1.000000,0.348526,-50.000000,0.402455,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
22,T5b,1.000000,2.837025,-50.000000,0.146476,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
23,T5c,1.000000,0.155222,-50.000000,0.447856,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
24,T5d,1.000000,0.100000,-50.000000,0.964849,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
25,Tm1,1.000000,1.109202,-50.000000,0.100000,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
26,Tm2,1.000000,0.435930,-50.000000,0.100000,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
27,Tm20,1.000000,0.532561,-50.000000,0.981685,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
28,Tm21,1.000000,1.649690,-50.000000,0.954051,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
29,Tm3,1.000000,1.541726,-50.000000,0.100000,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
30,Tm4,1.000000,0.995438,-50.000000,0.100000,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
31,Tm9,1.000000,1.012993,-50.000000,1.210934,0.000000,0.000000,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462,-50.365506,-0.200000,-51.299518,-50.775733,-0.200000,-52.569462
