idx,ctype,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,5.000000,1.049824,10.000000,10000.000000,-0.453090,1.000000
1,R7,1.000000,5.000000,1.008258,10.000000,10000.000000,-0.319174,1.000000
2,R8,1.000000,5.000000,0.965390,10.000000,10000.000000,-0.388988,1.000000
3,L1,1.000000,5.000000,1.015204,11.809090,263.192621,7.861825,5.000000
4,L2,1.000000,5.000000,1.024567,10.000000,261.135317,12.657775,5.000000
5,L3,1.000000,5.000000,0.956996,10.000000,10000.000000,20.000000,1.000000
6,L4,1.000000,1.875291,1.024777,10.000000,145.449824,7.474885,4.447840
7,L5,1.000000,4.104802,0.995435,10.000000,147.280707,-0.592415,0.720628
8,Mi1,1.000000,2.512094,1.041106,19.111357,10000.000000,3.600687,1.000000
9,Mi4,1.000000,5.000000,1.015562,10.000000,10000.000000,6.757392,1.000000
10,Mi9,1.000000,5.000000,1.013163,23.098949,10000.000000,2.694989,1.000000
11,T1,1.000000,4.534824,1.037034,10.000000,9938.063906,-16.360894,1.000000
12,T2,1.000000,5.000000,0.966987,10.000000,9866.249799,-9.665017,1.000000
13,T2a,1.000000,5.000000,1.008041,79.288856,9870.785013,12.595829,1.000000
14,T3,1.000000,5.000000,0.957129,100.000000,9875.296150,20.000000,1.000000
15,T4a,1.000000,5.000000,0.960369,29.688752,10000.000000,3.173719,1.000000
16,T4b,1.000000,4.956002,1.040291,10.000000,9934.541124,14.163715,1.000000
17,T4c,1.000000,5.000000,1.031118,10.000000,9939.671998,9.373576,1.000000
18,T4d,1.000000,0.500000,0.950565,10.726570,9979.237951,17.173023,1.000000
19,T5a,1.000000,5.000000,0.987965,80.192253,9964.575012,20.000000,1.000000
20,T5b,1.000000,5.000000,0.971712,92.846554,9897.493722,20.000000,1.000000
21,T5c,1.000000,0.518910,0.998558,47.866617,9995.310351,-11.825219,1.000000
22,T5d,1.000000,5.000000,1.041630,82.585570,9955.888214,20.000000,1.000000
23,Tm1,1.000000,3.911771,0.970873,11.857408,10000.000000,20.000000,1.000000
24,Tm2,1.000000,2.916293,0.971136,10.000000,9927.866458,14.774909,1.000000
25,Tm20,1.000000,5.000000,1.010789,79.816023,10000.000000,9.045738,1.000000
26,Tm21,1.000000,5.000000,0.978408,10.000000,9915.255547,17.565690,1.000000
27,Tm3,1.000000,0.500000,0.956919,10.000000,10000.000000,-9.159526,1.000000
28,Tm4,1.000000,5.000000,0.996921,10.000000,10000.000000,20.000000,1.000000
29,Tm9,1.000000,5.000000,1.028389,11.894628,9914.700339,20.000000,1.000000
30,C2,1.000000,3.386906,1.018794,10.000000,10000.000000,8.225189,1.000000
31,C3,1.000000,3.172645,1.030145,100.000000,10000.000000,1.178411,1.000000
