,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,8.669556,,,1.421633,0.951610,0.107620,1.309675,,,,,2.162836,,,,,,,,,,,,,,,,,,,1.562665,1.724041,,
R7,,,0.992946,6.622564,,1.280209,,,3.654969,0.100000,3.051472,,,,,,,,,,,,,,,0.960759,,,,,,0.100000,2.172031,
R8,,4.017744,0.100000,4.227297,0.100000,0.307022,,0.100000,1.702315,0.252606,2.866836,0.152977,,,,,,,,,,,,,,0.601211,1.012973,,,,1.574392,0.100000,1.914483,1.024064
L1,0.100000,6.462687,10.000000,8.108694,3.408378,0.100000,0.100000,1.608298,3.069556,0.100000,,2.273321,4.234609,0.588920,,,,,,,,,,0.100000,0.100000,,,5.929753,,,0.627688,6.962483,,1.012336
L2,8.058848,,0.100000,0.100000,8.849847,2.460517,5.704051,0.187497,0.100000,0.100000,10.000000,0.201162,0.967377,1.036416,,,,,,,,,,0.923593,0.461269,0.377660,,0.100000,1.747182,,0.563029,0.376718,,
L3,,1.003957,1.380555,1.190338,1.635876,,,,1.970857,0.315906,0.100000,0.977416,,,,,,,,,,,,1.151425,1.063884,1.385423,0.967821,,1.189213,0.100000,0.957919,0.354309,1.041325,
L4,1.589071,,,1.411953,0.529584,0.791104,8.522624,0.974237,1.494253,,2.433835,,2.076004,,,,,,,,,,,3.722938,0.119877,,,,0.448989,1.066265,,0.100000,1.017157,1.016958
L5,,,,2.982398,7.519045,,,0.100000,0.100000,1.733989,0.100000,3.082658,0.475429,0.100000,,,,,,,,,,1.564949,2.926105,0.470953,5.433914,0.100000,0.100000,,0.100000,1.151830,0.100000,0.983945
Mi1,,0.100000,10.000000,6.772111,9.942395,,,0.100000,0.100000,0.934695,0.100000,1.231234,0.100116,0.100000,0.100000,0.265736,0.100000,0.228202,10.000000,,,,,0.354335,1.358443,1.011654,0.100000,0.100000,0.100000,,0.100000,6.433220,9.290976,0.425524
Mi4,,,,,0.100000,0.208300,,10.000000,10.000000,0.100000,5.263299,2.308921,,0.993448,,1.680369,0.950173,2.365183,0.100000,,,,,0.100000,0.100000,1.622639,,7.867775,0.100000,0.433141,0.977152,3.065151,5.926493,0.977041
Mi9,,,,,,0.100000,1.622667,,0.100000,0.100000,,,0.337420,0.192588,1.000185,0.962494,0.995784,1.853939,1.006180,,,,,1.734986,1.815676,0.977968,1.181493,0.115672,1.841295,1.906354,1.604817,,0.100000,1.007444
T1,0.775459,0.100000,2.313937,,0.203259,1.666751,,1.256315,,,1.264881,,,,,,,,,,,,,3.491613,3.295835,1.035865,,,3.242798,,,,,
T2,,,,,,,,4.032417,0.344574,,2.651005,,0.488524,0.970639,1.071634,,,,,,,,,2.387634,2.281008,,2.132936,0.100000,2.165323,,,,,1.010947
T2a,,,,,,,,,0.180754,,,,0.100000,0.100000,0.988646,,,,,,,,,4.208852,,0.415880,1.014104,1.044320,1.038850,,0.592567,,,1.020893
T3,,,,,,,,,,,,,1.742677,1.016285,1.037302,,,,0.999803,,,,,0.100000,,,0.100000,2.182130,,,,0.953979,,1.041371
T4a,,,,,,,,,,,1.652082,,,,,0.925046,0.989851,0.953726,1.014470,0.951363,,,,,,,,,,,,0.308683,,
T4b,,,,,,,,,0.993135,1.010171,1.037796,,,,,1.009494,0.969406,,0.974485,,1.015993,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.100000,,1.039327,,,,,0.100000,,,,1.006447,0.991324,,,,,,,,,,,
T4d,,,,,,,,,10.000000,,,,,,,,,0.951963,10.000000,,,,1.032135,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.969222,,,0.970722,,,,0.969720,1.028287,,,,1.041663,,,,,,,,,
T5b,,,,,,,,,,,,,0.100000,,,,1.043793,,,1.045731,1.553207,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.054166,,,,,0.999864,,,1.044108,1.041527,0.979607,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.100000,,,,,1.036568,0.974443,,,,0.340115,,,,,,,,,,,
Tm1,,,,,0.414074,,,1.094743,2.530925,0.157292,0.735767,0.107863,2.495576,2.522751,4.144722,,,1.000404,,0.969546,1.891225,0.987586,1.615636,0.291124,0.100028,0.435605,3.018604,0.100000,0.748724,1.483095,0.643036,0.100000,,0.953867
Tm2,,,,2.224596,0.491421,,,0.626170,2.466618,0.247906,0.359688,0.100000,2.608218,2.302040,0.992372,1.047521,,0.491947,,0.985276,1.306106,0.964740,0.989360,0.100000,,,1.610464,0.100000,1.029729,1.187758,,0.100000,1.681855,1.036643
Tm20,,,,,,,,,,1.045109,0.387082,0.952143,1.040527,0.978134,,,,,,,,,,1.010979,1.006650,0.836331,0.998239,,,0.389975,,0.932143,,
Tm21,,,,,,,,,0.100000,,,,0.327168,1.027617,,,,,,,,,,4.646820,,,0.100000,,,,,,,
Tm3,,,,2.424567,0.100000,,,,0.325476,0.100000,1.015041,,0.653684,0.639577,1.756634,0.215718,0.859355,0.100000,10.000000,,1.020010,,1.001164,,,,,0.508204,0.100000,,0.973087,2.472632,4.639449,1.033248
Tm4,,,,,10.000000,,,,0.100000,0.110076,,0.975648,0.997425,2.238402,0.973265,,,,,0.972548,1.204256,0.972605,0.960111,6.091708,4.178065,,4.450208,0.100000,0.100000,,1.017517,0.100000,,1.000302
Tm9,,,,,,0.993594,,,,1.021360,0.972659,,1.034279,1.034814,,,,,,0.998798,0.989914,0.994692,0.957613,1.049342,0.981829,1.023626,0.970422,,0.959849,0.990455,,,,
C2,1.236437,1.181803,1.484009,1.539569,1.462386,0.368627,1.562633,0.353211,0.445037,0.382330,,0.546603,0.971620,1.017786,0.985140,,,,,,,,,1.571938,,,,,,1.581927,0.708687,1.577897,,
C3,3.568770,,,0.226789,0.171108,0.100000,2.934974,2.624234,10.000000,1.350707,2.863845,0.120718,1.219479,0.975842,1.003948,1.424572,0.988781,2.323185,1.016250,,,,,0.100000,2.065775,1.551443,1.449963,1.876640,1.234669,1.403917,0.663806,,,
Lawf1,0.250830,,,0.569819,5.601660,0.295359,,4.847235,,,0.100000,0.100000,,,,,,,,,,,,,,,,0.334507,,,,,0.584843,
Lawf2,0.962255,,,1.040576,0.978519,1.013977,,0.809890,,,,1.039389,,,,,,,,,,,,0.941445,1.037319,,,,,0.982603,0.959823,0.995694,0.962547,
