idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.087292,3.982364,0.999981,0.461007,37.501722,9984.738377,0.000000,1.000000
1,R7,1.000000,2.361102,-5.893660,0.994084,-0.388576,40.115208,9993.822244,0.000000,1.000000
2,R8,1.000000,1.588311,4.883003,0.965613,-0.126904,45.372174,10000.000000,0.000000,1.000000
3,L1,1.000000,3.604319,8.602009,0.161851,-0.177872,41.990808,188.486888,0.000000,1.447530
4,L2,1.000000,1.188774,5.249507,0.144207,0.122441,39.198356,184.108566,0.000000,1.001825
5,L3,1.000000,0.100000,-0.742673,0.100000,-0.446209,48.875332,9999.726962,0.000000,1.000000
6,L4,1.000000,0.470884,-1.081103,0.100000,0.182592,21.911071,189.074867,0.000000,5.643130
7,L5,1.000000,3.666761,0.304294,0.100000,-0.256498,36.858010,189.258653,0.000000,1.068259
8,Mi1,1.000000,5.749462,15.202692,0.158133,-13.098003,45.818211,10000.000000,0.000000,1.000000
9,Mi4,1.000000,5.640284,4.832295,0.100000,-0.068313,41.614861,9991.113706,0.000000,1.000000
10,Mi9,1.000000,0.100000,-0.644675,0.100000,-9.518777,29.905145,9998.354972,0.000000,1.000000
11,T1,1.000000,0.241382,-0.752242,1.040537,0.104354,51.136854,10000.000000,0.000000,1.000000
12,T2,1.000000,0.335775,-0.396252,1.001750,-0.400973,50.347273,9991.649749,0.000000,1.000000
13,T2a,1.000000,0.111045,-0.696265,0.982050,0.242861,49.613652,9997.959171,0.000000,1.000000
14,T3,1.000000,2.108674,-3.309525,0.973575,0.147982,54.855934,9999.307468,0.000000,1.000000
15,T4a,1.000000,0.317271,-0.956330,0.962454,-0.262651,49.882926,9999.998504,0.000000,1.000000
16,T4b,1.000000,1.023120,-1.326383,0.975871,0.307973,50.832314,9999.999996,0.000000,1.000000
17,T4c,1.000000,0.100000,-0.790924,0.990350,0.069418,51.357302,10000.000000,0.000000,1.000000
18,T4d,1.000000,10.000000,-7.280375,1.039017,-0.262777,28.465860,9984.171800,0.000000,1.000000
19,T5a,1.000000,1.043467,-0.254761,0.975777,0.424092,47.582974,10000.000000,0.000000,1.000000
20,T5b,1.000000,0.100000,-0.638630,0.973238,-0.450168,48.141603,9999.999998,0.000000,1.000000
21,T5c,1.000000,1.001410,-0.392134,0.987423,-0.439242,48.845833,9990.555488,0.000000,1.000000
22,T5d,1.000000,0.100000,-0.858592,0.980456,0.436435,48.534694,9992.111563,0.000000,1.000000
23,Tm1,1.000000,0.100344,-1.444005,0.100000,1.243470,49.866219,9997.775352,0.000000,1.000000
24,Tm2,1.000000,0.100000,-0.941953,0.100000,0.462554,47.826222,10000.000000,0.000000,1.000000
25,Tm20,1.000000,0.394366,-0.593738,1.026909,-0.378520,51.699109,10000.000000,0.000000,1.000000
26,Tm21,1.000000,2.645770,2.399684,1.016639,0.215098,49.847917,9994.504924,0.000000,1.000000
27,Tm3,1.000000,2.719393,3.727936,0.100000,-14.708540,30.723518,10000.000000,0.000000,1.000000
28,Tm4,1.000000,2.429391,-1.895306,0.100000,1.163395,37.136471,10000.000000,0.000000,1.000000
29,Tm9,1.000000,1.008721,-0.058153,0.100000,0.057739,36.654736,9989.521946,0.000000,1.000000
30,C2,1.000000,0.397497,-0.549156,1.017829,0.311640,52.269305,9999.991326,0.000000,1.000000
31,C3,1.000000,3.256335,-0.317415,1.030861,-0.048902,43.792640,10000.000000,0.000000,1.000000
32,Lawf1,1.000000,0.339043,0.061737,1.046037,0.422155,53.868220,9998.016765,0.000000,1.000000
33,Lawf2,1.000000,0.803267,-0.925032,0.967708,0.236650,48.704906,9999.999964,0.000000,1.000000
