,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,0.900714,,,1.545510,1.482292,1.528643,1.525743,,,,,,,,,,,,,,,,,,0.675102,,,,0.655900,1.291287,,,,0.729396,,,,,,,,,,,,,,,,,,,,,,
R7,,,1.433399,1.505772,,1.470650,,,0.577259,,0.535759,1.492689,,,,,,,,,,,,,,,,,,0.537660,0.985249,,,0.934164,1.019733,,,1.328499,0.506060,,1.160891,,1.371013,1.222350,0.665244,0.850320,0.569301,,,,,,,,,
R8,,0.453677,0.659725,1.453369,1.508566,1.410557,,0.497829,0.494618,,0.537140,1.487343,,,,,,,,,,,,,0.797832,,,,0.581050,0.552441,1.329614,0.624531,,,1.257124,,0.567319,1.306535,0.855963,,1.020876,0.950732,,,1.306993,0.639935,,0.967263,,1.303852,,,,,0.957365,
L1,1.169252,1.032051,0.825216,0.970564,0.509766,1.249706,0.886537,0.541049,1.164840,1.100893,0.759996,,,,,,0.964871,0.592205,,,,,,,0.622828,0.619353,0.913978,,0.951448,1.187826,,1.030778,,0.907586,,,,0.629844,0.746755,,,,1.330638,,,,,,,,,0.964137,,,,
L2,0.722138,,1.017020,1.439270,1.352104,1.032250,1.506697,1.479101,0.883604,0.975099,0.651962,1.152115,,,,,1.139817,1.141336,1.439668,,,,,,1.409157,1.208717,0.737684,,1.081489,0.815231,,,,0.986074,,0.542250,0.858385,,0.855481,,1.103046,,,,0.805372,,,,,,,1.007423,,,,
L3,,1.327088,1.382347,1.419689,1.426941,,,,0.614437,,0.531409,1.290486,,,,,1.290323,1.175866,1.381744,1.471608,,,,,0.595107,,,,1.507766,0.663375,0.527811,,0.485855,,0.719971,1.402409,,0.956890,1.385298,0.993850,1.222856,0.959967,1.251327,0.626656,0.977476,1.314429,0.983762,0.640007,,,,,0.950699,,0.881752,0.685123
L4,0.812091,,,1.455605,1.430729,1.155080,1.448149,0.997784,0.736681,,,1.151758,,,,,1.176053,1.082120,1.333733,0.727479,,,,,,0.872360,,,,1.393747,0.851761,1.176526,,,,0.540311,0.788925,,,,,,0.561860,,,,,,,,,0.969457,,,,
L5,,,,1.463296,1.463636,,,1.486715,0.812564,0.892144,0.864036,1.104021,,,,,1.245126,0.933920,1.345034,,,,,,1.177267,1.007886,0.629922,,1.046474,0.815729,1.047567,1.109695,,0.775977,1.146613,1.377086,0.598655,0.568529,1.055505,,0.870527,1.401059,0.922582,,0.654653,,,,0.919174,1.079514,0.946634,0.975930,,0.851306,,
Mi1,,1.296943,1.283410,1.395916,1.346779,,,0.625237,0.647803,0.691344,0.676324,1.223468,1.204858,0.565801,0.594904,1.485466,1.381016,1.340984,1.357256,,,,,,1.106636,0.670973,0.704007,0.658286,1.330256,0.622471,0.700805,1.326273,0.714152,,0.727157,1.334457,0.524830,0.655670,1.298134,,1.346591,0.722555,0.659131,,,1.320590,,1.082633,0.961756,0.606585,1.378499,0.651194,1.402921,1.369542,1.357781,0.700313
Tm3,,,,1.447065,1.026518,,,,0.629404,0.903072,0.774876,0.651827,1.396486,0.650755,0.637699,1.482761,,,0.667156,,,1.032069,,1.002362,,0.740754,0.667777,1.056796,0.570111,0.804246,0.649563,1.423990,,,0.660996,1.378487,1.427323,,,1.023715,,,0.697693,,,,0.801531,,1.299673,0.634189,1.443070,0.595877,,1.179013,,
Mi4,,,,,0.619677,0.751048,,1.006332,0.538852,1.311858,0.775056,0.687667,1.469372,1.329460,1.293274,0.623248,0.654753,0.566886,0.769682,0.705055,,,,,0.602033,,0.719625,,0.666942,0.858690,1.322012,1.367708,1.339827,,1.328569,,0.953807,,1.173660,1.306695,0.691934,,1.334450,1.341197,1.276807,0.715533,0.662728,1.303642,0.636884,,0.703011,1.323402,1.001619,0.757601,,
Mi9,,,,,,0.700002,0.645654,,1.262353,1.421139,1.389357,,0.725413,1.431006,1.239196,0.536180,0.532722,0.558238,0.507262,0.517919,,,,,,0.898140,1.161229,0.969729,0.726905,,1.375774,0.639384,1.378137,,1.292452,,0.860147,1.360756,,1.276531,1.440451,1.436582,1.301492,0.997098,1.361441,,0.973311,,0.830685,0.977092,,1.385833,0.717609,0.596245,0.557371,
T4a,,,,,,,,,,,,0.586853,0.954503,1.049928,1.451772,1.006469,,,,,0.681747,,,,,,,,,1.393172,,,,,,1.346099,,,,,,,0.683525,,,,,,,0.653153,,,,,1.482798,1.327388
T4b,,,,,,,,,0.648860,,0.727006,0.614367,0.737949,0.633957,,0.980335,,,,,,0.715453,,,,,,,,,,,,,,1.318825,,,,,,,0.706188,,,,,,1.007575,0.615951,1.370043,,,,,
T4c,,,,,,,,,,,,0.697280,,,0.685726,,,,,,,,0.714399,0.977185,,0.764419,,,,,,,,,,,,,,,,,,,,,,,,0.598909,1.413063,,1.470917,1.328040,,
T4d,,,,,,,,,1.409927,,,,,,1.015978,1.438640,,,,,,,,0.698561,,,,,,,,,,,,,,,,,,,,,,,,,,0.617027,1.428858,,1.464820,1.161929,,
Tm1,,,,,0.586589,,,1.282105,0.998897,0.856941,0.636291,0.775834,,,0.973527,,1.414190,0.825029,0.979044,0.797469,0.918514,0.718595,1.400985,0.932957,1.388546,0.723039,0.859586,0.980870,0.612054,0.937843,,1.364960,0.656336,,0.666821,1.004627,,1.018080,1.008906,0.958566,0.829996,0.920484,1.381197,1.215872,,,0.811442,1.463344,,1.330319,,0.765550,1.307900,0.630641,1.400462,1.349322
Tm2,,,,1.228610,1.484006,,,1.332873,1.029465,0.904696,0.694913,1.059493,1.409458,,1.324932,,0.914387,,0.996363,0.579639,0.785431,0.660106,1.484991,1.040593,0.642265,0.927270,0.784148,1.144277,,0.816701,0.951328,1.262332,0.666036,,,1.370756,,,1.215208,,,1.000814,0.542237,,,,,,1.445694,1.230007,0.960632,0.871179,1.094666,1.303537,1.469207,0.566351
Tm4,,,,,1.421488,,,,1.502236,1.440102,0.674039,,,,,,1.286274,0.878021,1.204008,,1.427036,0.810346,1.207742,1.320815,1.044110,1.216286,0.893665,1.104864,1.445695,0.593868,,1.489336,,,0.596412,1.236301,1.155879,,0.577425,,,1.465834,0.535940,,,,,,1.041702,1.113176,1.253684,1.190919,,1.156881,,0.680686
