,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,6.022656,,,1.416916,1.001713,0.509370,0.118094,,,,,,,,,,,,,,,,,,0.100000,,,,10.000000,0.145185,,,,0.109730,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.555571,1.005070,,1.562310,,,0.100000,,0.100000,7.291016,,,,,,,,,,,,,,,,,,0.100000,0.227905,,,0.100000,0.100000,,,0.549700,8.484238,,5.297155,,0.100000,3.247121,0.100000,2.817607,1.239874,,,,,,,,,
R8,,1.384123,0.463379,4.809140,4.055675,1.018075,,0.100000,0.100000,,0.100000,10.000000,,,,,,,,,,,,,0.100000,,,,0.100000,0.100000,0.100000,0.100000,,,0.100000,,0.100000,7.160900,0.100000,,9.857759,10.000000,,,0.116708,0.100000,,2.386003,,0.150060,,,,,1.026305,
L1,0.100000,7.440928,0.142510,0.108504,1.023455,0.100000,0.100000,1.960961,1.303066,0.100000,1.954206,,,,,,0.100000,3.086500,,,,,,,10.000000,3.357964,0.100000,,2.370292,0.284398,,0.100000,,2.981730,,,,0.575695,3.225013,,,,0.100000,,,,,,,,,6.224714,,,,
L2,0.605963,,0.100000,1.295105,3.021359,0.100000,4.299311,0.100000,0.100000,0.100000,0.873872,0.100000,,,,,3.409335,3.787968,2.086393,,,,,,0.455426,0.100000,0.100000,,4.888833,0.100000,,,,3.264202,,0.100000,3.817244,,0.100000,,2.491979,,,,10.000000,,,,,,,0.100000,,,,
L3,,7.660255,0.515556,1.559149,0.100000,,,,3.197856,,1.380756,1.254955,,,,,0.100000,8.741594,0.100000,0.100000,,,,,0.100000,,,,10.000000,1.836574,0.100000,,0.246682,,1.761488,5.576634,,6.671161,2.366935,0.100000,1.671043,0.955692,0.696451,6.224690,0.103209,0.965962,0.100000,0.100000,,,,,0.954108,,0.100000,3.159858
L4,0.706828,,,4.361338,1.677729,0.100000,0.822687,10.000000,0.100000,,,0.100000,,,,,0.100000,1.029987,0.567653,0.799061,,,,,,0.178095,,,,0.100000,2.078761,3.644525,,,,5.447077,0.406860,,,,,,2.572576,,,,,,,,,1.512026,,,,
L5,,,,3.314235,0.100000,,,0.684626,2.483088,0.100000,2.012994,0.173773,,,,,0.100000,0.100000,0.100000,,,,,,0.215370,0.100000,0.100000,,0.954375,0.534527,0.100000,1.934301,,0.100000,7.832373,0.100000,0.100000,0.100000,0.100000,,2.207664,0.203674,0.100000,,2.669305,,,,7.644987,1.812238,6.581960,0.111977,,0.100000,,
Mi1,,0.100000,10.000000,0.100000,5.976079,,,0.100000,3.430452,1.296529,0.100000,0.992423,0.357557,0.100000,0.215772,0.100000,0.485129,9.411015,0.100000,,,,,,4.413248,0.100000,1.484263,0.100000,0.506377,1.709846,0.100000,0.191278,10.000000,,0.113132,0.850828,0.100000,4.188539,0.476590,,1.570385,2.496320,4.460789,,,2.954640,,0.100000,0.963410,0.100000,0.100000,0.126338,0.567618,0.100000,0.316565,1.477318
Tm3,,,,0.100000,0.100000,,,,0.819814,1.349709,3.366473,0.100000,1.972766,2.927471,0.100000,1.984874,,,4.805223,,,1.007446,,1.004689,,6.640528,10.000000,2.234440,1.130883,2.696656,2.305934,0.884198,,,0.100000,2.788925,0.816030,,,9.043596,,,4.889232,,,,10.000000,,0.257667,0.162449,0.505936,2.834198,,0.192618,,
Mi4,,,,,4.748662,9.068817,,10.000000,0.241510,5.029132,9.270593,0.978515,0.219142,4.550312,0.511828,3.932454,10.000000,0.100000,5.904827,0.100000,,,,,3.814356,,10.000000,,0.920830,3.135996,0.914419,0.945645,3.259447,,0.100000,,0.100000,,10.000000,0.100000,0.100000,,0.100000,0.100000,0.100000,7.469108,2.297356,2.801377,1.443590,,4.515971,3.924871,1.016514,0.350943,,
Mi9,,,,,,4.633930,0.114560,,0.100000,0.100000,2.754831,,0.341633,0.100000,0.100000,0.882536,0.100000,0.846821,5.191438,0.657400,,,,,,3.678652,0.100000,0.100000,10.000000,,0.100000,4.922730,4.894857,,1.223341,,0.100000,0.782544,,6.513824,0.100000,8.613654,1.009092,1.783627,0.130730,,0.959620,,4.100104,0.975666,,1.999448,0.100000,0.100000,8.688655,
T4a,,,,,,,,,,,,3.630203,1.899519,1.035690,6.541688,0.956070,,,,,10.000000,,,,,,,,,0.497997,,,,,,1.892592,,,,,,,5.553136,,,,,,,2.923458,,,,,0.384724,0.112980
