idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.500000,2.157773,1.006086,0.000000,0.000000,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
1,C3,0.500000,0.100000,1.038137,0.000000,0.000000,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
2,L1,0.500000,4.463227,9.585158,51.894150,45.988207,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
3,L2,0.500000,4.424238,9.265556,57.843038,51.373947,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
4,L3,0.500000,1.924315,2.049252,0.000000,0.000000,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
5,L4,0.500000,1.029170,13.665130,36.098170,32.631256,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
6,L5,0.500000,4.705974,29.071715,48.438438,43.813460,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
7,Mi1,0.500000,2.448432,4.513744,0.000000,0.000000,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
8,Mi4,0.500000,1.464739,6.776203,0.000000,0.000000,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
9,Mi9,0.500000,3.242015,5.132144,0.000000,0.000000,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126,-30.842754,-0.348981,-40.457049,-45.522900,-0.400000,-41.032126
