,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,1.752941,,,0.161090,2.299287,0.786446,0.707658,,,,,,,,,,,,,,,,,,0.501268,,,,0.134961,0.165471,,,,1.870464,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.100000,0.100000,,0.436559,,,1.927016,,0.100000,0.239991,,,,,,,,,,,,,,,,,,6.725468,1.699449,,,1.869418,5.222928,,,8.445754,0.147293,,0.366566,,0.245899,0.770319,0.356159,1.928086,10.000000,,,,,,,,,
R8,,1.872656,0.100000,0.100000,1.192802,1.864716,,0.100000,2.084715,,0.141360,1.153016,,,,,,,,,,,,,0.973233,,,,0.211801,0.100000,2.627149,0.398199,,,2.588544,,2.364354,9.641427,0.100000,,1.094009,1.832565,,,0.819740,2.005387,,1.146587,,1.740031,,,,,0.969204,
L1,1.952163,1.880199,0.100000,0.100000,0.294078,0.820992,0.464488,2.086110,2.162416,2.085006,0.129993,,,,,,0.100000,1.278335,,,,,,,0.778214,1.877738,1.870064,,0.100542,0.184216,,0.840870,,2.061440,,,,0.100000,0.100000,,,,0.988149,,,,,,,,,1.733892,,,,
L2,0.100000,,3.009397,2.003136,1.008205,1.134354,1.338248,0.100000,0.107033,0.100000,1.956642,1.021710,,,,,1.341592,1.456693,1.533527,,,,,,1.265471,0.134722,1.314554,,2.839662,1.909685,,,,0.101284,,2.261546,0.100060,,2.516981,,1.406287,,,,1.230402,,,,,,,1.305379,,,,
L3,,1.819426,1.284350,1.929060,2.362801,,,,0.101187,,1.500463,1.546199,,,,,1.191564,0.100000,0.884266,4.063727,,,,,1.315868,,,,2.415978,1.861199,0.112101,,0.100205,,1.314293,2.196166,,1.025783,2.157345,2.675544,1.367602,1.033102,1.431744,1.204593,1.121190,0.108265,1.341256,1.299349,,,,,0.961663,,1.774127,1.188166
L4,0.100502,,,1.915483,2.493323,1.091000,1.316161,0.100000,0.117009,,,1.633371,,,,,0.906796,1.535999,1.692650,10.000000,,,,,,0.142449,,,,1.734441,1.335669,0.731578,,,,2.541486,0.100026,,,,,,2.968703,,,,,,,,,1.390332,,,,
L5,,,,1.847240,2.193965,,,0.257426,0.100037,0.100402,2.169810,1.886630,,,,,0.865547,1.769977,1.853007,,,,,,1.436121,0.245617,0.224594,,2.040522,2.096420,1.263764,1.792029,,0.100062,1.433249,1.935607,0.100001,2.323943,1.962857,,1.641768,0.292373,1.694630,,1.223205,,,,2.261789,0.149547,0.100000,1.721723,,0.100003,,
Mi1,,0.100000,1.934664,1.845340,0.701478,,,0.300049,0.138716,0.100057,2.308067,2.204148,0.102519,2.455766,2.336481,5.127011,1.367030,2.326699,2.326358,,,,,,2.224272,0.237402,0.199537,0.203140,1.935025,2.133068,0.519122,2.555122,0.100000,,2.141303,1.955387,0.100000,2.270718,1.954550,,2.361933,0.212708,2.306062,,,0.100000,,2.431665,0.956621,0.133216,2.305676,2.396407,2.201295,1.815581,2.468870,2.213862
Tm3,,,,1.876236,0.304204,,,,0.100058,0.162362,10.000000,2.146663,0.118945,1.910958,2.183079,10.000000,,,1.751831,,,0.996530,,0.990351,,0.209062,0.221513,0.293508,2.047324,2.088839,0.369635,0.780801,,,1.911647,1.917046,0.100000,,,2.459900,,,2.023942,,,,1.941583,,2.263265,0.199923,2.296395,2.008913,,0.100000,,
Mi4,,,,,0.356653,1.985511,,2.440014,2.092405,1.909408,0.100000,0.642859,2.378095,1.140345,1.051024,0.100000,0.782692,0.575062,8.578398,0.100000,,,,,0.802402,,0.238980,,0.100000,0.368068,2.026631,1.491211,2.086807,,0.834063,,2.250697,,9.972505,0.100000,0.848056,,0.566157,0.886084,0.878312,2.063593,0.100000,0.684682,0.100000,,0.100000,0.869257,1.002509,2.137908,,
Mi9,,,,,,1.888676,0.956728,,2.141396,1.977459,0.454918,,1.800161,1.183279,0.913742,0.100000,0.832762,0.769978,0.868919,1.077838,,,,,,1.814514,1.927358,1.797144,0.100000,,1.525250,1.511201,2.211715,,0.830589,,2.288987,0.100000,,0.111161,0.945710,2.169525,0.713026,0.950387,0.905276,,1.029172,,0.100000,0.981296,,0.862263,0.222535,2.425564,7.476685,
T4a,,,,,,,,,,,,2.182058,0.117796,0.995988,2.114770,1.026029,,,,,0.247355,,,,,,,,,2.097154,,,,,,1.938247,,,,,,,2.213867,,,,,,,0.181770,,,,,2.019397,3.333049
T4b,,,,,,,,,0.100000,,0.268396,2.032818,1.185284,1.053214,,1.026786,,,,,,0.134110,,,,,,,,,,,,,,2.675334,,,,,,,0.928876,,,,,,2.562739,0.100000,1.066341,,,,,
T4c,,,,,,,,,,,,1.300970,,,0.482030,,,,,,,,0.100000,0.100000,,1.364711,,,,,,,,,,,,,,,,,,,,,,,,0.100003,2.839405,,2.343994,1.503377,,
T4d,,,,,,,,,0.100000,,,,,,0.975046,10.000000,,,,,,,,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,0.100257,10.000000,,1.888651,0.100000,,
Tm1,,,,,2.364693,,,0.100000,0.104028,0.100000,1.801757,1.498984,,,0.957348,,0.288731,1.421084,1.435160,2.784542,0.100013,1.492624,2.184360,4.130170,1.283704,0.116732,0.100343,0.191430,0.100000,1.575907,,1.382991,0.100024,,1.311990,2.255101,,2.406231,2.353499,2.789750,1.362482,0.100000,1.436345,1.231348,,,1.118193,3.418633,,0.100000,,0.626390,1.307051,1.944512,2.457505,1.474102
Tm2,,,,1.953649,2.476781,,,0.105766,0.100000,1.622728,1.660226,1.607193,1.168433,,1.037627,,1.354067,,1.424302,7.033262,0.100010,1.416736,2.189794,4.584912,1.250557,0.128729,0.144428,0.193631,,1.656021,0.100485,1.022090,0.100004,,,0.502814,,,2.096421,,,0.100000,1.447149,,,,,,2.109150,0.100388,3.599385,1.243519,1.135562,1.882995,3.349364,0.957190
Tm4,,,,,1.808936,,,,0.121133,0.244184,1.866957,,,,,,1.248960,1.385088,1.285381,,0.100022,1.806190,2.698361,4.756286,1.324799,0.100000,0.100000,0.193506,2.518566,1.669571,,1.016569,,,1.250401,2.245305,0.100000,,2.313617,,,0.100000,1.270940,,,,,,2.319962,0.100000,1.729591,1.202954,,0.100000,,0.100000
Tm9,,,,,,1.116817,,,,,10.000000,0.947368,,,,,1.311417,1.035301,0.539585,1.548389,0.100055,2.007851,4.305398,10.000000,,0.133069,0.145974,,,,,,0.100000,,,,,,,,1.187637,0.189971,,,,0.100000,1.015823,,,0.100000,10.000000,,0.888443,,0.100000,2.389714
T5a,,,,,,,,,,,,,0.241251,,,,,1.741540,,,0.105275,0.197597,,,,0.243867,,,,,,,,,,,,,,,,,1.964523,,,,,,,0.194953,,,,0.100046,2.298329,1.381862
T5b,,,,,,,,,,,,,,0.242696,,,,,,,0.236877,0.100000,,,,0.143156,,,,,,,,,,,,,,,,,,,,,,,2.458258,0.100167,1.069320,,,0.100000,,
T5c,,,,,,,,,,,,,,,0.100000,,,,,,,1.020607,0.100000,0.100004,,0.111614,,,,,,,,,,,,,,,,,,,,,,,,0.100000,4.973793,,0.953778,0.100000,,
T5d,,,,,,,,,,,,,,,0.766593,1.004556,,,,,,,,10.000000,,0.161165,,,,,,,,,,,,,,,,,,,,,,,,0.100000,6.495696,,0.713145,0.100000,,
T1,0.187138,0.161725,2.698851,,2.223670,1.124513,,0.118003,,,,1.145824,,,,,1.218370,0.983015,1.098781,,,,,,,,,,,,,,,0.102441,,,,,,,1.447504,,,,,,,,,,,,1.009309,,,
T2,,,,,,,,0.269511,0.100126,0.292672,,0.171138,,,,,1.221993,3.446238,1.035059,,,,,,,0.273249,1.570693,0.199298,,,,1.047017,,,,,0.100007,,,,,0.177252,1.556594,,1.455790,0.100829,,,2.245502,0.195461,6.793648,0.250913,,0.100000,0.983839,1.265803
T2a,,,,,,,,,0.100004,0.112517,,,,,,,1.622706,,1.313433,,,,,,,0.192945,0.939154,0.259946,1.824370,,,0.240431,2.084184,,1.584992,1.930435,,,,,1.660106,0.231582,,1.333634,1.173105,,4.047405,,,0.155971,1.572134,,1.502241,0.100000,2.481066,1.792947
T3,,,,,,,,,,0.117832,,,,,,1.022383,1.661738,,,,,,,,,0.272372,1.185998,0.194046,,2.064695,,1.856596,,,,,,,3.072580,,,0.214060,,,,,0.449645,,,,,,,0.100000,,1.397339
C2,1.817859,2.379158,0.100000,0.100015,0.133486,0.975563,0.744442,1.843085,2.064404,,1.068477,,,,,,0.661241,,,0.100000,,,,,0.823420,1.821985,1.496826,1.777462,2.417318,0.100000,,,,2.283556,,,,0.100000,0.100000,0.160489,,,1.781846,,,,,,,,,,,,,
C3,1.847179,,,0.100242,0.304600,0.904157,1.827025,2.047476,2.054100,10.000000,0.100000,0.833755,2.548327,1.457263,0.696792,0.100000,0.812788,10.000000,0.664278,0.101670,,,,,0.872173,1.841945,1.841264,0.122379,3.289890,,,,,2.250199,,0.999168,,0.100000,0.100000,,0.880635,1.842757,1.979155,,,,,,,1.878567,,,,,,
