idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
26,T2a,1.024964,0.000000,1.386952,0.680986,-0.587127,-100.000000,-50.000000,0.989269,350.154999,10.000000,203.322968,0.000000,100.520523,100.520851,100.523010,0.002159
27,T3,1.010001,0.000000,1.386952,0.570371,-0.594874,-100.000000,-50.000000,1.015005,347.671661,10.000000,203.322968,0.000000,106.175797,106.176430,106.180420,0.003990
28,C2,1.013997,0.000000,1.386952,1.591185,0.732833,-100.000000,-50.000000,1.029403,348.578491,10.000000,203.322968,0.000000,108.645309,108.647278,108.660332,0.013054
29,C3,1.006403,0.000000,1.386952,1.653596,0.963491,-100.000000,-50.000000,0.952437,349.375793,10.000000,203.322968,0.000000,100.830734,100.832748,100.846138,0.013390
30,Lawf1,1.031376,0.000000,1.386952,0.411777,-0.634758,-100.000000,-50.000000,1.026470,350.406189,10.000000,203.322968,0.000000,102.638229,102.638680,102.641151,0.002472
31,Lawf2,1.000937,0.000000,1.386952,0.574430,-0.495697,-100.000000,-50.000000,0.996693,350.105438,10.000000,203.322968,0.000000,100.006042,100.006073,100.006165,0.000092
32,Dm3v,0.990728,0.000000,1.386952,1.598372,0.443296,-100.000000,-50.000000,1.049200,347.936401,10.000000,203.322968,0.000000,109.387924,109.387718,109.386246,-0.001472
33,Lai,1.032460,0.000000,1.386952,1.456583,0.051091,-100.000000,-50.000000,1.045666,351.880127,10.000000,203.322968,0.000000,74.736908,74.733200,74.647781,-0.085419
34,Mi10,1.036041,0.000000,1.386952,0.453340,-0.940798,-100.000000,-50.000000,1.038129,347.578705,10.000000,203.322968,0.000000,87.083000,87.084000,87.090141,0.006142
35,Mi13,1.037923,0.000000,1.386952,1.595852,0.498295,-100.000000,-50.000000,0.972755,350.254181,10.000000,203.322968,0.000000,98.722397,98.722389,98.722145,-0.000244
36,Mi14,0.958239,0.000000,1.386952,1.657871,0.863913,-100.000000,-50.000000,0.989597,349.526215,10.000000,203.322968,0.000000,109.650894,109.651573,109.655556,0.003983
37,Mi15,1.040756,0.000000,1.386952,0.636881,0.040504,-100.000000,-50.000000,1.042348,350.786133,10.000000,203.322968,0.000000,91.917580,91.916862,91.902191,-0.014671
38,Mi2,0.981700,0.000000,1.386952,1.663038,1.085135,-100.000000,-50.000000,0.956538,352.356262,10.000000,203.322968,0.000000,100.636948,100.637383,100.639984,0.002602
39,Tm16,0.995894,0.000000,1.386952,0.383366,-0.789461,-100.000000,-50.000000,1.008998,349.840271,10.000000,203.322968,0.000000,68.678581,68.677544,68.673950,-0.003593
40,Tm20,1.014317,0.000000,1.386952,0.361327,-0.384670,-100.000000,-50.000000,0.972643,348.539307,10.000000,203.322968,0.000000,81.425278,81.423973,81.407516,-0.016457
41,Tm21,0.954655,0.000000,1.386952,0.433254,-0.139568,-100.000000,-50.000000,0.971941,350.079681,10.000000,203.322968,0.000000,89.976807,89.976662,89.976273,-0.000389
42,Tm27,1.046153,0.000000,1.386952,0.600022,-0.042101,-100.000000,-50.000000,1.035643,347.890594,10.000000,203.322968,0.000000,100.317383,100.317764,100.320229,0.002464
43,Tm5a,1.015287,0.000000,1.386952,0.675651,0.152739,-100.000000,-50.000000,0.950094,351.639404,10.000000,203.322968,0.000000,85.371643,85.370872,85.355499,-0.015373
44,Tm5b,0.985585,0.000000,1.386952,0.555093,-0.490789,-100.000000,-50.000000,0.994844,349.373108,10.000000,203.322968,0.000000,86.614243,86.613464,86.598129,-0.015335
45,Tm5c,1.011900,0.000000,1.386952,1.432745,0.141135,-100.000000,-50.000000,0.992466,349.141418,10.000000,203.322968,0.000000,100.188896,100.188309,100.181961,-0.006348
46,Tm5f,1.048767,0.000000,1.386952,0.579217,-0.179539,-100.000000,-50.000000,1.025354,349.174194,10.000000,203.322968,0.000000,102.218140,102.218102,102.217781,-0.000320
47,TmY10,1.020676,0.000000,1.386952,0.621699,0.048859,-100.000000,-50.000000,1.003318,350.032623,10.000000,203.322968,0.000000,94.166306,94.166008,94.164627,-0.001381
48,TmY11,1.010684,0.000000,1.386952,0.614780,-0.075233,-100.000000,-50.000000,0.977206,351.300171,10.000000,203.322968,0.000000,42.864403,42.865257,42.873859,0.008602
49,TmY14,1.003904,0.000000,1.386952,0.333191,-0.485014,-100.000000,-50.000000,1.038749,348.823090,10.000000,203.322968,0.000000,91.804749,91.803268,91.795143,-0.008125
50,TmY15,0.964159,0.000000,1.386952,1.429487,0.734240,-100.000000,-50.000000,1.045346,350.124603,10.000000,203.322968,0.000000,128.825806,128.827377,128.836899,0.009521
51,TmY3,1.020712,0.000000,1.386952,0.641334,-0.642896,-100.000000,-50.000000,0.994701,349.138397,10.000000,203.322968,0.000000,81.150673,81.151680,81.159622,0.007942
52,TmY4,0.962250,0.000000,1.386952,0.433353,-0.609609,-100.000000,-50.000000,1.036103,349.109131,10.000000,203.322968,0.000000,94.686867,94.686333,94.683640,-0.002693
53,TmY5a,1.042212,0.000000,1.386952,1.614478,0.208536,-100.000000,-50.000000,1.049489,349.097992,10.000000,203.322968,0.000000,120.770851,120.771881,120.777817,0.005936
54,TmY9q,0.969606,0.000000,1.386952,0.610397,0.080891,-100.000000,-50.000000,1.004858,350.495575,10.000000,203.322968,0.000000,102.555328,102.555344,102.555359,0.000015
55,TmY9q__perp,1.035308,0.000000,1.386952,0.596489,-0.185540,-100.000000,-50.000000,1.049573,350.689087,10.000000,203.322968,0.000000,106.867493,106.867523,106.867630,0.000107
