,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,9.752429,,,1.709015,3.314111,0.583720,0.117841,,,,,,,,,,,,,,,,,,4.614466,,,,0.100000,0.405839,,,,3.504379,,,,,,,,,,,,,,,,,,,,,,
R7,,,2.185963,10.000000,,3.871450,,,0.100000,,0.100000,1.321387,,,,,,,,,,,,,,,,,,0.100000,0.993333,,,0.985829,0.985596,,,10.000000,3.011667,,2.031411,,0.100000,10.000000,4.796249,0.100000,3.374947,,,,,,,,,
R8,,2.067847,2.017242,10.000000,0.100000,1.480821,,0.100000,0.100000,,0.100000,0.230766,,,,,,,,,,,,,1.994769,,,,0.100000,0.100000,10.000000,3.572428,,,7.779715,,0.100000,0.909039,8.250873,,1.069424,10.000000,,,0.386654,0.100000,,5.294366,,0.100000,,,,,0.969144,
L1,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.100000,5.124181,0.100000,0.884969,0.100000,,,,,,0.100000,0.100000,,,,,,,7.686602,0.100000,0.100000,,0.100000,0.100000,,0.100000,,0.142147,,,,1.005222,0.100000,,,,10.000000,,,,,,,,,0.100000,,,,
L2,8.088510,,10.000000,6.082756,0.100000,3.619512,3.624002,0.100000,0.394697,0.100000,0.100000,0.458934,,,,,0.919216,0.994204,1.762447,,,,,,0.362872,8.877406,10.000000,,5.714360,2.231670,,,,0.100000,,0.100000,0.100000,,0.100000,,6.588180,,,,10.000000,,,,,,,5.844780,,,,
L3,,0.100000,0.100000,9.316068,9.403970,,,,0.100000,,0.100000,5.253786,,,,,0.100000,0.983791,0.100000,10.000000,,,,,10.000000,,,,1.041146,2.990722,10.000000,,0.100000,,10.000000,10.000000,,1.040573,8.145994,0.100000,7.664392,0.957597,0.100000,10.000000,1.021992,10.000000,10.000000,9.913483,,,,,1.005632,,10.000000,0.138995
L4,10.000000,,,10.000000,0.100000,7.314875,0.100000,4.362521,3.051925,,,0.100000,,,,,0.100000,0.100000,2.178351,8.136510,,,,,,0.100000,,,,9.725232,0.100000,0.100000,,,,0.100000,0.100000,,,,,,7.561088,,,,,,,,,0.100000,,,,
L5,,,,6.012694,10.000000,,,1.428845,0.100000,1.729163,9.387696,0.100000,,,,,0.100000,0.800273,10.000000,,,,,,10.000000,0.100000,0.100000,,0.100000,0.100000,0.100000,0.100000,,1.032933,0.806467,0.100000,10.000000,0.100000,0.100000,,0.100000,10.000000,10.000000,,4.289074,,,,2.485243,6.921608,5.587857,0.100000,,0.100000,,
Mi1,,10.000000,10.000000,5.610819,10.000000,,,9.937200,1.403465,3.292809,3.871681,0.680360,2.355465,3.746116,1.102600,0.506972,1.990230,10.000000,10.000000,,,,,,0.100000,0.121536,0.773053,8.528815,5.382956,4.768782,7.738960,10.000000,0.100000,,0.100000,0.100000,4.289919,3.603371,0.515421,,6.013064,1.541317,2.007514,,,0.102270,,0.100000,0.989889,3.533966,0.100000,2.097623,0.100000,0.100000,0.100000,10.000000
Tm3,,,,0.100000,0.100000,,,,0.100000,4.394998,9.201725,0.100000,2.707857,0.100000,0.834529,10.000000,,,0.100000,,,1.034191,,1.041281,,2.808137,1.911092,1.954863,7.102134,10.000000,0.100000,6.563362,,,0.960832,0.100000,0.100000,,,1.026931,,,6.435428,,,,0.100000,,10.000000,0.100000,3.832272,0.100000,,0.100000,,
