idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.964834,0.000000,2.736495,2.773765,-50.000000,-50.000000,20.000000,153.497485,0.000000,-29.621237,-29.591359
1,R7,0.963372,0.000000,2.736495,4.075727,-50.000000,-50.000000,20.000000,153.497485,0.000000,-41.684024,-41.807360
2,R8,0.962255,0.000000,2.736495,4.575502,-50.000000,-50.000000,20.000000,153.497485,0.000000,-31.780935,-31.713312
3,L1,1.608005,0.000000,2.736495,0.891756,-20.000000,-50.000000,20.000000,153.497485,0.925662,-24.744866,-25.067630
4,L2,4.269347,0.000000,2.736495,2.156963,-20.000000,-50.000000,20.000000,153.497485,1.000000,-20.000000,-21.225162
5,L3,2.673044,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-60.980997,-61.026108
6,L4,0.469416,0.000000,2.736495,2.978601,-50.000000,-50.000000,20.000000,153.497485,1.000000,-50.000000,-50.115008
7,L5,1.318034,0.000000,2.736495,2.769891,-50.000000,-50.000000,20.000000,153.497485,1.000000,-50.000000,-49.644974
8,Mi1,6.666163,0.000000,2.736495,6.308179,-50.000000,-50.000000,20.000000,153.497485,0.000000,-42.301641,-42.040875
9,Tm3,0.516389,0.000000,2.736495,0.331171,-50.000000,-50.000000,20.000000,153.497485,0.000000,-26.007691,-23.951197
10,Mi4,3.736153,0.000000,2.736495,0.929057,-50.000000,-50.000000,20.000000,153.497485,0.000000,-32.478567,-30.852822
11,Mi9,0.852047,0.000000,2.736495,7.679444,-50.000000,-50.000000,20.000000,153.497485,0.000000,-39.225930,-39.200785
12,T4a,0.963004,0.000000,2.736495,1.600192,-50.000000,-50.000000,20.000000,153.497485,0.000000,-34.778408,-33.809303
13,T4b,1.010542,0.000000,2.736495,3.696442,-50.000000,-50.000000,20.000000,153.497485,0.000000,-28.855692,-27.126479
14,T4c,1.047091,0.000000,2.736495,4.623350,-50.000000,-50.000000,20.000000,153.497485,0.000000,-43.419036,-42.870897
15,T4d,0.975708,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-47.802478,-47.606113
16,Tm1,2.091199,0.000000,2.736495,1.973892,-50.000000,-50.000000,20.000000,153.497485,0.000000,-27.118819,-27.391044
17,Tm2,1.597736,0.000000,2.736495,3.428519,-50.000000,-50.000000,20.000000,153.497485,0.000000,-38.041257,-38.191610
18,Tm4,1.131965,0.000000,2.736495,7.213215,-50.000000,-50.000000,20.000000,153.497485,0.000000,-30.314864,-30.723021
19,Tm9,0.621879,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-49.829666,-50.119890
20,T5a,1.003582,0.000000,2.736495,3.211769,-50.000000,-50.000000,20.000000,153.497485,0.000000,-47.484903,-48.608026
21,T5b,1.036807,0.000000,2.736495,7.295631,-50.000000,-50.000000,20.000000,153.497485,0.000000,-8.412400,-8.574479
22,T5c,1.031877,0.000000,2.736495,7.491513,-50.000000,-50.000000,20.000000,153.497485,0.000000,-49.364464,-49.718926
23,T5d,1.040467,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-45.414061,-46.595073
24,T1,0.959884,0.000000,2.736495,1.741890,-50.000000,-50.000000,20.000000,153.497485,0.000000,-74.100758,-76.691577
25,T2,0.973280,0.000000,2.736495,2.819387,-50.000000,-50.000000,20.000000,153.497485,0.000000,0.474837,1.223146
26,T2a,1.025693,0.000000,2.736495,3.561663,-50.000000,-50.000000,20.000000,153.497485,0.000000,-11.176625,-10.831945
27,T3,0.998117,0.000000,2.736495,3.469963,-50.000000,-50.000000,20.000000,153.497485,0.000000,79.628510,83.679958
28,C2,1.010059,0.000000,2.736495,2.670134,-50.000000,-50.000000,20.000000,153.497485,0.000000,-28.412007,-27.041284
29,C3,1.037566,0.000000,2.736495,2.876123,-50.000000,-50.000000,20.000000,153.497485,0.000000,-28.752142,-27.479753
30,Lawf1,0.980153,0.000000,2.736495,3.775185,-50.000000,-50.000000,20.000000,153.497485,0.000000,-42.646881,-41.828061
31,Lawf2,0.965433,0.000000,2.736495,8.757923,-50.000000,-50.000000,20.000000,153.497485,0.000000,-27.451479,-26.657065
32,Dm3v,0.955430,0.000000,2.736495,9.632059,-50.000000,-50.000000,20.000000,153.497485,0.000000,-43.538948,-43.837102
33,Lai,1.036981,0.000000,2.736495,0.100000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-270.490745,-275.440547
34,Mi10,0.971714,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-60.193818,-60.080126
35,Mi13,1.022848,0.000000,2.736495,5.869406,-50.000000,-50.000000,20.000000,153.497485,0.000000,-48.729376,-48.793918
36,Mi14,1.035869,0.000000,2.736495,5.695450,-50.000000,-50.000000,20.000000,153.497485,0.000000,-32.750084,-32.816174
37,Mi15,0.960337,0.000000,2.736495,9.251934,-50.000000,-50.000000,20.000000,153.497485,0.000000,-59.891950,-60.521298
38,Mi2,0.999559,0.000000,2.736495,4.867209,-50.000000,-50.000000,20.000000,153.497485,0.000000,-43.366182,-43.420087
39,Tm16,0.975461,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-56.554150,-56.558711
40,Tm20,0.958400,0.000000,2.736495,3.952695,-50.000000,-50.000000,20.000000,153.497485,0.000000,-41.819038,-42.382199
41,Tm21,1.010139,0.000000,2.736495,5.447492,-50.000000,-50.000000,20.000000,153.497485,0.000000,-45.807615,-45.380674
42,Tm27,1.037549,0.000000,2.736495,7.166225,-50.000000,-50.000000,20.000000,153.497485,0.000000,-44.112548,-43.805084
43,Tm5a,1.000914,0.000000,2.736495,8.721553,-50.000000,-50.000000,20.000000,153.497485,0.000000,-64.997553,-64.679678
44,Tm5b,1.035982,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-64.533339,-64.672790
45,Tm5c,0.972899,0.000000,2.736495,10.000000,-50.000000,-50.000000,20.000000,153.497485,0.000000,-48.397717,-48.216744
46,Tm5f,0.990463,0.000000,2.736495,8.230053,-50.000000,-50.000000,20.000000,153.497485,0.000000,-46.955091,-46.833455
47,TmY10,0.971920,0.000000,2.736495,9.825532,-50.000000,-50.000000,20.000000,153.497485,0.000000,-49.238344,-49.247417
48,TmY11,1.049310,0.000000,2.736495,7.339103,-50.000000,-50.000000,20.000000,153.497485,0.000000,-41.504989,-42.000175
49,TmY14,0.985704,0.000000,2.736495,4.968751,-50.000000,-50.000000,20.000000,153.497485,0.000000,-32.785919,-33.917036
50,TmY15,1.043376,0.000000,2.736495,3.577946,-50.000000,-50.000000,20.000000,153.497485,0.000000,-14.839592,-13.322151
51,TmY3,0.974169,0.000000,2.736495,3.846826,-50.000000,-50.000000,20.000000,153.497485,0.000000,3.052626,3.340983
52,TmY4,1.016856,0.000000,2.736495,9.820207,-50.000000,-50.000000,20.000000,153.497485,0.000000,-72.379481,-70.033780
53,TmY5a,1.024403,0.000000,2.736495,5.664746,-50.000000,-50.000000,20.000000,153.497485,0.000000,-31.622016,-30.648123
54,TmY9q,1.001976,0.000000,2.736495,3.174100,-50.000000,-50.000000,20.000000,153.497485,0.000000,-31.571365,-31.539466
55,TmY9q__perp,0.959780,0.000000,2.736495,7.854346,-50.000000,-50.000000,20.000000,153.497485,0.000000,-15.859554,-15.457684
