cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.000742,-4.585887,2.963507,2.366462,-24.191116,-25.988716,16.987797,200.035492,0.000000,-4.642092,-4.585887,1.241237,5.827124
1,R7,0.999690,-19.298843,2.963507,9.275021,-16.125738,-33.716667,16.239567,197.370071,0.000000,-19.020664,-19.298843,-16.092375,3.206469
2,R8,0.987108,6.184951,2.963507,6.020534,-9.398760,-40.946526,27.492271,191.800369,0.000000,6.027882,6.184951,11.413758,5.228807
3,L1,2.000000,-15.396830,2.963507,2.021627,-15.238968,-34.875256,16.542242,203.225769,1.000000,-15.238969,-15.396830,-26.727158,-11.330328
4,L2,1.999945,-34.615871,2.963507,2.526754,-17.645111,-32.631573,10.000000,206.818405,0.630799,-34.523674,-34.615871,-48.351547,-13.735676
5,L3,1.848817,-32.332096,2.963507,2.563808,-16.879639,-33.383213,22.157961,193.864044,0.000000,-32.503780,-32.332096,-31.626913,0.705183
6,L4,0.612628,-3.129111,2.963507,1.224634,-3.067182,-47.213741,10.000000,226.132935,0.779619,-3.118633,-3.129111,-4.046634,-0.917523
7,L5,1.457626,-4.239762,2.963507,1.699762,-1.062827,-49.125729,10.000000,197.655289,0.891449,-4.308863,-4.239762,3.304275,7.544037
8,Mi1,2.000000,-37.907852,2.963507,2.396975,-12.095259,-38.386967,19.374798,198.384781,0.000000,-37.854725,-37.907852,-22.551083,15.356770
9,Tm3,2.000000,-35.644344,2.963507,1.723700,-16.076002,-33.612053,10.000000,194.441666,0.000000,-35.569489,-35.644344,-14.658710,20.985635
10,Mi4,2.000000,-14.325118,2.963507,2.349713,-9.530914,-40.422405,10.000000,205.668030,0.000000,-13.881663,-14.325118,-2.763937,11.561181
11,Mi9,2.000000,-25.820051,2.963507,3.867167,-13.497191,-36.739960,38.095776,195.730865,0.000000,-26.031372,-25.820051,-30.687019,-4.866968
12,T4a,1.225155,-4.677810,2.963507,0.129666,-4.423301,-45.689140,23.620197,191.036179,0.000000,-4.571707,-4.677810,11.607859,16.285668
13,T4b,1.146711,-7.284673,2.963507,0.506714,-6.162482,-44.265701,23.953562,199.204651,0.000000,-7.313082,-7.284673,7.542082,14.826755
14,T4c,1.045629,-1.663349,2.963507,0.503755,-1.734819,-48.384109,23.226957,200.970093,0.000000,-1.561834,-1.663349,12.146098,13.809447
15,T4d,0.996960,-8.820790,2.963507,0.100000,-8.892229,-41.059917,24.463701,196.024689,0.000000,-8.701095,-8.820790,3.716440,12.537230
16,Tm1,1.994772,-32.513725,2.963507,2.259133,-27.946497,-22.298004,11.070224,209.431625,0.000000,-32.615215,-32.513725,-37.898804,-5.385078
17,Tm2,1.971794,-29.456182,2.963507,3.403530,-28.060083,-21.912401,10.000000,201.951035,0.000000,-29.140797,-29.456182,-29.319006,0.137177
