idx,ctype,inp_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.100000,0.100000,1.083502,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
1,C3,2.673336,0.359341,1.082723,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
2,L1,5.903423,4.395070,6.588166,56.207001,38.828175,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
3,L2,6.252925,1.490464,4.832429,50.531086,49.328964,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
4,L3,0.126549,0.906365,2.294609,0.000000,0.029344,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
5,L4,12.455539,2.479826,17.932022,47.474838,53.094006,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
6,L5,0.100000,8.653924,6.674881,58.919449,45.744667,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
7,Mi1,0.767447,1.474691,2.768924,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
8,Mi4,2.424860,0.669423,3.151226,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
9,Mi9,0.449488,2.582593,2.492068,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
10,R1-6,10.127987,1.040631,1.079428,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
11,R7,0.100000,4.855758,1.066703,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
12,R8,0.917588,0.100000,1.099621,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
13,T1,2.535385,0.551407,1.034013,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
14,T2,3.246045,4.766417,1.054987,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
15,T2a,0.100000,0.100000,0.922643,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
16,T3,0.100000,0.100000,1.090501,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
17,T4a,1.447601,0.356757,1.055574,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
18,T4b,4.205795,0.973283,0.932722,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
19,T4c,0.889400,4.499184,1.010485,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
20,T4d,0.582634,0.494096,0.901457,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
21,T5a,0.547740,0.564890,0.911151,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
22,T5b,0.100000,0.100000,1.020323,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
23,T5c,7.683881,11.081842,0.970375,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
24,T5d,0.499898,0.576663,0.969560,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
25,Tm1,0.117743,0.100000,2.309472,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
26,Tm2,0.212877,1.379119,1.517156,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
27,Tm20,0.100000,0.100000,0.954064,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
28,Tm21,2.659689,0.100000,1.070426,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
29,Tm3,2.403447,0.726019,3.402481,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
30,Tm4,0.279393,0.100000,5.070314,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
31,Tm9,1.236791,0.100000,2.366497,0.000000,0.000000,-42.570877,-0.200000,-46.234661,-45.229622,-0.200000,-45.643761
