,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,6.740107,,,0.688399,2.060524,3.399094,0.100000,,,,,,,,,,,,,,,,,,2.174488,,,,9.996537,0.100000,,,,2.651780,,,,,,,,,,,,,,,,,,,,,,
R7,,,1.934658,2.361500,,4.719388,,,0.100000,,1.435110,1.952813,,,,,,,,,,,,,,,,,,0.100000,0.869317,,,1.268745,0.100000,,,0.100000,2.259712,,0.100000,,0.100000,2.066174,1.154165,0.100000,0.100000,,,,,,,,,
R8,,0.100000,4.742474,6.206419,0.100000,7.121985,,4.323394,0.100000,,0.100000,1.634200,,,,,,,,,,,,,0.100000,,,,0.100000,0.100000,1.810959,10.000000,,,0.100000,,0.100000,0.100000,0.408069,,8.734688,8.259286,,,5.684688,0.100000,,0.100000,,0.100000,,,,,1.024635,
L1,0.100000,0.569369,0.100000,0.100000,0.183663,0.272057,0.100000,3.505941,2.299711,2.668499,0.100000,,,,,,0.100000,0.253466,,,,,,,7.673442,9.505956,10.000000,,6.575246,0.115278,,6.277009,,1.832425,,,,0.100000,3.985065,,,,8.839691,,,,,,,,,0.100000,,,,
L2,0.760248,,9.728201,6.871350,0.100000,1.343253,2.104032,0.100000,0.100000,0.100000,0.100000,1.693037,,,,,0.488289,1.954935,1.399652,,,,,,0.100000,0.100000,0.100000,,7.126777,0.100000,,,,0.100000,,10.000000,0.438356,,0.100000,,1.402941,,,,1.411176,,,,,,,10.000000,,,,
L3,,0.100000,0.100000,0.100000,0.611343,,,,0.100000,,0.100000,1.494045,,,,,0.971254,10.000000,8.910501,1.069262,,,,,2.026986,,,,0.412269,0.100000,0.100000,,10.000000,,7.084371,8.522809,,3.799796,0.276537,0.100000,0.100000,1.035464,2.729456,0.100000,1.075864,3.991109,9.718249,0.100000,,,,,0.994161,,0.100000,0.100000
L4,4.324747,,,0.100000,0.100000,0.217567,0.100000,0.100000,4.665920,,,0.433105,,,,,0.808196,0.249475,0.100000,0.100000,,,,,,10.000000,,,,3.866833,5.122085,2.081076,,,,9.821336,0.848813,,,,,,0.103338,,,,,,,,,9.840611,,,,
L5,,,,3.538531,0.100000,,,5.717011,0.100000,0.100000,2.026149,0.100000,,,,,0.621700,0.100613,0.141806,,,,,,2.733592,0.100000,6.342617,,0.100000,2.229106,2.681212,10.000000,,0.100000,10.000000,0.100000,4.180135,0.100000,0.100000,,0.125913,9.912565,10.000000,,10.000000,,,,0.512610,0.100000,5.610452,0.100000,,0.100000,,
Mi1,,10.000000,0.100000,0.100000,0.573909,,,1.894170,0.100000,0.222876,4.686309,0.100000,10.000000,2.957954,0.100000,1.507891,0.100000,0.100000,0.100000,,,,,,0.100000,2.665175,4.685468,0.518976,9.988534,5.178380,10.000000,5.017864,6.730833,,4.389990,0.100000,0.100000,10.000000,8.825806,,2.586297,6.413235,5.312894,,,10.000000,,0.100000,0.993719,0.100000,2.952530,1.856585,9.979393,0.134971,9.393545,4.924630
Tm3,,,,0.100000,5.291952,,,,2.666517,0.422356,0.100000,0.100000,10.000000,6.625076,0.637292,4.257139,,,0.100000,,,0.976577,,1.008738,,4.939125,10.000000,0.100000,10.000000,5.193688,0.100000,10.000000,,,10.000000,9.646295,4.528944,,,10.000000,,,9.768203,,,,7.736233,,0.163975,6.325075,0.100000,0.103557,,0.100000,,
Mi4,,,,,1.165173,8.681104,,0.100000,0.100000,0.100000,0.100000,2.238391,0.100000,10.000000,1.484351,3.127177,2.548212,0.100000,0.100000,0.974902,,,,,9.990001,,10.000000,,3.257592,10.000000,7.321908,2.182288,0.100000,,6.818964,,1.969820,,7.081872,5.022620,0.100000,,10.000000,9.865113,10.000000,10.000000,1.755676,3.453316,1.337486,,4.713038,1.806626,1.027976,10.000000,,
Mi9,,,,,,0.100000,0.100000,,10.000000,2.318667,6.264837,,9.296281,0.503982,5.997902,0.907597,0.100000,0.467805,0.371637,0.100000,,,,,,0.100000,10.000000,10.000000,3.577340,,4.911040,4.055715,9.580180,,0.100000,,0.100000,4.007467,,2.287186,9.213745,7.302007,0.100000,0.100000,0.100000,,1.016837,,3.358386,0.980980,,8.714687,2.641684,0.100000,8.078512,
