cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.040945,16.991682,2.543325,1.887960,-2.189283,-47.348701,20.354204,191.058899,202.233109,0.000000,16.935364,16.991682,36.739319,19.747637
1,R7,0.984726,9.402431,2.543325,3.465332,-9.855674,-39.733871,20.751728,199.232513,190.968933,0.000000,9.343915,9.402431,29.050570,19.648138
2,R8,0.954654,3.756168,2.543325,2.672424,-9.430371,-40.348671,27.674940,203.681686,195.048157,0.000000,3.756218,3.756168,20.958490,17.202322
3,L1,0.845465,-7.275631,2.543325,3.395073,1.843742,-51.764538,24.505545,209.034805,202.626862,0.836372,-7.192570,-7.275631,-16.941347,-9.665716
4,L2,2.000000,-50.816479,2.543325,1.164076,-5.474672,-44.130642,15.930913,215.608414,208.958755,0.726424,-50.382572,-50.816479,-90.264267,-39.447788
5,L3,1.836668,-38.555351,2.543325,0.400220,-6.215981,-43.329777,27.650600,211.042114,201.322281,0.770082,-38.314941,-38.555351,-69.449455,-30.894104
6,L4,1.231587,-20.047495,2.543325,0.438990,-1.392075,-48.292698,10.000000,194.239761,183.254395,0.026825,-20.010988,-20.047495,-69.205978,-49.158484
7,L5,2.000000,-57.545219,2.543325,1.371284,-14.207602,-35.736351,10.000000,193.481674,187.249817,0.756120,-57.895782,-57.545219,-27.074642,30.470577
8,Mi1,1.318106,-25.399269,2.543325,4.234526,-0.256525,-50.159367,23.704487,222.113480,182.338867,0.816292,-25.549589,-25.399269,-1.105538,24.293731
9,Tm3,1.032157,-12.880254,2.543325,1.069841,5.163237,-54.958244,12.164774,201.308563,191.555756,0.784213,-13.037994,-12.880254,3.817974,16.698228
10,Mi4,2.000000,-8.002374,2.543325,2.368886,-5.561821,-44.002632,22.547291,202.846146,210.028152,0.744863,-8.546478,-8.002374,28.996008,36.998382
11,Mi9,2.000000,-29.000065,2.543325,4.637790,-7.628747,-42.087894,16.954350,200.817764,219.392044,0.482547,-28.486734,-29.000065,-75.192116,-46.192051
12,T4a,1.034109,-8.351034,2.543325,4.730403,-9.333906,-40.563297,10.000000,200.612808,220.456360,1.000000,-9.333907,-8.351034,155.216034,163.567068
