cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
0,R1-6,1.020589,52.657269,2.953253,1.844052,-16.533817,-33.811298,10.484324,200.809296,0.000000,-50.000000,1.000000,350.000000,2.623649,2.697476,9.528801,6.831325,52.654358,52.729637,59.564770,6.835133,52.654358,52.657272,52.955029,0.297756
1,R7,0.956234,20.072643,2.953253,8.649108,-35.187035,-15.245330,45.417400,193.215759,0.000000,-50.000000,1.000000,350.000000,-29.924829,-30.002850,-27.296087,2.706762,20.075167,19.997147,22.703913,2.706766,20.075167,20.072639,20.169378,0.096739
2,R8,0.985324,49.508057,2.953253,6.227976,-20.352001,-29.609112,45.836246,195.342072,0.000000,-50.000000,1.000000,350.000000,-0.493103,-0.457637,2.619877,3.077514,49.506897,49.542362,52.619877,3.077515,49.506897,49.508049,49.620903,0.112854
3,L1,1.999998,5.229655,2.953253,3.448985,-20.822227,-29.456076,16.093149,227.003632,0.994437,-28.104683,0.814630,360.504883,-21.682039,-21.788647,-31.392542,-9.603895,5.232080,5.145235,1.343619,-3.801616,5.232080,5.229654,5.072486,-0.157168
4,L2,1.891482,0.137028,2.953253,3.705106,-23.846605,-26.531897,10.021792,210.343140,0.954876,-27.805885,0.564477,348.198608,-28.839092,-29.027744,-44.107788,-15.080044,0.137068,0.135261,0.027761,-0.107500,0.137068,0.137028,0.132255,-0.004772
5,L3,2.000000,16.362787,2.953253,0.846987,-21.621738,-28.527987,10.026601,194.134079,0.000000,-46.037209,0.740902,334.786987,-23.955349,-23.856665,-24.211628,-0.354963,16.360491,16.433607,16.170614,-0.262993,16.360491,16.362787,16.360971,-0.001816
6,L4,0.877346,12.584484,2.953253,0.232708,-13.166455,-37.054588,10.012558,213.795425,0.364967,-48.706181,0.356310,355.540649,-13.387356,-13.385145,-13.480165,-0.095019,12.584459,12.585246,12.551390,-0.033856,12.584459,12.584483,12.583881,-0.000602
7,L5,1.999898,1.504846,2.953253,1.638280,-22.419621,-27.370575,10.000000,191.645004,0.928723,-28.097342,0.761128,360.347961,-26.126007,-25.841623,-6.489256,19.352367,1.500438,1.716890,16.446529,14.729640,1.500438,1.504846,1.886344,0.381498
8,Mi1,1.994124,0.153115,2.953253,2.261037,-15.739572,-34.398628,10.121786,196.088776,0.000000,-30.912107,0.518915,327.946198,-40.824539,-40.567234,-21.442936,19.124298,0.153115,0.153602,5.961192,5.807589,0.153115,0.153115,0.248763,0.095648
9,Tm3,1.869343,10.317877,2.953253,0.474500,-8.958027,-41.256546,10.016908,200.979111,0.000000,-41.253487,0.366247,328.525269,-13.082091,-12.988664,1.007163,13.995826,10.317679,10.351897,15.477822,5.125925,10.317679,10.317876,10.423291,0.105415
