idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.992525,0.000000,2.527301,2.696295,-38.946237,-50.000000,10.000000,240.030361,0.000000,-38.022463,-38.029388
1,R7,0.953117,0.000000,2.527301,3.945561,-28.518232,-50.000000,10.000000,240.030361,0.000000,-30.810494,-30.809114
2,R8,0.998440,0.000000,2.527301,3.317707,-37.378310,-50.000000,10.000000,240.030361,0.000000,-39.778636,-39.785781
3,L1,2.664285,0.000000,2.527301,1.511489,-4.759981,-50.000000,10.000000,240.030361,0.567597,-20.041999,-20.051329
4,L2,3.070409,0.000000,2.527301,2.510823,-8.360170,-50.000000,10.000000,240.030361,0.759313,-19.051494,-19.060849
5,L3,0.855895,0.000000,2.527301,0.771329,-13.722157,-50.000000,10.000000,240.030361,0.000000,-3.271095,-2.501483
6,L4,0.618606,0.000000,2.527301,0.833552,-37.725705,-50.000000,10.000000,240.030361,0.682645,-35.351607,-35.365990
7,L5,1.033197,0.000000,2.527301,0.974647,-14.883116,-50.000000,10.000000,240.030361,0.223822,-33.118258,-33.078768
8,Mi1,1.193955,0.000000,2.527301,1.683547,-16.631836,-50.000000,10.000000,240.030361,0.000000,-26.753004,-26.687454
9,Tm3,0.525445,0.000000,2.527301,4.051855,-9.436918,-50.000000,10.000000,240.030361,0.000000,-27.132036,-27.007703
10,Mi4,0.937621,0.000000,2.527301,2.336782,-31.984021,-50.000000,10.000000,240.030361,0.000000,-11.051472,-10.975555
11,Mi9,1.007075,0.000000,2.527301,4.909309,-20.580938,-50.000000,10.000000,240.030361,0.000000,-23.983795,-23.884628
12,T4a,0.955024,0.000000,2.527301,2.547752,-39.118976,-50.000000,10.000000,240.030361,0.000000,-4.305921,-3.631118
13,T4b,0.956648,0.000000,2.527301,6.597719,-18.717336,-50.000000,10.000000,240.030361,0.000000,-6.904596,-1.272301
14,T4c,0.970801,0.000000,2.527301,2.551492,-24.955977,-50.000000,10.000000,240.030361,0.000000,-8.786364,-8.670706
15,T4d,0.974351,0.000000,2.527301,10.000000,0.541569,-50.000000,10.000000,240.030361,0.000000,-12.498175,-12.599023
16,Tm1,1.394164,0.000000,2.527301,0.886669,-31.130853,-50.000000,10.000000,240.030361,0.000000,-22.110840,-22.233273
17,Tm2,1.221704,0.000000,2.527301,1.657124,-25.654861,-50.000000,10.000000,240.030361,0.000000,-16.100240,-16.164094
18,Tm4,0.912356,0.000000,2.527301,2.311428,-24.743409,-50.000000,10.000000,240.030361,0.000000,-2.181805,-2.293553
