idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
0,R1-6,3.857034,4.408233,-50.000000,0.953955,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-30.342121,-30.375254
1,R7,3.857034,3.630694,-50.000000,0.956510,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-30.141304,-30.023104
2,R8,3.857034,0.100000,-50.000000,1.034428,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-56.761068,-56.762015
3,L1,3.857034,4.776771,-50.000000,0.575123,0.000000,47.497648,45.982523,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-51.327849,-56.063502
4,L2,3.857034,3.751022,-50.000000,0.586184,0.000000,55.505804,49.202168,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-49.966020,-56.715952
5,L3,3.857034,0.100000,-50.000000,0.100000,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-69.397529,-69.466926
6,L4,3.857034,0.100000,-50.000000,0.544430,0.000000,51.108656,47.685800,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-143.030060,-46.651928
7,L5,3.857034,0.871620,-50.000000,1.742986,0.000000,45.576084,47.866589,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-7.727177,-34.197989
8,Mi1,3.857034,3.049157,-50.000000,3.788171,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-0.940504,3.564357
9,Tm3,3.857034,1.972518,-50.000000,1.402960,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,6.907849,8.724315
10,Mi4,3.857034,1.604781,-50.000000,5.334521,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-7.157990,6.379179
11,Mi9,3.857034,3.411100,-50.000000,4.733968,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-41.297487,-65.065367
12,T4a,3.857034,1.074717,-50.000000,0.950709,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,7.432595,8.743729
13,T4b,3.857034,0.105912,-50.000000,1.019873,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-20.200939,-12.727587
14,T4c,3.857034,0.100000,-50.000000,0.961549,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-33.058387,-29.068732
15,T4d,3.857034,1.645436,-50.000000,1.021639,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,1.613971,4.829991
16,Tm1,3.857034,1.433481,-50.000000,4.427141,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-53.444773,-67.390096
17,Tm2,3.857034,3.934338,-50.000000,4.060734,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-50.325195,-53.155467
18,Tm4,3.857034,0.892465,-50.000000,1.938944,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-59.314768,-67.544845
19,Tm9,3.857034,3.367871,-50.000000,0.989976,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-63.480049,-67.926796
20,T5a,3.857034,2.228752,-50.000000,0.965579,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-17.396439,-45.246089
21,T5b,3.857034,0.557509,-50.000000,0.985700,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-16.139631,-42.314304
22,T5c,3.857034,0.113182,-50.000000,1.005276,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-23.473683,-48.581313
23,T5d,3.857034,0.334270,-50.000000,1.048166,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-23.756899,-48.454486
24,T1,3.857034,0.293105,-50.000000,0.992813,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-66.795230,-67.191248
25,T2,3.857034,2.820361,-50.000000,1.003713,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,6.131129,6.943779
26,T2a,3.857034,2.417778,-50.000000,0.952151,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,3.500766,6.424995
27,T3,3.857034,1.906850,-50.000000,0.958035,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,8.642686,8.676741
28,C2,3.857034,0.238720,-50.000000,0.954015,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-13.485512,-10.346404
29,C3,3.857034,0.979526,-50.000000,0.955958,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,5.375204,6.807117
30,Lawf1,3.857034,0.100000,-50.000000,0.982801,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-37.999576,-31.918832
31,Lawf2,3.857034,5.827664,-50.000000,1.015098,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-6.092270,-5.810347
32,Dm3v,3.857034,1.184277,-50.000000,1.041500,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-18.235541,-45.054619
33,Lai,3.857034,0.921753,-50.000000,0.951240,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-63.288060,-63.370650
34,Mi10,3.857034,0.100000,-50.000000,1.005899,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-60.124327,-46.597048
35,Mi13,3.857034,0.100772,-50.000000,0.963119,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-20.216106,-26.756359
36,Mi14,3.857034,1.803914,-50.000000,0.958309,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,4.502946,4.673766
37,Mi15,3.857034,1.389742,-50.000000,1.009362,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-26.070617,-15.285491
38,Mi2,3.857034,0.757924,-50.000000,0.982666,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-1.971298,-4.801606
39,Tm16,3.857034,0.404674,-50.000000,1.013297,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-68.747397,-69.319389
40,Tm20,3.857034,0.917492,-50.000000,1.043964,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-31.495078,-54.141606
41,Tm21,3.857034,2.420363,-50.000000,1.038263,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-38.107394,-33.177655
42,Tm27,3.857034,1.125650,-50.000000,1.013030,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-1.621901,-0.322122
43,Tm5a,3.857034,0.100000,-50.000000,1.021776,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-64.014839,-65.103603
44,Tm5b,3.857034,0.100000,-50.000000,0.969573,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-66.678707,-67.524887
45,Tm5c,3.857034,0.100000,-50.000000,1.007508,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-40.949750,-40.662038
46,Tm5f,3.857034,2.869661,-50.000000,0.998673,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-4.609859,-20.658795
47,TmY10,3.857034,1.144748,-50.000000,0.994397,0.000000,0.000000,0.000000,-49.556975,-0.258029,-44.439755,-45.397080,-0.200000,-47.881535,-35.909073,-41.847805
