idx,ctype,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,11.636659,0.995169,10.000000,9999.476774,-0.605770,1.000000
1,R7,1.000000,26.636032,1.010621,10.000000,10000.000000,-0.495032,1.000000
2,R8,1.000000,23.500230,0.954685,10.000000,9992.456470,-0.486952,1.000000
3,L1,1.000000,4.612626,0.968692,40.877640,229.105380,15.326867,5.000000
4,L2,1.000000,2.996262,0.987973,21.490626,235.142394,11.347435,2.578670
5,L3,1.000000,10.125205,1.001549,42.412800,10000.000000,1.687853,1.000000
6,L4,1.000000,0.866772,1.039971,11.239794,169.831489,-0.797666,4.666283
7,L5,1.000000,1.267488,1.028830,14.015029,185.360586,1.061204,1.829289
8,Mi1,1.000000,9.460796,0.983425,24.313801,10000.000000,1.964430,1.000000
9,Mi4,1.000000,4.649189,0.987099,10.000000,10000.000000,3.409479,1.000000
10,Mi9,1.000000,3.391202,1.011813,17.306477,10000.000000,2.497133,1.000000
11,T1,1.000000,0.715922,0.984848,48.685812,9998.582091,-2.346108,1.000000
12,T2,1.000000,4.181197,1.008663,10.023857,10000.000000,-5.529231,1.000000
13,T2a,1.000000,8.542833,0.962389,10.000000,9986.610510,-9.344302,1.000000
14,T3,1.000000,5.933005,1.047847,80.347564,9948.848436,7.091010,1.000000
15,T4a,1.000000,5.786316,1.045925,48.765307,9976.935850,1.744648,1.000000
16,T4b,1.000000,6.033069,0.989498,38.283102,9980.320506,9.112728,1.000000
17,T4c,1.000000,8.390721,0.977936,61.990610,9994.302842,2.659376,1.000000
18,T4d,1.000000,0.604452,1.002601,52.972693,10000.000000,-0.354875,1.000000
19,T5a,1.000000,10.648676,1.038364,10.000000,10000.000000,19.456320,1.000000
20,T5b,1.000000,13.988456,1.047348,90.672612,10000.000000,-12.255724,1.000000
21,T5c,1.000000,7.850802,0.977315,83.214298,9999.685862,5.660058,1.000000
22,T5d,1.000000,10.566201,0.994119,50.402343,10000.000000,-6.498689,1.000000
23,Tm1,1.000000,1.107814,0.954128,12.503566,10000.000000,0.389683,1.000000
24,Tm2,1.000000,1.838697,1.013302,10.000000,9998.702962,13.845890,1.000000
25,Tm20,1.000000,7.095423,1.014533,29.658912,9999.159181,14.303587,1.000000
26,Tm21,1.000000,2.786013,0.951807,79.215365,10000.000000,1.207213,1.000000
27,Tm3,1.000000,21.176802,0.994858,10.000000,10000.000000,4.870492,1.000000
28,Tm4,1.000000,1.371136,1.024658,10.000000,10000.000000,-7.980654,1.000000
29,Tm9,1.000000,0.931836,1.007565,15.963977,9967.186261,4.979813,1.000000
30,C2,1.000000,0.100000,0.984081,52.873721,9998.268239,-0.165637,1.000000
31,C3,1.000000,9.580650,0.974313,38.737361,9999.462321,4.062366,1.000000
