,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
R1-6,2.393617,,,5.000000,4.549661,0.500000,0.500000,,,,,1.231748,,,,,,,,,,,,,,,,,,,0.500000,0.500000
R7,,,2.847261,5.000000,,0.794045,,,0.500000,0.523189,0.500000,,,,,,,,,,,,,,,1.570328,,,,,,0.500000
R8,,5.000000,5.000000,5.000000,0.500000,2.362601,,5.000000,1.137810,0.500000,1.583579,5.000000,,,,,,,,,,,,,,2.312566,1.081596,,,,3.053136,0.500000
L1,0.739722,4.699299,5.000000,0.500000,0.500000,2.931626,0.500000,5.000000,0.500000,0.500000,,5.000000,3.760321,0.500000,,,,,,,,,,0.500000,0.500000,,,1.286161,,,0.500000,0.522848
L2,0.500000,,5.000000,5.000000,5.000000,4.643740,5.000000,0.500000,0.500000,0.500000,0.500000,4.485483,0.861517,0.963522,,,,,,,,,,0.500000,2.895780,2.186678,,0.500000,3.584231,,1.055716,2.014846
L3,,5.000000,5.000000,5.000000,5.000000,,,,1.426415,0.910601,0.979988,5.000000,,,,,,,,,,,,1.573188,0.500000,0.514371,0.986961,,0.500000,0.758517,0.500000,0.569824
L4,0.500000,,,5.000000,5.000000,4.956858,0.500000,5.000000,4.972992,,0.500000,,0.500000,,,,,,,,,,,0.500000,1.960473,,,,0.500000,0.500000,,2.177834
L5,,,,1.889320,0.500000,,,5.000000,0.500000,0.500000,0.500000,5.000000,2.971557,0.500000,,,,,,,,,,0.500000,0.500000,1.955229,5.000000,5.000000,0.500000,,1.638045,5.000000
Mi1,,4.993188,3.379604,0.500000,1.525844,,,5.000000,1.469875,1.104403,0.913551,3.467041,0.500000,5.000000,0.500000,1.484326,5.000000,0.500000,5.000000,,,,,0.500000,0.500000,2.481457,4.983816,0.500000,4.080177,,2.770807,0.595213
Mi4,,,,,5.000000,0.500000,,0.500000,0.500000,5.000000,0.500000,5.000000,,0.500000,,0.500000,0.500000,0.500000,0.500000,,,,,0.500000,1.948805,0.500000,,2.354666,2.871957,5.000000,0.500000,0.500000
Mi9,,,,,,0.500000,0.500000,,5.000000,0.547053,,,0.500000,0.500000,0.500000,1.388359,0.500000,4.244873,1.954760,,,,,1.034179,5.000000,5.000000,5.000000,0.500000,1.474617,0.500000,0.500000,
T1,0.500000,5.000000,3.024647,,3.780200,1.148101,,1.903293,,,0.500000,,,,,,,,,,,,,0.500000,0.500000,0.954257,,,0.500000,,,
T2,,,,,,,,2.083642,2.418925,,5.000000,,0.500000,0.970995,0.500000,,,,,,,,,0.500000,0.500000,,0.500000,5.000000,0.500000,,,
T2a,,,,,,,,,3.879514,,,,4.938508,1.636207,0.505980,,,,,,,,,0.500000,,0.500000,0.954317,0.500000,4.998151,,0.500000,
T3,,,,,,,,,,,,,4.695476,0.973368,0.998888,,,,1.028714,,,,,1.235702,,,3.665257,0.500000,,,,0.500000
T4a,,,,,,,,,,,0.500000,,,,,4.469921,0.972819,1.002586,1.047748,1.027722,,,,,,,,,,,,4.159170
T4b,,,,,,,,,0.957237,5.000000,0.566053,,,,,4.467463,5.000000,,0.990691,,4.871729,,,,,,,,,,,
T4c,,,,,,,,,,,0.500000,,0.999506,,,,,0.500258,,,,0.982737,0.977756,,,,,,,,,
T4d,,,,,,,,,2.293657,,,,,,,,,0.955624,1.679055,,,,0.979602,,,,,,,,,
T5a,,,,,,,,,,,,,5.000000,,,0.500000,,,,0.500000,0.954034,,,,1.997394,,,,,,,
T5b,,,,,,,,,,,,,3.937258,,,,0.500000,,,0.973887,5.000000,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.576053,,,,,0.500268,,,0.978509,0.556857,1.038244,,,,,,,,,
T5d,,,,,,,,,,,,,5.000000,,,,,5.000000,1.042842,,,,0.668065,,,,,,,,,
Tm1,,,,,4.879360,,,0.500000,0.500000,0.500000,1.842837,4.396327,5.000000,0.500000,0.500000,,,1.020186,,4.956209,1.855114,0.597594,1.165791,4.994209,0.500000,2.708672,0.500000,0.500000,0.500000,1.787441,0.500000,5.000000
Tm2,,,,5.000000,3.353086,,,0.500000,5.000000,0.777624,1.619774,2.260997,0.776946,5.000000,0.500000,1.029597,,0.528257,,0.500000,0.894710,0.693678,1.597626,2.005967,,,0.500000,5.000000,1.527651,0.500000,,1.189883
Tm20,,,,,,,,,,0.500000,1.779028,5.000000,0.500000,0.762380,,,,,,,,,,5.000000,5.000000,0.613387,1.001868,,,0.500000,,0.500000
Tm21,,,,,,,,,4.739067,,,,0.500000,1.040932,,,,,,,,,,0.500000,,,0.500000,,,,,
Tm3,,,,0.500000,0.500000,,,,0.546004,0.500000,1.095272,,4.479830,5.000000,3.344322,5.000000,5.000000,0.500000,4.375003,,1.008203,,1.045279,,,,,5.000000,0.500000,,5.000000,5.000000
Tm4,,,,,5.000000,,,,1.919972,1.719003,,5.000000,5.000000,0.500000,0.500000,,,,,0.500000,0.500000,0.600639,1.291992,0.500000,0.500000,,0.500000,0.500000,0.500000,,0.500000,5.000000
Tm9,,,,,,5.000000,,,,0.500000,1.866221,,0.500000,0.500000,,,,,,0.500000,1.737424,0.602590,5.000000,0.500000,0.500000,2.293652,1.099478,,0.500000,0.959110,,
C2,3.020394,0.500000,1.386199,5.000000,0.500000,0.500000,1.445619,0.500000,0.500000,0.500000,,5.000000,0.500000,0.500000,0.732051,,,,,,,,,0.500000,,,,,,0.500000,1.543590,5.000000
C3,0.549531,,,0.500000,5.000000,0.500000,2.005405,0.500000,1.500449,0.500000,0.500000,1.100962,0.500000,5.000000,2.312720,5.000000,0.500000,4.745839,1.011765,,,,,0.500000,0.500000,0.500000,0.500000,3.516939,5.000000,0.642487,0.500000,
