idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,4.066468,-0.065924,1.041468,0.202166,10.000000,974.584756,0.000000,1.000000
1,R7,1.000000,10.000000,0.003738,0.995748,-0.467758,10.000000,941.919338,0.000000,1.000000
2,R8,1.000000,9.809267,-0.083359,1.037043,0.144765,36.451988,986.931552,0.000000,1.000000
3,L1,1.000000,7.246397,7.119859,0.435406,0.094901,16.968392,205.579461,0.000000,0.493081
4,L2,1.000000,10.000000,18.780675,1.432830,0.530224,10.000000,227.533248,0.000000,0.952822
5,L3,1.000000,1.277776,0.257584,0.700238,-0.829886,61.172168,1056.499382,0.000000,0.956576
6,L4,1.000000,7.225382,2.179502,0.355467,0.182399,10.000000,238.879562,0.000000,0.331547
7,L5,1.000000,6.805981,7.265741,0.488879,-0.054941,10.000000,160.601684,0.000000,0.267197
8,Mi1,1.000000,6.236165,-1.862425,1.988547,-0.335085,10.000000,990.228020,0.000000,0.619832
9,Tm3,1.000000,5.672121,-8.636784,0.333273,-0.359725,10.000000,968.641845,0.000000,0.451646
10,Mi4,1.000000,6.334452,-3.384273,1.879861,1.558272,10.000000,1063.553788,0.000000,1.000000
11,Mi9,1.000000,9.627936,3.754458,1.311477,-0.298945,11.433118,1068.028815,0.000000,0.756605
12,T4a,1.000000,0.941589,-1.023219,1.020416,-0.413475,51.599458,1002.434320,0.000000,0.010000
13,T4b,1.000000,0.891211,-0.588133,0.966797,0.412893,49.628027,998.822846,0.000000,0.049867
14,T4c,1.000000,10.000000,0.313690,1.028376,-0.422701,57.752575,1012.643586,0.000000,1.000000
15,T4d,1.000000,6.451374,-0.004185,0.995244,-0.397252,62.150456,1020.046999,0.000000,0.748493
16,Tm1,1.000000,3.978114,8.245695,0.845144,0.805324,17.302527,1017.327306,0.000000,0.631658
17,Tm2,1.000000,8.183795,0.020853,0.824929,0.650338,10.000000,926.078215,0.000000,1.000000
18,Tm4,1.000000,10.000000,3.665111,0.514768,0.892273,10.000000,978.653499,0.000000,1.000000
19,Tm9,1.000000,0.100000,-3.501511,0.902993,0.523944,72.952234,1065.134983,0.000000,0.875016
20,T5a,1.000000,10.000000,0.047494,0.950467,-0.270502,10.000000,1011.283171,0.000000,1.000000
21,T5b,1.000000,1.544188,-1.434071,1.023567,0.305762,50.052607,1004.151700,0.000000,0.174215
22,T5c,1.000000,7.741897,-0.498164,1.016968,-0.194340,40.405025,1005.110131,0.000000,0.010000
23,T5d,1.000000,4.844472,-2.105280,1.035020,-0.138032,47.680599,1002.490518,0.000000,0.010000
24,T1,1.000000,0.100000,-1.213926,1.002685,0.437577,51.426478,992.149744,0.000000,0.010000
25,T2,1.000000,0.936199,-1.012005,1.020592,-0.024072,48.057067,1005.737722,0.000000,0.010000
26,T2a,1.000000,10.000000,1.667440,0.963229,-0.297744,37.687486,1006.124959,0.000000,1.000000
27,T3,1.000000,9.809754,2.096924,1.045116,-0.476476,78.079813,1036.255004,0.000000,0.927277
28,C2,1.000000,7.408581,0.262108,1.025579,-0.093139,10.000000,1000.563137,0.000000,0.502686
29,C3,1.000000,1.381792,-1.167165,1.040596,0.421426,50.393003,995.392398,0.000000,0.052346
30,Lawf1,1.000000,7.601679,1.293673,1.034734,-0.091885,10.000000,948.782899,0.000000,0.984212
31,Lawf2,1.000000,0.866233,-0.657342,0.951951,-0.212566,51.459030,1002.595251,0.000000,0.010000
32,Dm3v,1.000000,9.969779,17.121595,1.009343,-0.062507,10.000000,1031.387206,0.000000,0.969765
33,Lai,1.000000,0.809765,-0.873635,0.986997,-0.449856,49.149505,995.728868,0.000000,0.010000
34,Mi10,1.000000,9.585463,0.373837,1.021884,-0.407644,10.316861,1028.851629,0.000000,0.807095
35,Mi13,1.000000,10.000000,1.091398,0.985776,-0.030669,68.987368,1026.674414,0.000000,1.000000
36,Mi14,1.000000,0.100000,-2.094495,0.966823,0.213303,46.640540,998.297146,0.000000,0.010000
37,Mi15,1.000000,0.686199,-0.939477,1.048673,0.243503,48.617988,1009.369196,0.000000,0.010000
38,Mi2,1.000000,10.000000,9.904090,0.976546,0.034139,24.306103,1043.130542,0.000000,1.000000
39,Tm16,1.000000,0.961331,-1.907249,1.030216,-0.077606,50.177769,1009.227503,0.000000,0.010000
40,Tm20,1.000000,0.956528,-0.977598,0.987807,0.007443,50.155722,1003.352958,0.000000,0.010000
41,Tm21,1.000000,10.000000,0.015567,1.007307,0.033078,37.174426,1011.766821,0.000000,1.000000
42,Tm27,1.000000,1.003700,-0.866241,0.997702,0.383292,51.609295,1002.263555,0.000000,0.010000
43,Tm5a,1.000000,0.953229,-0.196491,1.014194,0.092647,51.606932,998.759646,0.000000,0.513482
44,Tm5b,1.000000,1.004569,-0.663183,0.970250,0.358066,49.928181,994.481620,0.000000,0.209195
45,Tm5c,1.000000,5.345702,-0.841338,0.986763,-0.221209,44.606621,996.201433,0.000000,0.010000
46,Tm5f,1.000000,3.881071,-2.346914,0.960630,-0.282326,51.625251,998.065233,0.000000,0.010000
47,TmY10,1.000000,9.465756,7.946497,0.990338,0.198311,10.000000,1045.898978,0.000000,0.947399
48,TmY11,1.000000,10.000000,8.850399,0.994842,0.138250,68.003251,1059.526607,0.000000,1.000000
49,TmY14,1.000000,10.000000,1.051438,0.991365,-0.354401,73.583350,1031.201840,0.000000,1.000000
50,TmY15,1.000000,0.907672,-1.004423,1.019669,0.044091,47.727178,1006.294585,0.000000,0.010000
51,TmY3,1.000000,10.000000,-1.276032,1.016692,-0.272886,73.240959,1037.128268,0.000000,1.000000
52,TmY4,1.000000,10.000000,0.302074,0.986016,-0.230609,24.666855,1035.595795,0.000000,1.000000
53,TmY5a,1.000000,10.000000,19.238463,0.990737,0.130519,10.000000,1036.394000,0.000000,1.000000
54,TmY9q,1.000000,10.000000,17.768395,1.043001,0.043483,19.704316,1054.319091,0.000000,1.000000
55,TmY9q__perp,1.000000,9.812430,20.000000,0.998141,-0.018454,10.848115,1045.475686,0.000000,1.000000
