cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
36,Mi14,0.982878,5.091591,1.032017,0.957062,-0.021238,-50.000000,9.110283,206.503555,0.000000,5.075669,5.091591,5.096449,0.004858
37,Mi15,0.955458,-2.193383,1.032017,1.010836,-0.176977,-50.000000,10.595359,195.750397,0.000000,-2.181287,-2.193383,-2.239132,-0.045750
38,Mi2,1.004353,2.216769,1.032017,1.025437,-0.075499,-50.000000,10.932404,202.017578,0.000000,2.213687,2.216769,2.215434,-0.001335
39,Tm16,1.016077,-4.981708,1.032017,1.044300,-0.007055,-50.000000,10.171687,206.472092,0.000000,-4.964754,-4.981708,-4.988548,-0.006840
40,Tm20,1.036941,0.422602,1.032017,0.951241,-0.394729,-50.000000,9.846956,200.630814,0.000000,0.444202,0.422602,0.352977,-0.069625
41,Tm21,0.993527,4.160118,1.032017,1.002930,0.153619,-50.000000,9.326177,191.010315,0.000000,4.155982,4.160118,4.152867,-0.007250
42,Tm27,1.044359,2.072815,1.032017,0.962313,0.095797,-50.000000,9.106492,200.589386,0.000000,2.065009,2.072815,2.081292,0.008477
43,Tm5a,1.044986,-1.379518,1.032017,1.010030,0.023907,-50.000000,9.232811,197.533249,0.000000,-1.368675,-1.379518,-1.440992,-0.061474
44,Tm5b,0.950414,-1.471518,1.032017,0.969865,0.423399,-50.000000,10.840689,200.850006,0.000000,-1.460333,-1.471518,-1.511868,-0.040351
45,Tm5c,0.980035,1.055305,1.032017,0.996829,-0.348222,-50.000000,9.093586,204.960144,0.000000,1.062869,1.055305,1.005570,-0.049735
46,Tm5f,0.981582,1.674520,1.032017,1.017200,0.002654,-50.000000,10.212649,207.225876,0.000000,1.670616,1.674520,1.674607,0.000087
47,TmY10,0.999206,-0.580691,1.032017,1.004542,-0.228719,-50.000000,10.592938,204.315063,0.000000,-0.576345,-0.580691,-0.586719,-0.006028
48,TmY11,0.974667,-9.733573,1.032017,0.971416,0.085140,-50.000000,9.567166,201.567947,0.000000,-9.701836,-9.733573,-9.741078,-0.007505
49,TmY14,0.976966,11.310900,1.032017,0.966397,-0.170423,-50.000000,9.052617,193.500946,0.000000,11.279729,11.310900,11.320284,0.009384
50,TmY15,1.037750,12.021544,1.032017,0.975350,-0.448194,-50.000000,10.150659,201.696823,0.000000,11.985343,12.021544,12.039099,0.017554
51,TmY3,0.996102,7.273988,1.032017,1.045180,0.217020,-50.000000,9.049829,199.675461,0.000000,7.261384,7.273988,7.272653,-0.001335
52,TmY4,1.040264,1.936332,1.032017,0.986635,0.263002,-50.000000,9.653450,191.736099,0.000000,1.937194,1.936332,1.929177,-0.007156
53,TmY5a,0.966471,6.173180,1.032017,1.018578,-0.440003,-50.000000,9.910522,206.173523,0.000000,6.150462,6.173180,6.184502,0.011322
54,TmY9q,0.992806,2.930593,1.032017,1.005632,-0.139472,-50.000000,10.963503,209.275513,0.000000,2.927418,2.930593,2.924736,-0.005857
55,TmY9q__perp,1.048533,2.873060,1.032017,0.962557,-0.288917,-50.000000,9.042197,191.527435,0.000000,2.869145,2.873060,2.867260,-0.005800
