cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.982886,20.344950,1.032017,0.973535,0.392342,-50.000000,10.229172,193.709534,0.000000,20.282721,20.344950,22.313793,1.968843
1,R7,1.033019,18.528883,1.032017,0.982858,0.267006,-50.000000,10.616115,198.001358,0.000000,18.480097,18.528883,20.442825,1.913942
2,R8,0.975957,19.119461,1.032017,0.984784,-0.325385,-50.000000,9.005414,209.672363,0.000000,19.056503,19.119461,21.014591,1.895130
3,L1,1.036838,-12.023733,1.032017,0.994044,0.111793,-50.000000,9.791157,191.806992,0.047718,-11.913480,-12.023733,-12.512344,-0.488611
4,L2,0.988432,-21.522207,1.032017,0.956331,-0.347123,-50.000000,10.726622,191.514160,-0.039107,-21.376234,-21.522207,-22.093557,-0.571350
5,L3,1.035419,-8.018234,1.032017,0.966169,-0.038342,-50.000000,10.335194,202.765839,0.000000,-7.960156,-8.018234,-8.269270,-0.251036
6,L4,0.977005,-0.191658,1.032017,0.984647,-0.439075,-50.000000,10.717183,209.607925,-0.020013,-0.182383,-0.191658,-0.210244,-0.018586
7,L5,0.960796,-1.784104,1.032017,1.014364,0.417614,-50.000000,10.417253,198.927750,-0.028532,-1.785826,-1.784104,-1.760357,0.023747
8,Mi1,1.001862,-3.310254,1.032017,1.006975,-0.024312,-50.000000,10.277440,209.572784,0.000000,-3.341367,-3.310254,-3.248214,0.062041
9,Tm3,0.992097,3.118479,1.032017,1.041147,0.268705,-50.000000,9.512376,197.435959,0.000000,3.075962,3.118479,3.191875,0.073395
10,Mi4,0.974219,1.534849,1.032017,0.971462,-0.115784,-50.000000,9.733668,201.295685,0.000000,1.539922,1.534849,1.490346,-0.044503
11,Mi9,1.037601,2.293675,1.032017,0.951976,-0.364613,-50.000000,10.370252,190.607101,0.000000,2.309377,2.293675,2.252091,-0.041584
12,T4a,0.960872,2.769838,1.032017,0.976367,0.132985,-50.000000,10.638552,199.727844,0.000000,2.759684,2.769838,2.782528,0.012690
13,T4b,0.990014,1.716594,1.032017,0.997853,-0.286663,-50.000000,9.931882,206.576584,0.000000,1.708401,1.716594,1.726824,0.010230
14,T4c,1.048594,2.368936,1.032017,1.024645,-0.257552,-50.000000,10.708323,208.474182,0.000000,2.358825,2.368936,2.381479,0.012543
15,T4d,0.958562,2.075015,1.032017,1.010472,-0.117082,-50.000000,9.210126,203.138748,0.000000,2.065691,2.075015,2.084909,0.009895
16,Tm1,1.015551,3.783321,1.032017,0.962257,0.232188,-50.000000,10.591666,193.812744,0.000000,3.889189,3.783321,3.578350,-0.204971
17,Tm2,0.957492,4.358181,1.032017,1.000395,-0.474609,-50.000000,9.320139,193.467911,0.000000,4.430761,4.358181,4.218099,-0.140082
18,Tm4,0.991753,1.782241,1.032017,0.997155,-0.412307,-50.000000,9.952860,209.680252,0.000000,1.835919,1.782241,1.680856,-0.101386
19,Tm9,0.965533,0.683823,1.032017,1.004915,0.417410,-50.000000,10.171901,193.159515,0.000000,0.689951,0.683823,0.672348,-0.011475
20,T5a,0.992100,4.306693,1.032017,0.993238,-0.171071,-50.000000,9.628299,208.704224,0.000000,4.300048,4.306693,4.300224,-0.006469
21,T5b,0.989577,4.498240,1.032017,1.028131,0.457076,-50.000000,9.728245,194.991257,0.000000,4.491635,4.498240,4.493393,-0.004848
22,T5c,1.035152,4.450516,1.032017,0.979919,0.077172,-50.000000,10.597432,203.671890,0.000000,4.444005,4.450516,4.445179,-0.005337
23,T5d,1.025512,3.558002,1.032017,0.950168,-0.231596,-50.000000,9.568494,195.321640,0.000000,3.553217,3.558002,3.551385,-0.006617
24,T1,1.010461,-1.027489,1.032017,0.982178,0.325189,-50.000000,9.130141,208.334579,0.000000,-0.937838,-1.027489,-1.179519,-0.152029
25,T2,1.045796,7.622561,1.032017,1.008268,-0.255975,-50.000000,10.274790,204.470459,0.000000,7.599982,7.622561,7.631743,0.009182
26,T2a,0.985860,6.158373,1.032017,0.974137,-0.055027,-50.000000,10.611506,207.201263,0.000000,6.149870,6.158373,6.153217,-0.005157
27,T3,1.012662,8.453416,1.032017,0.985046,0.196698,-50.000000,10.036580,191.689087,0.000000,8.436742,8.453416,8.453515,0.000099
28,C2,1.035041,0.739557,1.032017,0.986101,0.102698,-50.000000,9.782666,197.236313,0.000000,0.719537,0.739557,0.778906,0.039349
29,C3,0.966338,-0.898469,1.032017,0.959470,-0.274331,-50.000000,10.978213,192.066711,0.000000,-0.926291,-0.898469,-0.831562,0.066907
30,Lawf1,1.021021,7.752807,1.032017,0.985857,-0.008463,-50.000000,10.142160,190.716125,0.000000,7.735790,7.752807,7.762311,0.009504
31,Lawf2,0.992667,1.310371,1.032017,1.035872,-0.319551,-50.000000,9.685926,208.876068,0.000000,1.308347,1.310371,1.306021,-0.004350
32,Dm3v,0.978280,2.845441,1.032017,1.034174,0.068390,-50.000000,10.840806,192.199097,0.000000,2.845334,2.845441,2.834407,-0.011034
33,Lai,0.976332,-20.991831,1.032017,0.954411,-0.132525,-50.000000,10.975416,207.141251,0.000000,-20.821917,-20.991831,-21.819853,-0.828022
34,Mi10,1.043055,-1.845390,1.032017,0.970852,0.147014,-50.000000,9.330811,200.289017,0.000000,-1.838021,-1.845390,-1.848056,-0.002667
35,Mi13,1.014540,-0.168337,1.032017,0.962483,-0.384356,-50.000000,10.518701,195.066833,0.000000,-0.166168,-0.168337,-0.172026,-0.003689
