cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.048704,17.477879,2.883451,1.495031,-1.903340,-22.973454,14.163866,206.185440,195.923645,0.043310,17.102640,17.477879,17.190254,-0.287624
1,R7,1.003470,12.705403,2.883451,7.338220,8.598098,-33.261223,27.758743,206.057327,198.190430,0.000000,12.310873,12.705403,12.135124,-0.570279
2,R8,1.027532,-2.001477,2.883451,2.047266,-1.417507,-23.724390,10.000000,183.370590,204.474884,1.000000,-1.417506,-2.001477,-1.884533,0.116944
3,L1,1.007938,-7.772052,2.883451,2.427583,0.693944,-25.622040,10.555458,206.341858,212.638763,0.774217,-7.666476,-7.772052,-7.445786,0.326266
4,L2,1.009220,2.315238,2.883451,3.679485,2.444748,-27.193106,10.780777,199.476730,209.418518,0.936368,2.048124,2.315238,2.261005,-0.054233
5,L3,0.963125,-17.805733,2.883451,1.257138,-2.785476,-21.809175,10.000000,206.222992,189.805496,0.937373,-5.526124,-17.805733,-15.009759,2.795974
6,L4,0.978297,19.475180,2.883451,2.721227,-0.335310,-24.439037,10.000000,211.735046,208.766373,0.017545,19.812805,19.475180,19.304401,-0.170778
7,L5,0.957848,-7.671513,2.883451,2.485631,0.112914,-25.393497,13.716840,194.925690,219.952896,0.104740,-7.048975,-7.671513,-7.270500,0.401013
8,Mi1,0.950831,-32.953125,2.883451,1.619838,-1.183008,-24.246002,10.000000,202.136093,195.214874,0.079301,-34.418968,-32.953125,-32.197746,0.755379
9,Tm3,1.002857,-6.086637,2.883451,2.143489,-2.564615,-22.494215,16.184750,204.469223,200.670547,0.064566,-13.199583,-6.086637,-4.957199,1.129438
10,Mi4,1.030892,-12.857533,2.883451,3.449181,-7.499657,-17.860907,99.759804,212.246964,196.629135,0.000000,-17.090418,-12.857533,-13.820671,-0.963138
11,Mi9,0.978968,-5.148833,2.883451,2.303231,-5.486602,-20.279236,29.385065,198.954605,204.642700,0.313939,-6.357928,-5.148833,-4.210637,0.938196
12,T4a,0.929990,1.657755,2.883451,1.950211,4.593781,-29.344036,18.667025,199.853638,194.087646,0.003069,1.986696,1.657755,1.753185,0.095429
13,T4b,0.868991,-16.395947,2.883451,0.857105,1.257947,-27.720469,16.269241,207.911713,190.973480,0.004145,-15.621993,-16.395947,-16.255421,0.140526
14,T4c,1.272710,-0.666892,2.883451,0.654663,-3.184992,-21.945614,14.327226,184.210785,232.884644,0.508815,-1.880694,-0.666892,-0.439670,0.227223
15,T4d,0.892569,10.086303,2.883451,4.906543,11.913836,-37.123798,19.973261,204.367310,201.004364,0.193004,8.655510,10.086303,9.654988,-0.431314
16,Tm1,0.962022,16.971077,2.883451,1.686867,0.492731,-25.668552,18.380384,185.442413,214.247604,0.000000,20.065369,16.971077,17.441441,0.470364
17,Tm2,1.046649,23.691483,2.883451,2.168728,0.338192,-25.650824,10.000000,183.839203,203.761093,0.008287,25.526625,23.691483,25.053326,1.361843
18,Tm4,1.013793,4.566176,2.883451,3.322163,0.738114,-25.553093,10.000000,210.519562,190.716873,0.130331,12.305218,4.566176,8.167706,3.601530
19,Tm9,1.004878,-4.128478,2.883451,4.933738,-1.514701,-23.181847,24.283447,208.231781,216.101868,0.000000,0.927010,-4.128478,-3.007844,1.120634
20,T5a,0.974494,1.478395,2.883451,0.822793,-0.417854,-24.339346,19.706247,205.345230,204.835754,0.940467,1.328917,1.478395,1.697738,0.219343
21,T5b,1.011646,0.809445,2.883451,2.451390,-0.710255,-23.969477,10.000000,193.595825,203.045822,1.000000,-0.710255,0.809445,1.527387,0.717941
22,T5c,1.030993,50.139626,2.883451,3.007721,-1.435869,-24.292383,10.000000,210.464218,209.100952,0.043725,54.482784,50.139626,50.639915,0.500290
23,T5d,1.021299,62.951286,2.883451,4.579488,-0.069181,-26.777388,32.388859,222.236938,197.575317,0.024846,67.885399,62.951286,63.579681,0.628395
24,T1,0.988582,18.406296,2.883451,5.370434,4.174733,-26.621489,19.919123,225.842529,238.545990,0.382258,20.143835,18.406296,23.144939,4.738644
25,T2,0.967040,49.073898,2.883451,1.276391,-0.113950,-24.473305,16.269814,202.768311,208.044083,0.248550,42.934288,49.073898,50.857239,1.783340
26,T2a,0.999119,4.111948,2.883451,7.049359,-0.488430,-26.172333,34.595512,207.040756,208.459747,0.000000,0.079077,4.111948,3.594855,-0.517093
27,T3,1.044428,9.255756,2.883451,5.115041,-0.747246,-24.723656,14.022393,193.963531,225.056488,0.793440,8.694799,9.255756,11.796792,2.541036
