idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
40,Tm20,1.012691,0.000000,2.655174,4.503825,-16.869864,-50.000000,10.000000,257.167152,0.000000,-23.602983,-23.722814
41,Tm21,0.979926,0.000000,2.655174,5.963187,-18.568661,-50.000000,10.000000,257.167152,0.000000,14.822551,15.263508
42,Tm27,0.951214,0.000000,2.655174,5.474665,-21.586169,-50.000000,10.000000,257.167152,0.000000,-33.835327,-34.629635
43,Tm5a,1.006467,0.000000,2.655174,8.959580,-12.333495,-50.000000,10.000000,257.167152,0.000000,-40.303947,-40.544279
44,Tm5b,0.970419,0.000000,2.655174,4.383393,-20.725389,-50.000000,10.000000,257.167152,0.000000,-38.471050,-37.638100
45,Tm5c,1.027832,0.000000,2.655174,3.891136,-22.138005,-50.000000,10.000000,257.167152,0.000000,21.030740,22.325607
46,Tm5f,1.018839,0.000000,2.655174,5.342010,-25.744215,-50.000000,10.000000,257.167152,0.000000,63.364423,63.380780
47,TmY10,0.982865,0.000000,2.655174,9.533029,-13.742870,-50.000000,10.000000,257.167152,0.000000,-37.958727,-38.397057
48,TmY11,0.965771,0.000000,2.655174,7.030276,-12.016538,-50.000000,10.000000,257.167152,0.000000,-33.548485,-33.525177
49,TmY14,0.959972,0.000000,2.655174,3.610427,-20.455510,-50.000000,10.000000,257.167152,0.000000,-13.046496,-16.842695
50,TmY15,1.011222,0.000000,2.655174,2.660124,-25.483403,-50.000000,10.000000,257.167152,0.000000,65.170107,69.167371
51,TmY3,1.002912,0.000000,2.655174,3.972944,-30.118900,-50.000000,10.000000,257.167152,0.000000,55.960514,55.675200
52,TmY4,1.044413,0.000000,2.655174,10.000000,-10.686911,-50.000000,10.000000,257.167152,0.000000,-47.342802,-47.272846
53,TmY5a,0.992653,0.000000,2.655174,4.870847,-41.097277,-50.000000,10.000000,257.167152,0.000000,28.317112,30.941850
54,TmY9q,0.980049,0.000000,2.655174,2.879288,-36.665796,-50.000000,10.000000,257.167152,0.000000,28.720741,29.122608
55,TmY9q__perp,0.962858,0.000000,2.655174,3.813722,-30.694651,-50.000000,10.000000,257.167152,0.000000,66.431877,67.951455
