idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.969264,0.000000,2.655174,2.786273,-22.982227,-50.000000,10.000000,257.167152,0.000000,-22.812952,-22.816515
1,R7,1.047036,0.000000,2.655174,6.174054,-18.142366,-50.000000,10.000000,257.167152,0.000000,-18.584367,-18.584802
2,R8,0.959517,0.000000,2.655174,3.299701,-28.276960,-50.000000,10.000000,257.167152,0.000000,-28.519294,-28.514290
3,L1,4.712482,0.000000,2.655174,1.244159,-6.874481,-50.000000,10.000000,257.167152,0.894155,-21.013005,-21.061465
4,L2,4.818942,0.000000,2.655174,1.460024,-7.099588,-50.000000,10.000000,257.167152,0.942240,-15.208894,-15.359311
5,L3,0.576015,0.000000,2.655174,1.471380,-3.854600,-50.000000,10.000000,257.167152,0.000000,-6.885718,-4.955277
6,L4,0.573741,0.000000,2.655174,2.423606,-24.207241,-50.000000,10.000000,257.167152,1.000000,-24.207241,-24.220877
7,L5,1.071545,0.000000,2.655174,0.684592,-18.384262,-50.000000,10.000000,257.167152,0.285599,-30.286147,-30.253624
8,Mi1,1.509277,0.000000,2.655174,1.452270,-20.338717,-50.000000,10.000000,257.167152,0.000000,-24.690635,-24.112705
9,Tm3,0.355380,0.000000,2.655174,2.886738,-30.756806,-50.000000,10.000000,257.167152,0.000000,-25.898260,-25.121184
10,Mi4,0.628551,0.000000,2.655174,3.117722,-22.846325,-50.000000,10.000000,257.167152,0.000000,-18.312411,-17.986824
11,Mi9,0.891195,0.000000,2.655174,3.718372,-27.214783,-50.000000,10.000000,257.167152,0.000000,0.265245,0.484666
12,T4a,0.984692,0.000000,2.655174,3.038161,-25.965236,-50.000000,10.000000,257.167152,0.000000,-37.808768,-37.113744
13,T4b,1.027473,0.000000,2.655174,6.805082,-18.870937,-50.000000,10.000000,257.167152,0.000000,-54.322545,-54.720822
14,T4c,1.036881,0.000000,2.655174,3.217420,-24.816879,-50.000000,10.000000,257.167152,0.000000,-47.267832,-47.730990
15,T4d,1.001312,0.000000,2.655174,8.698308,-20.277998,-50.000000,10.000000,257.167152,0.000000,-30.790339,-30.117356
16,Tm1,1.806635,0.000000,2.655174,1.930635,-25.816543,-50.000000,10.000000,257.167152,0.000000,-1.025675,-1.184620
17,Tm2,0.633693,0.000000,2.655174,3.144969,-10.544552,-50.000000,10.000000,257.167152,0.000000,-17.098869,-17.192651
18,Tm4,0.882575,0.000000,2.655174,3.239454,-15.595103,-50.000000,10.000000,257.167152,0.000000,-7.368604,-7.919045
19,Tm9,0.265866,0.000000,2.655174,7.026283,-9.556609,-50.000000,10.000000,257.167152,0.000000,-16.031020,-16.268799
20,T5a,0.996705,0.000000,2.655174,4.099624,-19.620718,-50.000000,10.000000,257.167152,0.000000,89.507050,89.842312
21,T5b,0.974816,0.000000,2.655174,10.000000,-15.031326,-50.000000,10.000000,257.167152,0.000000,-10.030123,-10.553840
22,T5c,1.030007,0.000000,2.655174,5.537197,-14.155468,-50.000000,10.000000,257.167152,0.000000,154.630510,154.567893
23,T5d,1.028587,0.000000,2.655174,7.631180,-24.102626,-50.000000,10.000000,257.167152,0.000000,21.415091,19.856417
24,T1,0.972675,0.000000,2.655174,3.752393,-19.716058,-50.000000,10.000000,257.167152,0.000000,-44.489573,-45.080698
25,T2,1.015201,0.000000,2.655174,3.042056,-27.770776,-50.000000,10.000000,257.167152,0.000000,48.963564,49.658013
26,T2a,0.967317,0.000000,2.655174,7.134475,-26.620618,-50.000000,10.000000,257.167152,0.000000,65.599114,65.830172
27,T3,1.028680,0.000000,2.655174,3.149292,-29.223398,-50.000000,10.000000,257.167152,0.000000,97.994451,100.151145
28,C2,0.963813,0.000000,2.655174,2.164496,-16.929391,-50.000000,10.000000,257.167152,0.000000,-22.032409,-21.998342
29,C3,1.035143,0.000000,2.655174,1.662899,-20.072819,-50.000000,10.000000,257.167152,0.000000,-10.332806,-9.688917
30,Lawf1,0.958877,0.000000,2.655174,2.289421,-29.488360,-50.000000,10.000000,257.167152,0.000000,34.377005,42.683655
31,Lawf2,1.044340,0.000000,2.655174,2.805169,-19.513899,-50.000000,10.000000,257.167152,0.000000,-7.869134,-7.271216
32,Dm3v,1.038261,0.000000,2.655174,3.990505,-24.047025,-50.000000,10.000000,257.167152,0.000000,75.767160,76.769778
33,Lai,0.951552,0.000000,2.655174,1.347457,-21.498194,-50.000000,10.000000,257.167152,0.000000,-2.145020,-0.633672
34,Mi10,1.015888,0.000000,2.655174,3.122767,-34.245118,-50.000000,10.000000,257.167152,0.000000,-28.373667,-26.429772
35,Mi13,0.968586,0.000000,2.655174,1.329716,-22.142552,-50.000000,10.000000,257.167152,0.000000,-16.588546,-16.177063
36,Mi14,1.046394,0.000000,2.655174,3.432871,-31.047808,-50.000000,10.000000,257.167152,0.000000,0.798005,1.803853
37,Mi15,1.046829,0.000000,2.655174,4.051255,-21.934607,-50.000000,10.000000,257.167152,0.000000,-18.948961,-18.605564
38,Mi2,0.977744,0.000000,2.655174,5.694663,-22.936018,-50.000000,10.000000,257.167152,0.000000,3.597385,4.557132
39,Tm16,1.035940,0.000000,2.655174,4.937791,-17.890888,-50.000000,10.000000,257.167152,0.000000,-37.183074,-37.567523
