,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,9.674438,,,2.779037,2.582283,0.547062,0.100000,,,,,,,,,,,,,,,,,,0.100000,,,,0.100000,0.100000,,,,0.982953,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.100000,10.000000,,0.507747,,,0.100000,,0.100000,1.309952,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,10.000000,0.100000,,,0.100000,0.100000,,0.100000,,0.100000,0.698427,4.087782,0.100000,0.100000,,,,,,,,,
R8,,0.100000,4.719353,10.000000,0.100000,1.792116,,0.100000,0.100000,,0.100000,1.090072,,,,,,,,,,,,,9.661102,,,,0.100000,0.100000,2.865879,10.000000,,,0.100000,,0.100000,0.695027,0.100000,,6.971230,2.362248,,,10.000000,0.100000,,0.837464,,0.100000,,,,,1.020468,
L1,0.100000,1.435296,0.100000,0.100000,0.100000,0.100000,0.100000,1.386262,1.527552,1.424105,2.625285,,,,,,0.100000,0.100000,,,,,,,10.000000,10.000000,10.000000,,1.213539,0.836572,,0.100000,,3.365408,,,,0.100000,0.905203,,,,0.970108,,,,,,,,,0.100000,,,,
L2,7.165565,,0.100000,1.548234,4.713698,0.100000,4.163645,0.100000,0.418197,0.100000,0.100000,1.022209,,,,,0.854113,0.497218,1.795394,,,,,,0.318166,0.100000,10.000000,,4.189483,0.100000,,,,0.468791,,0.100000,6.987100,,0.100000,,7.949729,,,,10.000000,,,,,,,9.961958,,,,
L3,,0.100000,1.290710,0.100000,0.100000,,,,0.413594,,0.100000,1.243432,,,,,3.135272,8.289189,10.000000,0.100000,,,,,7.698898,,,,0.100000,6.070019,0.100000,,6.079774,,9.758372,5.892920,,3.693367,1.296737,0.100000,0.304267,0.957561,1.214283,3.523720,9.998786,6.253383,0.100000,0.100000,,,,,0.982900,,0.100000,10.000000
L4,10.000000,,,0.100000,2.476983,0.100000,0.100000,3.169184,10.000000,,,0.100000,,,,,0.628086,0.100000,0.534315,2.330733,,,,,,5.924695,,,,10.000000,9.352902,0.100000,,,,8.971482,10.000000,,,,,,3.947980,,,,,,,,,8.524921,,,,
L5,,,,0.100000,2.479618,,,1.145704,2.019788,0.100000,0.100000,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,10.000000,0.100000,10.000000,,0.100000,0.100000,0.100000,8.142623,,1.030585,8.867614,0.100000,0.136106,4.248712,0.100000,,0.100000,0.119426,0.100000,,0.100000,,,,0.100000,9.337729,4.466940,0.100000,,9.003096,,
Mi1,,8.260177,10.000000,0.100000,2.186109,,,0.100927,0.100000,0.431765,4.228501,0.100000,3.229723,1.924232,0.793611,0.223727,0.100000,3.789116,0.100000,,,,,,5.210116,0.100000,3.990501,5.512523,0.100000,2.589216,0.100000,8.135971,10.000000,,0.100000,0.100000,10.000000,10.000000,8.201413,,3.991334,10.000000,0.100000,,,6.378183,,0.100000,1.028697,0.296359,9.239610,1.788111,0.123669,0.216202,8.315472,6.758249
Tm3,,,,0.355276,0.100000,,,,0.100000,1.436240,5.942920,0.117648,7.091452,0.100000,0.100000,6.934844,,,0.100000,,,1.034610,,0.992525,,1.321213,1.317979,0.800241,0.100000,10.000000,7.837876,0.100000,,,0.979506,0.100000,0.763410,,,9.408424,,,0.100000,,,,0.100000,,5.243269,2.880396,4.440864,1.780395,,3.799515,,
Mi4,,,,,2.890641,7.794700,,0.100000,0.100000,4.154387,0.100000,0.508576,0.100000,0.100000,0.167881,4.659747,4.678497,0.487667,0.100000,1.821693,,,,,4.992562,,10.000000,,10.000000,0.100000,0.100000,3.348419,0.100000,,8.493981,,0.100000,,0.100000,0.658049,0.860827,,3.029496,3.892456,1.746624,0.100000,8.261500,4.808731,2.756361,,6.419721,1.973436,1.013363,9.776656,,
Mi9,,,,,,2.842306,9.243527,,1.191455,0.100000,1.447068,,5.091430,6.315504,3.976653,6.268345,0.100000,4.288887,4.740271,0.100000,,,,,,0.100000,10.000000,0.100000,9.857401,,3.897127,5.020581,9.544653,,1.019366,,7.692165,0.100000,,1.858854,10.000000,0.185129,0.752879,10.000000,0.424667,,1.026138,,0.145436,1.025555,,1.185207,10.000000,9.909473,0.100000,
T4a,,,,,,,,,,,,2.852595,0.100000,1.014309,0.100000,0.961595,,,,,9.757801,,,,,,,,,3.687833,,,,,,0.554621,,,,,,,1.131135,,,,,,,5.894978,,,,,0.100000,0.100000
T4b,,,,,,,,,10.000000,,10.000000,0.100000,0.100000,0.100000,,0.984878,,,,,,0.862820,,,,,,,,,,,,,,6.075679,,,,,,,10.000000,,,,,,0.100000,1.233292,7.406603,,,,,
T4c,,,,,,,,,,,,3.422040,,,0.100000,,,,,,,,0.100000,0.100000,,0.100000,,,,,,,,,,,,,,,,,,,,,,,,5.701349,0.100000,,3.779727,4.126854,,
T4d,,,,,,,,,0.100000,,,,,,1.029768,2.353032,,,,,,,,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,3.637657,6.122674,,10.000000,0.100000,,
Tm1,,,,,0.100000,,,0.100000,0.100000,1.914219,0.100000,0.849043,,,0.984326,,0.525081,0.100000,0.100000,1.062555,3.429750,0.100000,0.100000,0.100000,2.067318,0.120013,6.706810,6.175693,0.145070,1.472222,,0.553220,4.928849,,0.100000,6.765146,,10.000000,1.452405,0.100000,0.100000,1.468824,10.000000,0.100000,,,10.000000,0.166510,,10.000000,,10.000000,0.100000,0.100000,6.738623,9.761988
Tm2,,,,2.946416,0.100000,,,0.100000,10.000000,0.193769,0.100000,4.138507,0.100000,,0.741947,,0.467996,,0.100000,0.602512,3.878012,0.100000,6.088188,5.105809,0.100000,0.656199,0.100000,0.100000,,1.912353,0.100000,9.994757,9.953911,,,0.100000,,,0.100000,,,6.650085,5.469986,,,,,,3.087371,9.934133,0.201219,3.121060,10.000000,0.235090,0.100000,8.674798
Tm4,,,,,10.000000,,,,0.100000,0.417213,1.586698,,,,,,9.643257,0.100000,1.079293,,4.201951,0.100000,1.389247,10.000000,10.000000,10.000000,2.371633,0.100000,3.347114,1.231510,,0.187052,,,9.378699,0.100000,0.748900,,2.870431,,,10.000000,10.000000,,,,,,0.100000,0.100000,0.111210,0.100000,,0.133579,,0.100000
Tm9,,,,,,0.100000,,,,,0.100000,0.100000,,,,,2.641736,9.118061,0.100000,10.000000,0.566451,0.541005,5.509921,0.100000,,0.100000,0.101044,,,,,,4.454082,,,,,,,,9.349622,10.000000,,,,0.104720,4.148477,,,3.759408,0.100000,,7.862871,,0.100000,0.100000
T5a,,,,,,,,,,,,,10.000000,,,,,0.100000,,,8.564444,10.000000,,,,3.322127,,,,,,,,,,,,,,,,,8.774644,,,,,,,1.953690,,,,0.100000,0.456310,0.100000
T5b,,,,,,,,,,,,,,0.100000,,,,,,,4.608323,1.484251,,,,0.100000,,,,,,,,,,,,,,,,,,,,,,,0.100000,9.026187,10.000000,,,0.144592,,
T5c,,,,,,,,,,,,,,,1.752680,,,,,,,0.995126,5.532391,10.000000,,9.186711,,,,,,,,,,,,,,,,,,,,,,,,0.100000,0.165173,,1.289432,0.709928,,
T5d,,,,,,,,,,,,,,,10.000000,0.957886,,,,,,,,1.926215,,9.503778,,,,,,,,,,,,,,,,,,,,,,,,3.673590,0.751394,,0.100000,1.850822,,
T1,0.100000,7.703612,10.000000,,2.029538,0.100000,,2.858069,,,,10.000000,,,,,3.687186,1.238806,9.367561,,,,,,,,,,,,,,,10.000000,,,,,,,1.360880,,,,,,,,,,,,0.953159,,,
T2,,,,,,,,1.884549,2.545917,0.100000,,0.100000,,,,,0.100000,0.487399,1.733279,,,,,,,2.550313,9.999914,0.100000,,,,2.604193,,,,,9.992523,,,,,3.609495,4.385502,,9.200526,0.100000,,,0.507281,0.100000,0.100000,0.100000,,0.100000,1.015794,0.146305
T2a,,,,,,,,,0.739412,0.807417,,,,,,,1.346138,,0.100000,,,,,,,10.000000,7.200452,0.100000,4.840724,,,1.947965,3.116246,,10.000000,2.820394,,,,,0.100000,3.803041,,8.947689,5.795353,,0.112645,,,0.100000,3.458401,,0.100000,0.100000,0.100000,0.100000
