idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.983911,0.000000,0.866974,3.452592,-69.287467,-50.000000,10.000000,170.244534,0.000000,-49.196764,-49.136726
1,R7,0.970680,0.000000,0.866974,7.232785,-75.109648,-50.000000,18.117698,170.244534,0.000000,-55.224322,-55.184953
2,R8,1.046434,0.000000,0.866974,7.206543,-69.511022,-50.000000,10.000000,170.244534,0.000000,-49.614868,-49.551095
3,L1,2.780808,0.000000,0.866974,2.003721,-32.893067,-50.000000,10.000000,170.244534,0.000000,-34.003181,-34.413570
4,L2,2.479568,0.000000,0.866974,2.759912,-32.452494,-50.000000,10.000000,170.244534,0.717080,-32.850207,-32.991407
5,L3,0.752098,0.000000,0.866974,3.381214,-53.874524,-50.000000,23.021736,170.244534,0.000000,-52.412783,-52.371902
6,L4,0.237167,0.000000,0.866974,6.753535,-51.712416,-50.000000,10.000000,170.244534,0.884388,-51.007888,-51.026746
7,L5,0.314493,0.000000,0.866974,4.837205,-49.790825,-50.000000,10.000000,170.244534,0.961223,-50.024702,-49.961316
8,Mi1,0.631921,0.000000,0.866974,1.123296,-43.172335,-50.000000,10.000000,170.244534,0.000000,-48.138084,-47.909333
9,Tm3,0.314875,0.000000,0.866974,2.396313,-44.311047,-50.000000,10.000000,170.244534,0.000000,-49.130795,-48.956871
10,Mi4,0.656206,0.000000,0.866974,3.995581,-50.199256,-50.000000,10.000000,170.244534,0.000000,-49.859111,-49.812697
11,Mi9,0.312738,0.000000,0.866974,10.000000,-52.351914,-50.000000,10.000000,170.244534,0.000000,-51.238343,-51.215135
12,T4a,1.042146,0.000000,0.866974,2.755366,-54.454454,-50.000000,47.742851,170.244534,0.000000,-54.644108,-54.643754
13,T4b,1.040780,0.000000,0.866974,7.200198,-43.089879,-50.000000,63.376220,170.244534,0.000000,-41.690287,-41.686267
14,T4c,1.045119,0.000000,0.866974,0.100000,-54.047561,-50.000000,45.387306,170.244534,0.000000,-54.177172,-54.176741
15,T4d,1.033500,0.000000,0.866974,7.370939,-39.283038,-50.000000,28.391894,170.244534,0.000000,-37.754181,-37.730233
16,Tm1,0.482721,0.000000,0.866974,0.578483,-56.842544,-50.000000,10.000000,170.244534,0.000000,-50.990320,-51.003718
17,Tm2,0.530239,0.000000,0.866974,0.544304,-55.502546,-50.000000,10.000000,170.244534,0.000000,-48.422843,-48.475029
18,Tm4,0.621661,0.000000,0.866974,2.204174,-54.260305,-50.000000,10.000000,170.244534,0.000000,-33.057050,-33.212067
19,Tm9,0.260159,0.000000,0.866974,0.100000,-52.101764,-50.000000,10.000000,170.244534,0.000000,-51.614257,-51.584721
20,T5a,1.020041,0.000000,0.866974,5.923347,-37.412830,-50.000000,30.541089,170.244534,0.000000,-35.453694,-35.446275
21,T5b,0.979629,0.000000,0.866974,0.357886,-50.842015,-50.000000,41.009413,170.244534,0.000000,-50.764047,-50.763694
22,T5c,1.026993,0.000000,0.866974,0.100000,-51.310518,-50.000000,44.194340,170.244534,0.000000,-51.274817,-51.274550
23,T5d,0.991206,0.000000,0.866974,0.168324,-51.576344,-50.000000,45.552147,170.244534,0.000000,-51.553705,-51.553328
24,T1,1.036795,0.000000,0.866974,0.891785,-51.511536,-50.000000,38.775759,170.244534,0.000000,-50.967606,-50.973959
25,T2,0.971925,0.000000,0.866974,4.346909,-45.061867,-50.000000,50.205914,170.244534,0.000000,-43.526876,-43.525713
26,T2a,1.028011,0.000000,0.866974,7.204388,-37.207161,-50.000000,48.980195,170.244534,0.000000,-36.453171,-36.449182
27,T3,0.961962,0.000000,0.866974,0.936193,-44.104424,-50.000000,50.089359,170.244534,0.000000,-42.865529,-42.854407
28,C2,1.020444,0.000000,0.866974,0.100000,-51.349410,-50.000000,40.297142,170.244534,0.000000,-52.483902,-52.471532
29,C3,1.026094,0.000000,0.866974,7.725544,-48.635474,-50.000000,25.195067,170.244534,0.000000,-65.735078,-65.443800
30,Lawf1,0.976750,0.000000,0.866974,6.106255,-52.245735,-50.000000,22.905159,170.244534,0.000000,-48.125788,-48.057379
31,Lawf2,1.037307,0.000000,0.866974,10.000000,-49.978606,-50.000000,26.714601,170.244534,0.000000,-49.928790,-49.928059
32,Dm3v,1.022231,0.000000,0.866974,7.180731,-44.272540,-50.000000,51.227923,170.244534,0.000000,-43.790867,-43.786765
33,Lai,0.989271,0.000000,0.866974,0.100000,-52.227546,-50.000000,39.927715,170.244534,0.000000,-53.671680,-53.834537
34,Mi10,0.996372,0.000000,0.866974,7.285822,-53.161707,-50.000000,49.718960,170.244534,0.000000,-47.318196,-47.243435
35,Mi13,0.954634,0.000000,0.866974,0.100000,-51.810774,-50.000000,42.132706,170.244534,0.000000,-51.887110,-51.887539
36,Mi14,1.003129,0.000000,0.866974,4.709102,-42.400103,-50.000000,45.429975,170.244534,0.000000,-25.845863,-25.797915
37,Mi15,0.964800,0.000000,0.866974,2.258356,-54.091998,-50.000000,38.943246,170.244534,0.000000,-54.180959,-54.205277
38,Mi2,1.016481,0.000000,0.866974,0.100000,-52.613958,-50.000000,41.636953,170.244534,0.000000,-52.606070,-52.605671
39,Tm16,0.965807,0.000000,0.866974,10.000000,-47.613353,-50.000000,10.000000,170.244534,0.000000,-48.346707,-48.385939
40,Tm20,0.980500,0.000000,0.866974,0.100000,-51.276922,-50.000000,39.050711,170.244534,0.000000,-51.255979,-51.263046
41,Tm21,0.964178,0.000000,0.866974,9.929247,-55.522268,-50.000000,25.800367,170.244534,0.000000,-55.316376,-55.313875
42,Tm27,1.033786,0.000000,0.866974,5.708109,-51.698736,-50.000000,33.099344,170.244534,0.000000,-50.951927,-50.937147
43,Tm5a,1.044367,0.000000,0.866974,0.100000,-51.861811,-50.000000,41.479427,170.244534,0.000000,-51.853146,-51.852749
44,Tm5b,1.006100,0.000000,0.866974,9.993628,-40.984245,-50.000000,36.801745,170.244534,0.000000,-39.424645,-39.358700
45,Tm5c,0.966733,0.000000,0.866974,0.100000,-50.623756,-50.000000,40.362444,170.244534,0.000000,-50.602365,-50.606127
46,Tm5f,0.985138,0.000000,0.866974,10.000000,-50.025502,-50.000000,10.000000,170.244534,0.000000,-49.799348,-49.793524
47,TmY10,1.029497,0.000000,0.866974,10.000000,-50.457441,-50.000000,10.000000,170.244534,0.000000,-50.369037,-50.361340
48,TmY11,1.039678,0.000000,0.866974,10.000000,-59.579755,-50.000000,10.000000,170.244534,0.000000,-56.531847,-56.333078
49,TmY14,1.025946,0.000000,0.866974,2.149205,-50.355785,-50.000000,37.697948,170.244534,0.000000,-43.432041,-43.395277
50,TmY15,1.013628,0.000000,0.866974,7.880568,-60.407202,-50.000000,30.021606,170.244534,0.000000,-56.092110,-56.102315
51,TmY3,0.971459,0.000000,0.866974,3.870158,-46.995946,-50.000000,53.847714,170.244534,0.000000,-51.306590,-51.358785
52,TmY4,0.954125,0.000000,0.866974,9.504842,-41.416626,-50.000000,10.000000,170.244534,0.000000,-29.167696,-28.510252
53,TmY5a,0.979445,0.000000,0.866974,9.274844,-66.054190,-50.000000,15.542293,170.244534,0.000000,-55.059415,-54.952677
54,TmY9q,0.952542,0.000000,0.866974,0.401421,-50.509415,-50.000000,43.740082,170.244534,0.000000,-50.465162,-50.464987
55,TmY9q__perp,1.033793,0.000000,0.866974,9.177023,-51.111368,-50.000000,25.964851,170.244534,0.000000,-49.909214,-49.904219
