cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.989361,4.705624,2.893663,1.558044,-14.588333,-35.484371,10.000000,194.580765,0.000000,4.650581,4.705624,8.713581,4.007957
1,R7,1.009794,-13.739940,2.893663,10.000000,-32.651417,-16.860479,44.964424,197.074112,0.000000,-13.756162,-13.739940,-11.018911,2.721028
2,R8,1.016463,-0.610675,2.893663,4.753128,-20.461966,-29.210283,45.802662,193.553116,0.000000,-0.628906,-0.610675,2.070713,2.681388
3,L1,2.000000,-20.205290,2.893663,3.066640,-20.164341,-30.135668,15.290633,210.422470,1.000000,-20.164339,-20.205290,-24.143251,-3.937962
4,L2,1.924441,-28.303440,2.893663,3.911143,-22.510939,-27.416466,10.000000,214.154114,0.930295,-28.253923,-28.303440,-36.276241,-7.972801
5,L3,1.572790,-28.072794,2.893663,1.320896,-20.056654,-29.859819,10.000000,197.771088,0.000000,-27.939806,-28.072794,-31.369865,-3.297071
6,L4,0.900918,-14.557717,2.893663,0.473413,-14.452322,-35.769886,10.000000,213.014786,0.751754,-14.551156,-14.557717,-14.933342,-0.375625
7,L5,1.998993,-23.597462,2.893663,1.646906,-20.560570,-29.409306,10.000000,178.256210,0.929928,-23.590162,-23.597462,-15.782444,7.815018
8,Mi1,2.000000,-34.327801,2.893663,2.424214,-15.021486,-35.417976,10.016648,190.073853,0.000000,-34.240501,-34.327801,-26.335548,7.992252
9,Tm3,1.347295,-2.069335,2.893663,1.042092,0.315510,-50.582100,10.000000,203.486893,0.000000,-2.017724,-2.069335,7.997630,10.066965
10,Mi4,2.000000,-18.914351,2.893663,3.107858,-20.591108,-29.627670,10.000000,195.561859,0.000000,-18.669649,-18.914351,-11.730368,7.183983
11,Mi9,2.000000,-33.711666,2.893663,7.012238,-23.521994,-26.868818,16.606138,190.644638,0.000000,-34.028564,-33.711666,-37.570442,-3.858776
12,T4a,0.978775,-24.639372,2.893663,1.936885,-19.285505,-30.521505,10.000000,207.028015,0.000000,-24.727310,-24.639372,-22.659267,1.980104
13,T4b,1.033003,1.261550,2.893663,1.442697,-4.371676,-45.924831,10.000000,201.838013,0.000000,-0.053697,1.261550,3.769238,2.507688
14,T4c,0.962552,-9.199081,2.893663,0.100000,-2.800786,-46.705982,10.000000,194.483398,0.000000,-9.387281,-9.199081,-10.419126,-1.220044
15,T4d,0.974748,17.138500,2.893663,10.000000,14.490828,-64.171730,10.000000,205.815750,0.000000,16.939589,17.138500,18.250471,1.111971
16,Tm1,2.000000,-25.449900,2.893663,1.264346,-24.172039,-25.341698,12.493895,199.142517,0.000000,-25.457899,-25.449900,-26.268326,-0.818426
17,Tm2,1.987856,-27.864475,2.893663,3.587281,-28.924765,-20.929468,10.000000,190.459244,0.000000,-27.818359,-27.864475,-28.313976,-0.449501
18,Tm4,1.984239,-21.398327,2.893663,3.667321,-20.831997,-28.879257,10.000000,198.144073,0.000000,-21.391296,-21.398327,-22.316977,-0.918650
19,Tm9,0.935835,-4.319803,2.893663,1.416532,1.215586,-51.170765,10.000000,208.745026,0.000000,-4.559446,-4.319803,-7.707745,-3.387942
20,T5a,0.998629,80.271141,2.893663,4.148258,-1.144846,-49.194973,32.226639,207.507294,0.000000,79.112961,80.271141,83.675682,3.404541
21,T5b,1.031039,200.000000,2.893663,8.971992,4.570203,-54.767853,16.294655,198.399063,0.000000,285.349091,313.468201,502.772064,189.303864
22,T5c,0.997111,27.816856,2.893663,5.212802,0.553558,-50.717869,10.000000,205.380356,0.000000,27.690247,27.816856,27.060074,-0.756783
23,T5d,0.959405,25.688341,2.893663,6.003701,-3.284362,-46.863605,37.366596,208.028366,0.000000,25.638090,25.688341,24.989712,-0.698629
24,T1,0.950360,-74.850548,2.893663,0.524610,-8.796384,-40.961834,10.000000,205.736908,0.000000,-76.235649,-74.850548,-92.963242,-18.112694
25,T2,0.968911,-2.765467,2.893663,1.109538,-5.310629,-44.991428,10.000000,204.589279,0.000000,-3.226855,-2.765467,-3.844640,-1.079172
26,T2a,1.029597,-28.117086,2.893663,1.933551,-14.999619,-35.441269,10.000000,203.996384,0.000000,-27.840139,-28.117086,-24.299423,3.817663
27,T3,0.991639,-10.073230,2.893663,2.010883,-8.339855,-41.680515,38.244358,192.196976,0.000000,-10.082749,-10.073230,-10.674169,-0.600939
28,C2,1.016967,-23.729317,2.893663,1.383949,-1.273088,-48.803288,30.983450,194.729935,0.000000,-23.671026,-23.729317,-18.772604,4.956713
29,C3,0.953677,-27.065691,2.893663,1.122496,-0.816833,-49.047695,10.000000,208.196884,0.000000,-26.933516,-27.065691,-20.308222,6.757469
30,Lawf1,1.004451,108.685699,2.893663,0.279113,-7.782481,-42.374176,10.000000,199.913940,0.000000,100.224052,108.685699,137.893356,29.207657
31,Lawf2,0.993294,-19.928690,2.893663,1.350730,-5.796764,-44.421597,10.000000,202.861633,0.000000,-17.785311,-19.928690,-26.827612,-6.898922
32,Dm3v,1.026008,-8.137969,2.893663,0.719823,-3.249345,-46.846672,13.995896,194.141373,0.000000,-8.355560,-8.137969,-11.329573,-3.191604
33,Lai,1.001617,-127.926346,2.893663,0.100000,-0.913363,-48.972591,10.000000,206.170486,0.000000,-126.648094,-127.926346,-142.913971,-14.987625
34,Mi10,0.968102,32.453724,2.893663,1.598125,-11.776943,-37.912418,10.000000,192.892639,0.000000,28.878880,32.453724,44.865318,12.411594
35,Mi13,1.022318,-31.120422,2.893663,0.285634,-3.637447,-46.370766,17.942665,196.132797,0.000000,-29.331270,-31.120422,-37.276089,-6.155666
36,Mi14,0.989378,22.350405,2.893663,3.453652,-2.336378,-47.955753,22.139433,198.243637,0.000000,22.598688,22.350405,19.979488,-2.370916
37,Mi15,1.023419,-20.633635,2.893663,0.800781,-1.849351,-48.193447,32.572376,192.725449,0.000000,-20.731594,-20.633635,-19.432772,1.200863
38,Mi2,0.967692,-16.304768,2.893663,3.162735,-15.610958,-33.958782,10.000000,202.145096,0.000000,-16.176407,-16.304768,-7.156017,9.148750
39,Tm16,1.009863,-35.876812,2.893663,0.516824,-7.279268,-43.196873,10.000000,208.356888,0.000000,-37.175709,-35.876812,-51.257412,-15.380600
40,Tm20,0.996479,-38.913960,2.893663,1.443151,-11.666030,-38.830521,10.000000,195.819519,0.000000,-38.839092,-38.913960,-44.324818,-5.410858
41,Tm21,1.006141,-30.716743,2.893663,0.797324,-1.272686,-49.051502,10.000000,204.457062,0.000000,-31.016552,-30.716743,-33.528214,-2.811470
42,Tm27,1.032685,-5.905130,2.893663,0.371701,-8.410754,-41.222347,10.000000,202.641357,0.000000,-6.164851,-5.905130,-6.064987,-0.159857
43,Tm5a,1.042863,-41.047852,2.893663,10.000000,9.978964,-60.161362,13.827471,206.983414,0.000000,-41.191376,-41.047852,-52.095490,-11.047638
44,Tm5b,0.999128,-14.285083,2.893663,3.992646,-1.738358,-48.742512,10.275599,191.797180,0.000000,-16.023241,-14.285083,-9.305562,4.979521
45,Tm5c,1.038280,-1.956728,2.893663,5.816807,4.169199,-54.067429,10.000000,203.161148,0.000000,-1.620612,-1.956728,-4.516875,-2.560147
46,Tm5f,0.977261,28.345688,2.893663,7.179312,0.174579,-50.498028,24.676798,203.573212,0.000000,28.625149,28.345688,25.612473,-2.733215
