idx,ctype,in_gain,out_gain,v_th,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,R1-6,1.000000,1.347659,-50.000000,0.977584,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
1,R7,1.000000,1.094631,-50.000000,1.048644,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
2,R8,1.000000,0.500000,-50.000000,0.950284,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
3,L1,1.000000,3.246529,-50.000000,1.039480,55.298500,22.065605,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
4,L2,1.000000,1.137807,-50.000000,0.967947,66.216618,22.094020,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
5,L3,1.000000,0.988381,-50.000000,1.015021,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
6,L4,1.000000,1.728566,-50.000000,0.973115,2.346551,0.613051,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
7,L5,1.000000,1.081905,-50.000000,0.979227,23.213035,11.598020,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
8,Mi1,1.000000,0.835466,-50.000000,0.967426,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
9,Mi4,1.000000,0.976577,-50.000000,0.958735,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
10,Mi9,1.000000,3.533376,-50.000000,1.036993,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
11,T1,1.000000,0.500000,-50.000000,1.026949,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
12,T2,1.000000,2.110732,-50.000000,1.037379,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
13,T2a,1.000000,0.599352,-50.000000,1.003200,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
14,T3,1.000000,0.500000,-50.000000,0.952495,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
15,T4a,1.000000,1.674291,-50.000000,0.956076,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
16,T4b,1.000000,0.910058,-50.000000,0.986604,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
17,T4c,1.000000,0.500000,-50.000000,1.035453,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
18,T4d,1.000000,4.841766,-50.000000,1.023888,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
19,T5a,1.000000,0.500000,-50.000000,0.957707,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
20,T5b,1.000000,3.201468,-50.000000,1.007490,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
21,T5c,1.000000,4.305414,-50.000000,0.983724,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
22,T5d,1.000000,4.140779,-50.000000,0.977319,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
23,Tm1,1.000000,0.500000,-50.000000,1.019220,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
24,Tm2,1.000000,0.500000,-50.000000,0.952746,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
25,Tm20,1.000000,0.985374,-50.000000,1.029184,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
26,Tm21,1.000000,3.934188,-50.000000,0.970422,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
27,Tm3,1.000000,0.900580,-50.000000,1.013156,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
28,Tm4,1.000000,0.500000,-50.000000,1.032393,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
29,Tm9,1.000000,1.120156,-50.000000,0.956686,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
30,C2,1.000000,0.602197,-50.000000,0.967818,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
31,C3,1.000000,0.507487,-50.000000,1.007131,0.000000,0.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000,-48.462921,-0.224236,-40.000000,-30.000000,-0.372661,-40.000000
