,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,0.247961,1.176308,,1.005406,0.102242,,,1.029595,1.051519,1.024244,0.963957,1.033398,0.982249,0.980499,,,,,0.442193,0.538375,0.996141,0.981069,1.067601,0.100000,0.996078,0.898513,,1.025771,0.954751
T1,1.043910,1.044631,1.207516,,0.142742,0.100686,,0.109341,,,0.964785,,,,,,,,,,,,,1.015568,0.865322,0.978432,,,0.969788,,,,,
T2,,,,,,,,0.100000,0.959003,,0.919349,,4.000956,0.973537,0.100000,,,,,,,,,0.100000,0.100000,,7.220465,0.100000,0.164845,,,,,3.176145
T2a,,,,,,,,,6.026784,,,,1.043432,0.100000,1.015064,,,,,,,,,1.123440,,0.100000,1.030242,6.459042,1.250186,,0.100000,,,0.100000
T3,,,,,,,,,,,,,3.488437,0.976280,1.016999,,,,1.049392,,,,,10.000000,,,0.100000,9.162837,,,,0.100000,,7.394123
T4a,,,,,,,,,,,0.991178,,,,,0.224105,0.987567,1.008821,0.953985,1.002482,,,,,,,,,,,,0.100000,,
T4b,,,,,,,,,0.100000,0.783824,0.990262,,,,,1.033223,1.027827,,0.974046,,1.005186,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.796120,,1.039132,,,,,0.960742,,,,0.998094,0.950480,,,,,,,,,,,
T4d,,,,,,,,,0.100000,,,,,,,,,0.956531,0.999016,,,,1.006871,,,,,,,,,,,
T5a,,,,,,,,,,,,,6.006996,,,1.027321,,,,1.869832,1.006460,,,,0.209538,,,,,,,,,
T5b,,,,,,,,,,,,,10.000000,,,,0.983598,,,1.023754,4.377865,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.100000,,,,,0.997130,,,1.023006,0.977486,0.992196,,,,,,,,,,,
T5d,,,,,,,,,,,,,5.966001,,,,,1.003930,0.962164,,,,1.266637,,,,,,,,,,,
Tm1,,,,,0.267394,,,0.421674,0.100000,10.000000,0.100000,0.218187,0.100000,5.432067,6.715419,,,1.045631,,4.598286,7.496831,0.100000,5.450079,3.952091,2.556601,8.494938,2.110170,0.961703,0.100000,0.267559,0.620742,6.296242,,7.193036
Tm2,,,,1.017531,0.100000,,,0.100000,9.069069,7.657008,0.100000,0.100000,9.531183,0.100000,9.510556,0.988190,,1.000540,,1.507115,0.544430,0.201420,1.039562,0.100000,,,6.327780,0.100000,4.746722,0.983757,,4.423564,0.621442,0.100000
Tm20,,,,,,,,,,1.047695,0.100000,1.048203,1.003912,9.745260,,,,,,,,,,1.895708,4.662909,4.823973,1.000241,,,0.386742,,6.515590,,
Tm21,,,,,,,,,9.950779,,,,0.698442,0.972306,,,,,,,,,,0.637265,,,0.100000,,,,,,,
Tm3,,,,0.272757,0.768714,,,,0.100000,0.895927,0.783610,,3.052286,0.100000,0.255558,0.230344,0.439309,0.823213,0.457283,,1.006587,,0.991045,,,,,2.526482,1.761359,,0.981520,0.100000,0.100000,0.100000
Tm4,,,,,4.724459,,,,0.100000,0.410829,,1.030763,0.491886,0.100000,4.887541,,,,,3.886312,8.989755,0.538960,3.337384,8.159440,3.185536,,0.100000,10.000000,7.095764,,0.100000,4.378144,,3.684105
Tm9,,,,,,0.941910,,,,0.992509,0.952275,,0.957169,1.011589,,,,,,1.000771,1.032441,1.045931,0.954595,0.948793,0.978395,0.972184,0.980244,,0.808931,0.960805,,,,
C2,0.100000,1.034270,4.570107,0.100000,1.280827,7.542799,0.100000,3.597107,7.227524,2.688077,,0.900418,0.451787,1.001047,1.024659,,,,,,,,,7.912578,,,,,,0.966512,0.971642,0.100000,,
C3,10.000000,,,7.116602,0.100000,0.100000,1.050872,10.000000,0.100000,1.007629,2.128707,3.992528,0.860924,1.023178,2.088633,0.100000,1.014674,1.031198,0.956298,,,,,10.000000,6.023417,3.489513,1.295531,1.037050,6.942570,0.979824,10.000000,,,
Lawf1,1.029789,,,1.009107,1.107549,0.100000,,1.017511,,,0.964396,1.014905,,,,,,,,,,,,,,,,0.997517,,,,,1.001952,
Lawf2,10.000000,,,1.043453,0.100000,2.141953,,2.741200,,,,0.310418,,,,,,,,,,,,4.430394,7.003960,,,,,1.037984,6.198040,0.100000,0.100000,
