cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.989002,20.277433,0.966984,1.039101,0.325473,-50.000000,-50.000000,1.020024,348.462738,10.000000,197.700058,0.000000,20.214397,20.277433,22.437300,2.159866
1,R7,0.951327,18.263906,0.966984,1.010573,-0.057833,-50.000000,-50.000000,1.037302,348.155182,10.000000,197.700058,0.000000,18.212831,18.263906,20.372055,2.108149
2,R8,0.983962,19.889120,0.966984,0.966008,0.460983,-50.000000,-50.000000,1.017441,351.737183,10.000000,197.700058,0.000000,19.829828,19.889120,21.971882,2.082762
3,L1,0.959077,-13.167081,0.966984,0.953282,-0.179341,-50.000000,-50.000000,0.973136,348.211884,10.000000,197.700058,0.002287,-13.052994,-13.167081,-13.700910,-0.533829
4,L2,0.957333,-21.338720,0.966984,0.967233,0.178405,-50.000000,-50.000000,1.040730,350.316895,10.000000,197.700058,-0.016973,-21.184355,-21.338720,-21.969801,-0.631081
5,L3,1.012921,-7.684917,0.966984,0.966454,0.418988,-50.000000,-50.000000,1.026879,350.314117,10.000000,197.700058,0.000000,-7.624490,-7.684917,-7.963418,-0.278501
6,L4,1.035976,0.656508,0.966984,0.992649,0.420524,-50.000000,-50.000000,0.965914,351.162354,10.000000,197.700058,-0.037663,0.666080,0.656508,0.637579,-0.018929
7,L5,0.974908,-1.240813,0.966984,0.951552,0.482008,-50.000000,-50.000000,0.958673,351.458313,10.000000,197.700058,0.040090,-1.242077,-1.240813,-1.220757,0.020056
8,Mi1,1.018085,-3.399454,0.966984,0.963766,-0.215106,-50.000000,-50.000000,1.013587,347.544373,10.000000,197.700058,0.000000,-3.432736,-3.399454,-3.334209,0.065244
9,Tm3,0.972295,2.081582,0.966984,0.984499,-0.338383,-50.000000,-50.000000,0.953809,348.785065,10.000000,197.700058,0.000000,2.042617,2.081582,2.153166,0.071584
10,Mi4,0.992998,1.139769,0.966984,0.970694,0.008286,-50.000000,-50.000000,0.964789,350.090698,10.000000,197.700058,0.000000,1.145739,1.139769,1.090764,-0.049006
11,Mi9,0.955597,2.626062,0.966984,1.032100,0.374500,-50.000000,-50.000000,0.980466,350.009277,10.000000,197.700058,0.000000,2.642048,2.626062,2.583336,-0.042726
