time_s,dff_percent
0.000,0.00
0.100,0.00
0.200,0.00
0.300,0.00
0.400,0.00
0.500,0.00
0.600,0.00
0.700,0.00
0.800,0.00
0.900,0.00
1.000,0.00
1.100,0.00
1.200,0.00
1.300,1.79
1.400,2.68
1.500,0.00
1.600,-1.79
1.700,-0.89
1.800,0.00
1.900,-0.89
2.000,-0.89
2.100,0.00
2.200,-0.89
2.300,0.00
2.400,0.00
2.500,-1.79
2.600,-0.89
2.700,-0.89
2.800,-2.68
2.900,-2.68
3.000,-0.89
3.100,-0.89
3.200,-0.89
3.300,-0.89
3.400,12.50
3.500,29.46
3.600,44.64
3.700,57.14
3.800,55.36
3.900,53.57
4.000,50.00
4.100,47.32
4.200,42.86
4.300,39.29
4.400,34.82
4.500,31.25
4.600,27.68
4.700,25.89
4.800,22.32
4.900,20.54
5.000,16.07
5.100,15.18
5.200,15.18
5.300,14.29
5.400,12.50
5.500,11.61
5.600,10.71
5.700,8.93
5.800,5.36
5.900,4.46
6.000,5.36
6.100,5.36
6.200,4.46
6.300,2.68
6.400,3.57
6.500,4.46
6.600,4.46
6.700,3.57
6.800,1.79
6.900,0.00
7.000,0.00
7.100,0.89
7.200,1.79
7.300,0.00
7.400,1.79
7.500,2.68
7.600,2.68
7.700,2.68
7.800,2.68
7.900,1.79
8.000,0.00
8.100,0.00
8.200,0.00
8.300,0.00
8.400,0.00
8.500,0.00
8.600,0.00
8.700,-0.89
8.800,-0.89
8.900,-0.89
9.000,-0.89
9.100,-0.89
9.200,-0.89
9.300,-0.89
9.400,-0.89
