time_s,dff_percent
0.000,0.00
0.100,0.00
0.200,0.00
0.300,0.00
0.400,0.00
0.500,0.00
0.600,0.00
0.700,0.00
0.800,0.00
0.900,0.00
1.000,0.00
1.100,0.00
1.200,0.00
1.300,0.00
1.400,1.79
1.500,2.68
1.600,2.68
1.700,1.79
1.800,0.89
1.900,0.00
2.000,2.68
2.100,3.57
2.200,2.68
2.300,0.00
2.400,0.00
2.500,0.00
2.600,0.00
2.700,0.00
2.800,0.89
2.900,0.89
3.000,0.89
3.100,0.89
3.200,-0.89
3.300,-0.89
3.400,0.89
3.500,3.57
3.600,8.93
3.700,8.93
3.800,10.71
3.900,12.50
4.000,11.61
4.100,6.25
4.200,2.68
4.300,2.68
4.400,2.68
4.500,2.68
4.600,0.89
4.700,1.79
4.800,2.68
4.900,2.68
5.000,1.79
5.100,0.00
5.200,1.79
5.300,1.79
5.400,1.79
5.500,0.89
5.600,0.89
5.700,0.00
5.800,-1.79
5.900,-2.68
6.000,-1.79
6.100,0.89
6.200,-0.89
6.300,0.00
6.400,0.89
6.500,-0.89
6.600,-2.68
6.700,0.00
6.800,0.89
6.900,0.89
7.000,0.00
7.100,-1.79
7.200,-1.79
7.300,-1.79
7.400,-1.79
7.500,-0.89
7.600,-0.89
7.700,-2.68
7.800,-1.79
7.900,-0.89
8.000,-1.79
8.100,0.00
8.200,0.00
8.300,0.00
8.400,1.79
8.500,1.79
8.600,0.00
8.700,-0.89
8.800,-0.89
8.900,-0.89
9.000,-0.89
9.100,-0.89
9.200,-0.89
9.300,-0.89
9.400,-0.89
