time_s,dff_percent
0.000,-5.36
0.100,-5.36
0.200,-5.36
0.300,-5.36
0.400,-5.36
0.500,-5.36
0.600,-5.36
0.700,-5.36
0.800,-5.36
0.900,-5.36
1.000,-5.36
1.100,-5.36
1.200,-5.36
1.300,-5.36
1.400,-5.36
1.500,-5.36
1.600,-5.36
1.700,-5.36
1.800,-5.36
1.900,-5.36
2.000,-5.36
2.100,-5.36
2.200,-5.36
2.300,-5.36
2.400,-5.36
2.500,-5.36
2.600,-5.36
2.700,-5.36
2.800,-5.36
2.900,-5.36
3.000,-5.36
3.100,-5.36
3.200,-5.36
3.300,0.89
3.400,13.39
3.500,34.82
3.600,48.21
3.700,59.82
3.800,58.04
3.900,54.46
4.000,50.89
4.100,46.43
4.200,42.86
4.300,39.29
4.400,36.61
4.500,33.04
4.600,30.36
4.700,26.79
4.800,25.00
4.900,23.21
5.000,21.43
5.100,18.75
5.200,15.18
5.300,14.29
5.400,13.39
5.500,12.50
5.600,10.71
5.700,8.93
5.800,8.93
5.900,8.93
6.000,7.14
6.100,7.14
6.200,5.36
6.300,5.36
6.400,3.57
6.500,3.57
6.600,3.57
6.700,3.57
6.800,3.57
6.900,2.68
7.000,1.79
7.100,1.79
7.200,0.00
7.300,0.00
7.400,0.00
7.500,0.00
7.600,0.00
7.700,0.00
7.800,0.00
7.900,0.00
8.000,0.00
8.100,-1.79
8.200,-1.79
8.300,-1.79
8.400,-1.79
8.500,-1.79
8.600,-1.79
8.700,-1.79
8.800,-1.79
8.900,-1.79
9.000,-1.79
9.100,-1.79
9.200,-1.79
9.300,-1.79
9.400,-1.79
