time_s,dff_percent
0.000,0.00
0.100,0.00
0.200,0.00
0.300,0.00
0.400,0.00
0.500,0.00
0.600,0.00
0.700,0.00
0.800,0.00
0.900,0.00
1.000,0.00
1.100,-0.89
1.200,0.00
1.300,0.00
1.400,0.00
1.500,0.00
1.600,0.00
1.700,0.00
1.800,0.89
1.900,1.79
2.000,0.00
2.100,0.00
2.200,0.00
2.300,0.00
2.400,0.00
2.500,0.00
2.600,0.00
2.700,0.00
2.800,0.89
2.900,0.00
3.000,0.00
3.100,1.79
3.200,1.79
3.300,1.79
3.400,2.68
3.500,7.14
3.600,10.71
3.700,14.29
3.800,12.50
3.900,12.50
4.000,9.82
4.100,8.04
4.200,7.14
4.300,6.25
4.400,5.36
4.500,5.36
4.600,5.36
4.700,3.57
4.800,3.57
4.900,3.57
5.000,2.68
5.100,1.79
5.200,1.79
5.300,1.79
5.400,1.79
5.500,1.79
5.600,0.89
5.700,0.00
5.800,0.00
5.900,0.89
6.000,0.00
6.100,0.00
6.200,0.00
6.300,0.00
6.400,0.00
6.500,0.00
6.600,0.00
6.700,0.00
6.800,0.00
6.900,0.00
7.000,0.00
7.100,0.00
7.200,0.00
7.300,0.00
7.400,0.00
7.500,0.00
7.600,0.00
7.700,0.00
7.800,0.00
7.900,0.00
8.000,0.00
8.100,0.00
8.200,0.00
8.300,-0.89
8.400,-0.89
8.500,-0.89
8.600,-0.89
8.700,-0.89
8.800,-0.89
8.900,-0.89
9.000,-0.89
9.100,-0.89
9.200,-0.89
9.300,-0.89
9.400,-0.89
