time_s,dff_percent
0.000,0.00
0.100,0.00
0.200,0.00
0.300,0.00
0.400,0.00
0.500,0.00
0.600,0.00
0.700,0.00
0.800,0.00
0.900,0.00
1.000,0.00
1.100,0.00
1.200,0.00
1.300,-0.89
1.400,-0.89
1.500,-1.79
1.600,-2.68
1.700,-2.68
1.800,-2.68
1.900,-1.79
2.000,-0.89
2.100,-0.89
2.200,-0.89
2.300,0.00
2.400,0.89
2.500,0.00
2.600,-1.79
2.700,-2.68
2.800,-1.79
2.900,-1.79
3.000,-1.79
3.100,-0.89
3.200,-0.89
3.300,-0.89
3.400,0.89
3.500,5.36
3.600,7.14
3.700,7.14
3.800,5.36
3.900,5.36
4.000,5.36
4.100,4.46
4.200,3.57
4.300,2.68
4.400,1.79
4.500,0.89
4.600,1.79
4.700,1.79
4.800,0.00
4.900,0.89
5.000,0.00
5.100,-0.89
5.200,0.00
5.300,0.00
5.400,0.00
5.500,1.79
5.600,0.89
5.700,-1.79
5.800,-1.79
5.900,-0.89
6.000,-0.89
6.100,-1.79
6.200,-1.79
6.300,-1.79
6.400,-1.79
6.500,-1.79
6.600,-0.89
6.700,0.00
6.800,1.79
6.900,1.79
7.000,1.79
7.100,0.00
7.200,-0.89
7.300,-1.79
7.400,-1.79
7.500,-2.68
7.600,-1.79
7.700,-0.89
7.800,-0.89
7.900,-1.79
8.000,-0.89
8.100,-0.89
8.200,-1.79
8.300,-1.79
8.400,-1.79
8.500,-0.89
8.600,0.00
8.700,1.79
8.800,1.79
8.900,1.79
9.000,1.79
9.100,1.79
9.200,1.79
9.300,1.79
9.400,1.79
