time_s,dff_percent
0.000,0.89
0.100,0.89
0.200,0.89
0.300,0.89
0.400,0.89
0.500,0.89
0.600,0.89
0.700,0.89
0.800,0.89
0.900,0.00
1.000,0.00
1.100,0.00
1.200,0.00
1.300,0.00
1.400,0.00
1.500,0.00
1.600,0.00
1.700,0.00
1.800,0.00
1.900,0.00
2.000,0.00
2.100,0.00
2.200,0.00
2.300,0.00
2.400,0.00
2.500,0.00
2.600,0.00
2.700,0.00
2.800,0.00
2.900,2.68
3.000,7.14
3.100,10.71
3.200,12.50
3.300,12.50
3.400,10.71
3.500,9.82
3.600,8.93
3.700,8.93
3.800,7.14
3.900,6.25
4.000,5.36
4.100,4.46
4.200,3.57
4.300,3.57
4.400,3.57
4.500,1.79
4.600,1.79
4.700,1.79
4.800,1.79
4.900,0.00
5.000,0.00
5.100,0.00
5.200,0.00
5.300,0.00
5.400,0.89
5.500,0.00
5.600,0.00
5.700,0.00
5.800,0.00
5.900,0.00
6.000,0.00
6.100,0.00
6.200,0.00
6.300,0.00
6.400,0.00
6.500,0.00
6.600,0.00
6.700,0.00
6.800,0.00
6.900,0.00
7.000,0.00
7.100,0.00
7.200,0.89
7.300,0.89
7.400,0.00
7.500,0.00
7.600,0.00
7.700,0.00
7.800,0.00
7.900,0.00
8.000,0.00
8.100,0.00
8.200,0.00
8.300,0.00
8.400,0.00
8.500,0.00
8.600,0.00
8.700,0.00
8.800,0.00
8.900,0.00
9.000,0.00
9.100,0.00
9.200,0.00
9.300,0.00
9.400,0.00
