time_s,dff_percent
0.000,3.57
0.100,3.57
0.200,3.57
0.300,3.57
0.400,3.57
0.500,3.57
0.600,3.57
0.700,3.57
0.800,3.57
0.900,3.57
1.000,0.89
1.100,-0.89
1.200,0.00
1.300,0.89
1.400,0.00
1.500,-0.89
1.600,0.00
1.700,-1.79
1.800,-2.68
1.900,-2.68
2.000,-1.79
2.100,-0.89
2.200,0.00
2.300,0.00
2.400,-0.89
2.500,-1.79
2.600,-1.79
2.700,-0.89
2.800,0.00
2.900,-0.89
3.000,-0.89
3.100,-0.89
3.200,-0.89
3.300,0.00
3.400,0.00
3.500,0.89
3.600,1.79
3.700,1.79
3.800,1.79
3.900,0.89
4.000,0.00
4.100,0.00
4.200,0.00
4.300,0.89
4.400,0.89
4.500,0.00
4.600,0.00
4.700,-0.89
4.800,-1.79
4.900,-0.89
5.000,-0.89
5.100,-1.79
5.200,0.00
5.300,0.00
5.400,0.00
5.500,-0.89
5.600,-0.89
5.700,-1.79
5.800,-1.79
5.900,0.00
6.000,1.79
6.100,1.79
6.200,0.00
6.300,0.00
6.400,0.00
6.500,0.00
6.600,-0.89
6.700,-0.89
6.800,0.00
6.900,-1.79
7.000,-0.89
7.100,0.00
7.200,-0.89
7.300,-2.68
7.400,-0.89
7.500,0.00
7.600,1.79
7.700,1.79
7.800,2.68
7.900,0.89
8.000,-0.89
8.100,-1.79
8.200,-1.79
8.300,-2.68
8.400,-2.68
8.500,-2.68
8.600,-2.68
8.700,-2.68
8.800,-2.68
8.900,-2.68
9.000,-2.68
9.100,-2.68
9.200,-2.68
9.300,-2.68
9.400,-2.68
