time_s,dff_percent
0.000,-0.89
0.100,-0.89
0.200,-0.89
0.300,-0.89
0.400,-0.89
0.500,-0.89
0.600,-0.89
0.700,-0.89
0.800,-0.89
0.900,-0.89
1.000,-0.89
1.100,-0.89
1.200,-0.89
1.300,-0.89
1.400,-0.89
1.500,-0.89
1.600,0.00
1.700,0.00
1.800,0.00
1.900,0.00
2.000,-0.89
2.100,-0.89
2.200,0.00
2.300,0.00
2.400,0.00
2.500,0.00
2.600,0.00
2.700,0.89
2.800,0.00
2.900,-0.89
3.000,-0.89
3.100,0.00
3.200,0.00
3.300,-0.89
3.400,-1.79
3.500,-0.89
3.600,-0.89
3.700,-0.89
3.800,0.89
3.900,3.57
4.000,7.14
4.100,9.82
4.200,11.61
4.300,10.71
4.400,8.93
4.500,8.93
4.600,7.14
4.700,6.25
4.800,6.25
4.900,7.14
5.000,5.36
5.100,4.46
5.200,4.46
5.300,3.57
5.400,3.57
5.500,2.68
5.600,2.68
5.700,1.79
5.800,0.89
5.900,0.89
6.000,2.68
6.100,1.79
6.200,1.79
6.300,1.79
6.400,1.79
6.500,0.00
6.600,-0.89
6.700,0.00
6.800,0.00
6.900,-0.89
7.000,-0.89
7.100,-0.89
7.200,-0.89
7.300,-1.79
7.400,0.00
7.500,0.00
7.600,-0.89
7.700,-0.89
7.800,-0.89
7.900,-0.89
8.000,-0.89
8.100,0.00
8.200,0.00
8.300,0.00
8.400,0.00
8.500,-0.89
8.600,0.00
8.700,-0.89
8.800,-1.79
8.900,-1.79
9.000,-1.79
9.100,-1.79
9.200,-1.79
9.300,-1.79
9.400,-1.79
