time_s,dff_percent
0.000,0.00
0.100,0.00
0.200,0.00
0.300,0.00
0.400,0.00
0.500,0.00
0.600,0.00
0.700,0.00
0.800,0.89
0.900,1.79
1.000,1.79
1.100,3.57
1.200,2.68
1.300,3.57
1.400,3.57
1.500,2.68
1.600,0.00
1.700,-0.89
1.800,0.00
1.900,-0.89
2.000,-1.79
2.100,-1.79
2.200,-3.57
2.300,-4.46
2.400,0.00
2.500,2.68
2.600,4.46
2.700,3.57
2.800,5.36
2.900,6.25
3.000,6.25
3.100,7.14
3.200,6.25
3.300,5.36
3.400,3.57
3.500,1.79
3.600,1.79
3.700,2.68
3.800,1.79
3.900,1.79
4.000,2.68
4.100,4.46
4.200,4.46
4.300,3.57
4.400,0.89
4.500,-0.89
4.600,-0.89
4.700,0.00
4.800,0.89
4.900,1.79
5.000,1.79
5.100,1.79
5.200,1.79
5.300,0.00
5.400,0.00
5.500,0.00
5.600,-0.89
5.700,-0.89
5.800,0.00
5.900,0.00
6.000,-0.89
6.100,0.00
6.200,0.89
6.300,1.79
6.400,0.89
6.500,-0.89
6.600,-0.89
6.700,0.00
6.800,0.00
6.900,-1.79
7.000,-2.68
7.100,-2.68
7.200,-0.89
7.300,0.00
7.400,0.00
7.500,0.89
7.600,2.68
7.700,1.79
7.800,0.00
7.900,0.00
8.000,0.00
8.100,-0.89
8.200,0.00
8.300,0.00
8.400,0.00
8.500,0.00
8.600,0.00
8.700,0.00
8.800,0.00
8.900,0.00
9.000,0.00
9.100,0.00
9.200,0.00
9.300,0.00
9.400,0.00
