time_s,dff_percent
0.000,-2.68
0.100,-2.68
0.200,-2.68
0.300,-2.68
0.400,-2.68
0.500,-2.68
0.600,-2.68
0.700,-2.68
0.800,-2.68
0.900,-2.68
1.000,-2.68
1.100,-2.68
1.200,-2.68
1.300,-2.68
1.400,-2.68
1.500,-1.79
1.600,-0.89
1.700,-1.79
1.800,-0.89
1.900,0.00
2.000,-0.89
2.100,-3.57
2.200,-3.57
2.300,-1.79
2.400,-0.89
2.500,0.00
2.600,-1.79
2.700,-3.57
2.800,-3.57
2.900,-3.57
3.000,-1.79
3.100,-0.89
3.200,-0.89
3.300,-1.79
3.400,-1.79
3.500,-0.89
3.600,-0.89
3.700,0.89
3.800,4.46
3.900,14.29
4.000,25.00
4.100,33.93
4.200,41.07
4.300,41.07
4.400,42.86
4.500,40.18
4.600,37.50
4.700,31.25
4.800,28.57
4.900,22.32
5.000,18.75
5.100,17.86
5.200,16.07
5.300,14.29
5.400,14.29
5.500,11.61
5.600,8.93
5.700,5.36
5.800,5.36
5.900,3.57
6.000,1.79
6.100,0.89
6.200,1.79
6.300,1.79
6.400,0.89
6.500,0.89
6.600,0.89
6.700,0.00
6.800,-1.79
6.900,-0.89
7.000,1.79
7.100,1.79
7.200,0.89
7.300,0.00
7.400,-1.79
7.500,-3.57
7.600,-1.79
7.700,-0.89
7.800,-0.89
7.900,0.00
8.000,1.79
8.100,0.00
8.200,-0.89
8.300,-0.89
8.400,-0.89
8.500,-3.57
8.600,-4.46
8.700,0.00
8.800,1.79
8.900,1.79
9.000,1.79
9.100,1.79
9.200,1.79
9.300,1.79
9.400,1.79
