time_s,dff_percent
0.000,0.00
0.100,0.00
0.200,0.00
0.300,0.00
0.400,0.00
0.500,0.00
0.600,0.00
0.700,0.00
0.800,0.00
0.900,0.00
1.000,-1.79
1.100,-1.79
1.200,-1.79
1.300,-1.79
1.400,-1.79
1.500,-1.79
1.600,-1.79
1.700,-1.79
1.800,-1.79
1.900,-1.79
2.000,-1.79
2.100,-1.79
2.200,-1.79
2.300,-1.79
2.400,-1.79
2.500,-1.79
2.600,-0.89
2.700,-1.79
2.800,-1.79
2.900,-1.79
3.000,-1.79
3.100,-1.79
3.200,-1.79
3.300,2.68
3.400,14.29
3.500,25.00
3.600,37.50
3.700,41.07
3.800,41.07
3.900,37.50
4.000,34.82
4.100,32.14
4.200,28.57
4.300,25.00
4.400,21.43
4.500,19.64
4.600,16.07
4.700,13.39
4.800,12.50
4.900,10.71
5.000,9.82
5.100,8.93
5.200,7.14
5.300,7.14
5.400,7.14
5.500,5.36
5.600,4.46
5.700,3.57
5.800,3.57
5.900,1.79
6.000,1.79
6.100,1.79
6.200,0.89
6.300,0.00
6.400,0.00
6.500,1.79
6.600,1.79
6.700,0.00
6.800,0.00
6.900,0.00
7.000,0.00
7.100,0.00
7.200,0.00
7.300,0.00
7.400,0.00
7.500,0.00
7.600,0.00
7.700,-0.89
7.800,-0.89
7.900,-1.79
8.000,-0.89
8.100,0.00
8.200,0.00
8.300,0.00
8.400,0.00
8.500,0.00
8.600,0.00
8.700,0.00
8.800,0.00
8.900,0.00
9.000,0.00
9.100,0.00
9.200,0.00
9.300,0.00
9.400,0.00
