idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,1.033837,0.000000,2.198613,1.844232,-50.000000,-50.000000,10.000000,261.175023,0.000000,-30.349859,-30.293855
1,R7,1.035604,0.000000,2.198613,6.376058,-37.071476,-50.000000,10.000000,261.175023,0.000000,-31.188999,-31.548632
2,R8,0.994437,0.000000,2.198613,4.140849,-50.000000,-50.000000,10.000000,261.175023,0.000000,-35.055958,-34.904292
3,L1,3.160368,0.000000,2.198613,1.236565,-21.668817,-50.000000,10.000000,261.175023,0.865547,-29.147374,-29.434420
4,L2,2.147009,0.000000,2.198613,2.201019,-19.004762,-50.000000,10.000000,261.175023,0.772208,-28.198488,-28.643978
5,L3,2.468930,0.000000,2.198613,0.227647,-50.000000,-50.000000,10.000000,261.175023,0.000000,-58.169525,-58.439937
6,L4,0.294551,0.000000,2.198613,0.100000,-50.000000,-50.000000,10.000000,261.175023,1.000000,-50.000000,-50.060007
7,L5,2.197663,0.000000,2.198613,2.949887,-43.793107,-50.000000,10.000000,261.175023,0.907502,-46.765654,-46.026866
8,Mi1,1.025528,0.000000,2.198613,1.364629,-39.088957,-50.000000,10.000000,261.175023,0.000000,-46.789733,-46.589699
9,Tm3,2.862357,0.000000,2.198613,0.881468,-44.267612,-50.000000,10.000000,261.175023,0.000000,-42.146708,-41.061060
10,Mi4,0.959144,0.000000,2.198613,3.105661,-37.272114,-50.000000,10.000000,261.175023,0.000000,-37.552459,-37.366459
11,Mi9,1.686420,0.000000,2.198613,5.443516,-50.000000,-50.000000,10.000000,261.175023,0.000000,-41.867322,-43.343879
12,T4a,1.005915,0.000000,2.198613,1.231352,-49.024362,-50.000000,10.000000,261.175023,0.000000,-56.495519,-56.380352
13,T4b,1.002019,0.000000,2.198613,4.008286,-19.066613,-50.000000,10.000000,261.175023,0.000000,-26.060343,-26.020251
14,T4c,1.043859,0.000000,2.198613,1.070108,-45.564893,-50.000000,10.000000,261.175023,0.000000,-48.919223,-48.920938
15,T4d,0.966827,0.000000,2.198613,9.916027,-50.000000,-50.000000,10.000000,261.175023,0.000000,-57.505328,-57.451814
16,Tm1,1.910837,0.000000,2.198613,1.888965,-50.000000,-50.000000,10.000000,261.175023,0.000000,-27.926802,-28.924145
17,Tm2,2.269847,0.000000,2.198613,2.639095,-42.802575,-50.000000,10.000000,261.175023,0.000000,-21.636659,-24.980207
18,Tm4,1.931335,0.000000,2.198613,2.541302,-50.000000,-50.000000,10.000000,261.175023,0.000000,2.374880,-0.837465
19,Tm9,0.973086,0.000000,2.198613,1.133531,-50.000000,-50.000000,10.000000,261.175023,0.000000,-53.552827,-53.710198
20,T5a,0.991695,0.000000,2.198613,0.100000,-50.000000,-50.000000,10.000000,261.175023,0.000000,-55.548704,-55.641003
21,T5b,1.046611,0.000000,2.198613,9.495617,-36.952421,-50.000000,10.000000,261.175023,0.000000,17.819214,13.592389
22,T5c,0.986347,0.000000,2.198613,5.579524,-44.954770,-50.000000,10.000000,261.175023,0.000000,36.174760,30.321917
23,T5d,1.026332,0.000000,2.198613,5.579321,-50.000000,-50.000000,10.000000,261.175023,0.000000,-25.382109,-27.336110
24,T1,1.045718,0.000000,2.198613,5.059851,-46.798229,-50.000000,10.000000,261.175023,0.000000,-58.716085,-59.424550
25,T2,1.017889,0.000000,2.198613,1.903822,-40.328656,-50.000000,10.000000,261.175023,0.000000,-37.279681,-37.137480
26,T2a,1.007971,0.000000,2.198613,2.300550,-32.159701,-50.000000,10.000000,261.175023,0.000000,-30.292542,-30.269287
27,T3,0.984082,0.000000,2.198613,2.827233,-44.505601,-50.000000,10.000000,261.175023,0.000000,-9.194982,-10.586239
28,C2,1.046315,0.000000,2.198613,2.930667,-47.242293,-50.000000,10.000000,261.175023,0.000000,-47.528175,-47.379572
29,C3,1.021313,0.000000,2.198613,2.919802,-38.944632,-50.000000,10.000000,261.175023,0.000000,-49.754115,-45.202171
30,Lawf1,1.049608,0.000000,2.198613,2.938474,-50.000000,-50.000000,10.000000,261.175023,0.000000,-47.250298,-47.189524
31,Lawf2,1.018677,0.000000,2.198613,5.461746,-35.066589,-50.000000,10.000000,261.175023,0.000000,-71.824782,-58.987333
32,Dm3v,1.026375,0.000000,2.198613,5.355815,-32.901183,-50.000000,10.000000,261.175023,0.000000,-30.181034,-30.738562
33,Lai,1.020906,0.000000,2.198613,3.202973,-50.000000,-50.000000,10.000000,261.175023,0.000000,-85.406808,-85.279022
34,Mi10,0.985424,0.000000,2.198613,5.018470,-50.000000,-50.000000,10.000000,261.175023,0.000000,-50.597437,-50.618349
35,Mi13,1.044371,0.000000,2.198613,6.435952,-38.949318,-50.000000,10.000000,261.175023,0.000000,-50.656345,-45.963215
36,Mi14,1.028407,0.000000,2.198613,8.155658,-32.540697,-50.000000,10.000000,261.175023,0.000000,-18.399955,-18.987592
37,Mi15,1.045406,0.000000,2.198613,7.068781,-29.056500,-50.000000,10.000000,261.175023,0.000000,-38.053999,-37.660731
38,Mi2,0.988049,0.000000,2.198613,1.626796,-35.902469,-50.000000,10.000000,261.175023,0.000000,-23.642558,-24.157745
39,Tm16,1.032114,0.000000,2.198613,5.349920,-50.000000,-50.000000,10.000000,261.175023,0.000000,-68.926657,-68.801076
40,Tm20,1.027942,0.000000,2.198613,5.119410,-45.377040,-50.000000,10.000000,261.175023,0.000000,-38.889814,-39.389375
41,Tm21,1.019548,0.000000,2.198613,9.287935,-32.342025,-50.000000,10.000000,261.175023,0.000000,-22.016343,-21.865731
42,Tm27,1.043296,0.000000,2.198613,2.797469,-50.000000,-50.000000,10.000000,261.175023,0.000000,-58.401709,-58.366210
43,Tm5a,0.985820,0.000000,2.198613,10.000000,-36.708456,-50.000000,10.000000,261.175023,0.000000,-46.933833,-46.507767
44,Tm5b,0.971509,0.000000,2.198613,2.692019,-50.000000,-50.000000,10.000000,261.175023,0.000000,-65.563900,-65.234415
45,Tm5c,0.961171,0.000000,2.198613,2.125935,-33.122870,-50.000000,10.000000,261.175023,0.000000,-35.584157,-35.680973
46,Tm5f,1.005959,0.000000,2.198613,1.060663,-41.861673,-50.000000,10.000000,261.175023,0.000000,-37.842785,-37.615539
47,TmY10,1.013820,0.000000,2.198613,0.841256,-49.859273,-50.000000,10.000000,261.175023,0.000000,-50.516404,-50.470119
48,TmY11,1.032158,0.000000,2.198613,8.930078,-47.526213,-50.000000,10.000000,261.175023,0.000000,-51.891168,-52.257900
49,TmY14,1.044062,0.000000,2.198613,10.000000,-45.227391,-50.000000,10.000000,261.175023,0.000000,-80.245012,-89.007259
50,TmY15,1.036237,0.000000,2.198613,4.652811,-46.652193,-50.000000,10.000000,261.175023,0.000000,18.536239,15.156753
51,TmY3,0.987045,0.000000,2.198613,10.000000,-40.066979,-50.000000,10.000000,261.175023,0.000000,-59.840791,-58.902817
52,TmY4,1.006494,0.000000,2.198613,10.000000,-38.358829,-50.000000,10.000000,261.175023,0.000000,-41.677782,-42.608524
53,TmY5a,0.987946,0.000000,2.198613,10.000000,-50.000000,-50.000000,10.000000,261.175023,0.000000,-36.803049,-37.519628
54,TmY9q,0.964664,0.000000,2.198613,0.272278,-50.000000,-50.000000,10.000000,261.175023,0.000000,-48.927836,-48.996150
55,TmY9q__perp,0.991725,0.000000,2.198613,5.940097,-50.000000,-50.000000,10.000000,261.175023,0.000000,-44.833651,-45.001936
