idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
44,Tm5b,0.972724,0.000000,2.240743,5.612982,3.168762,-100.000000,-50.000000,1.038249,49.766541,10.000000,253.754754,0.000000,-46.828722,-46.683659,-45.069094,1.614566
45,Tm5c,1.034031,0.000000,2.240743,1.955922,-6.197360,-100.000000,-50.000000,1.027973,49.766541,10.000000,253.754754,0.000000,8.569523,8.214412,7.251880,-0.962532
46,Tm5f,1.046340,0.000000,2.240743,4.807311,2.908325,-100.000000,-50.000000,0.976509,49.766541,10.000000,253.754754,0.000000,132.254276,156.938891,886.776171,729.837280
47,TmY10,0.979069,0.000000,2.240743,2.099282,-3.041639,-100.000000,-50.000000,0.975437,49.766541,10.000000,253.754754,0.000000,36.066591,36.221207,33.548758,-2.672449
48,TmY11,1.017482,0.000000,2.240743,3.716451,-1.136240,-100.000000,-50.000000,1.011689,49.766541,10.000000,253.754754,0.000000,-162.759960,-165.479122,-175.904895,-10.425773
49,TmY14,0.959081,0.000000,2.240743,2.660343,0.170164,-100.000000,-50.000000,0.997596,49.766541,10.000000,253.754754,0.000000,73.351360,83.550221,120.728989,37.178768
50,TmY15,0.962633,0.000000,2.240743,2.795155,-9.014510,-100.000000,-50.000000,1.003126,49.766541,10.000000,253.754754,0.000000,155.066906,151.192916,140.042327,-11.150589
51,TmY3,0.994860,0.000000,2.240743,3.149976,-5.925104,-100.000000,-50.000000,0.975565,49.766541,10.000000,253.754754,0.000000,15.599873,18.885740,30.038945,11.153206
52,TmY4,0.952132,0.000000,2.240743,10.000000,5.515203,-100.000000,-50.000000,0.983901,49.766541,10.000000,253.754754,0.000000,130.108840,129.180364,125.654211,-3.526153
53,TmY5a,1.002245,0.000000,2.240743,5.367026,3.440778,-100.000000,-50.000000,0.969344,49.766541,10.000000,253.754754,0.000000,106.108748,106.364855,104.100840,-2.264015
54,TmY9q,0.966177,0.000000,2.240743,6.198350,-7.578213,-100.000000,-50.000000,0.970847,49.766541,10.000000,253.754754,0.000000,140.106440,139.798486,135.358964,-4.439522
55,TmY9q__perp,0.975971,0.000000,2.240743,1.463962,-0.591162,-100.000000,-50.000000,0.993467,49.766541,10.000000,253.754754,0.000000,96.714911,99.823777,113.430302,13.606525
