idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.294443,0.997855,0.256230,10.000000,653.533556,0.000000,1.000000
1,R7,1.000000,10.000000,0.000029,0.978516,-0.164004,100.000000,1100.000000,0.000000,1.000000
2,R8,1.000000,10.000000,-0.218096,1.004159,-0.366786,10.000000,1100.000000,0.000000,1.000000
3,L1,1.000000,4.347364,15.828724,0.786968,0.177974,27.661789,937.173945,0.000000,0.393381
4,L2,1.000000,10.000000,20.000000,1.916815,0.598885,10.000000,1088.946290,0.000000,0.901656
5,L3,1.000000,1.738538,20.000000,0.667612,-0.824456,59.645403,1100.000000,0.000000,0.921585
6,L4,1.000000,5.770971,5.924573,1.015159,0.420303,10.000000,1100.000000,0.000000,0.627387
7,L5,1.000000,10.000000,-20.000000,1.637936,-0.157606,10.000000,184.271373,0.000000,0.946888
8,Mi1,1.000000,3.273905,-3.840011,2.894267,-0.442814,10.000000,1100.000000,0.000000,0.989412
9,Mi4,1.000000,10.000000,-1.921874,1.968992,2.102183,10.000000,1100.000000,0.000000,1.000000
10,Mi9,1.000000,9.336269,6.513395,1.267633,-0.394870,22.121279,1100.000000,0.000000,0.969885
11,T1,1.000000,0.100000,-1.152165,1.012230,-0.225769,48.757228,1009.137453,0.000000,0.010000
12,T2,1.000000,0.927087,-1.171526,1.027936,-0.219884,50.032045,995.835949,0.000000,0.010000
13,T2a,1.000000,10.000000,3.110518,0.982925,0.102146,10.000000,220.431138,0.000000,1.000000
14,T3,1.000000,8.391928,0.667213,1.040982,0.158285,10.000000,100.000000,0.000000,0.904920
15,T4a,1.000000,0.537518,-0.877982,0.979060,-0.357693,49.926566,1004.358707,0.000000,0.010000
16,T4b,1.000000,3.797032,0.985391,0.958713,0.011335,10.000000,414.887624,0.000000,0.938175
17,T4c,1.000000,7.337325,0.322635,0.988681,0.167995,10.000000,253.690983,0.000000,0.998151
18,T4d,1.000000,10.000000,8.232245,1.011130,0.042308,10.000000,100.000000,0.000000,1.000000
19,T5a,1.000000,10.000000,9.180489,1.014142,0.330204,10.000000,1100.000000,0.000000,1.000000
20,T5b,1.000000,0.100000,0.357699,1.029067,-0.460558,47.889116,999.812973,0.000000,0.010000
21,T5c,1.000000,0.100000,0.972826,1.036968,-0.294229,11.868767,967.354226,0.000000,0.010000
22,T5d,1.000000,9.999204,15.753758,0.960378,-0.339860,100.000000,1100.000000,0.000000,0.999343
23,Tm1,1.000000,2.796289,-1.710919,1.930101,0.813673,21.040974,1100.000000,0.000000,1.000000
24,Tm2,1.000000,2.254682,3.853243,1.285009,0.336702,10.000000,118.942562,0.000000,1.000000
25,Tm20,1.000000,5.975058,8.075294,0.990437,0.424979,100.000000,1100.000000,0.000000,0.576338
26,Tm21,1.000000,0.979483,-1.008991,1.020201,0.184532,47.900291,992.241369,0.000000,0.010000
27,Tm3,1.000000,4.790763,1.304954,0.986728,-1.256450,10.000000,235.831899,0.000000,0.997158
28,Tm4,1.000000,5.832437,19.959526,1.075193,0.865018,10.000000,473.570142,0.000000,0.679503
29,Tm9,1.000000,6.775406,10.646928,1.901705,1.088426,58.497626,1100.000000,0.000000,1.000000
30,C2,1.000000,0.833453,-0.919427,1.033263,-0.471647,51.896401,1003.819557,0.000000,0.166893
31,C3,1.000000,0.727628,-0.615376,0.996866,-0.076087,51.768355,1004.855171,0.000000,0.010000
32,Lawf1,1.000000,10.000000,0.812175,1.001789,0.307160,10.000000,100.000000,0.000000,1.000000
33,Lawf2,1.000000,10.000000,0.975847,0.961095,0.332954,10.000000,179.795119,0.000000,1.000000
