,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.363769,0.885682,0.595374,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.376545,10.000000,,4.415105,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.235036,0.939150,10.000000,0.100000,1.983253,,4.143339,0.100000,0.100000,4.863542,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.660506,3.730001,0.100000,4.980708,5.632693,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,7.096862,,,9.116612,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.890726,2.705852,0.100000,5.740541,0.100000,0.100000,0.290904,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.826252,0.695819,0.100000,,0.100000,3.255106,,1.380709,0.995448,,
L3,,2.878203,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.256315,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,7.954008,,,2.130120,5.545661,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.591298,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.508287,,,9.132092,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.392543,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.594857,0.100000,,,0.100000,1.923607,10.000000,0.100000,1.019450,0.265288,6.232180,3.582955,0.435386,1.276915,0.172819,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.115903,0.100000,,0.100000,0.737878,10.000000,4.572392
Mi4,,,,,0.100000,4.461535,,0.100000,0.100000,10.000000,0.639190,0.953485,,10.000000,,1.022397,0.100000,0.824827,2.210697,,,,,0.921321,0.775312,5.706623,,1.967938,10.000000,6.136689,1.021444,1.035997,0.100000,0.100000
