,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.356571,0.907108,0.590295,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.348348,10.000000,,4.328735,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.269470,0.939150,10.000000,0.100000,1.936503,,4.174763,0.100000,0.100000,4.893743,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.347847,3.702419,0.100000,5.078726,5.639343,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.316735,,,9.233982,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.757223,2.737974,0.100000,6.640870,0.100000,0.100000,0.286687,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.771482,0.618318,0.100000,,0.100000,3.198924,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.290929,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.743906,,,2.340408,6.347744,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.598245,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.498136,,,9.137534,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.488585,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.494172,0.100000,,,0.100000,1.927106,10.000000,0.100000,1.019450,0.265288,6.307685,3.589546,0.435386,1.245689,0.180761,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.129581,0.100000,,0.100000,0.737878,10.000000,4.630730
Mi4,,,,,0.100000,4.493275,,0.100000,0.100000,10.000000,0.648795,0.953485,,10.000000,,1.022397,0.100000,0.726067,2.591931,,,,,0.917976,0.739716,5.930443,,1.966256,10.000000,5.584241,1.021444,1.035997,0.100000,0.100000
