,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.384456,0.847046,0.640876,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.579112,10.000000,,4.816243,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.076175,1.524101,10.000000,0.100000,2.158628,,3.664216,0.100000,0.100000,5.026190,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,2.525163,4.174344,0.100000,5.022892,5.565782,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,7.348507,,,9.261504,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.874397,2.681622,0.100000,5.739014,0.100000,0.100000,0.306493,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,1.016664,0.643426,0.100000,,0.100000,3.082001,,1.380709,0.995448,,
L3,,2.890110,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.392268,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.358294,,,2.354555,5.501052,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,4.525303,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.612636,,,9.142139,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.338521,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.952233,0.100000,,,0.100000,1.987663,10.000000,0.100000,1.019450,0.265288,6.224026,3.318632,0.435386,1.334793,0.301700,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.100000,0.100000,,0.100000,0.737878,10.000000,4.712003
Mi4,,,,,0.100000,5.159001,,0.100000,0.100000,10.000000,0.724109,0.953485,,10.000000,,1.022397,0.100000,1.342290,10.000000,,,,,1.262890,0.100000,5.565170,,2.170985,10.000000,6.340824,1.021444,1.035997,0.100000,0.100000
