idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.271553,0.997855,0.256230,10.000000,853.854233,0.000000,1.000000
1,R7,1.000000,10.000000,-0.018997,0.978516,-0.164004,100.000000,1100.000000,0.000000,1.000000
2,R8,1.000000,10.000000,-0.264781,1.004159,-0.366786,10.000000,1100.000000,0.000000,1.000000
3,L1,1.000000,5.234058,13.600284,0.664812,0.158650,27.577480,698.671667,0.000000,0.329410
4,L2,1.000000,10.000000,20.000000,1.847255,0.633105,10.000000,742.096588,0.000000,0.937183
5,L3,1.000000,1.549634,20.000000,0.702967,-0.903933,59.303893,1100.000000,0.000000,0.764545
6,L4,1.000000,6.676042,5.225854,0.856295,0.408863,10.000000,777.296084,0.000000,0.527911
7,L5,1.000000,10.000000,-20.000000,1.674736,-0.167910,10.000000,227.589170,0.000000,0.879280
8,Mi1,1.000000,3.708738,-2.975065,2.511518,-0.414259,12.224102,1100.000000,0.000000,0.852131
9,Mi4,1.000000,10.000000,-2.083390,1.927397,2.043759,10.000000,1100.000000,0.000000,1.000000
10,Mi9,1.000000,9.506614,7.234111,1.436152,-0.448746,17.201553,1100.000000,0.000000,0.999043
11,T1,1.000000,0.100000,-1.152165,1.012230,-0.225769,48.757228,1009.137453,0.000000,0.010000
12,T2,1.000000,0.927087,-1.171526,1.027936,-0.219884,50.032045,995.835949,0.000000,0.010000
13,T2a,1.000000,10.000000,2.695787,0.982925,0.102146,10.000000,434.164053,0.000000,1.000000
14,T3,1.000000,8.702847,2.353408,1.040982,0.158285,10.000000,381.267799,0.000000,0.838867
15,T4a,1.000000,0.537518,-0.877982,0.979060,-0.357693,49.926566,1004.358707,0.000000,0.010000
16,T4b,1.000000,4.396783,0.740356,0.958713,0.011335,10.000000,656.962851,0.000000,0.809092
17,T4c,1.000000,7.030857,0.500549,0.988681,0.167995,10.000000,596.340199,0.000000,0.965261
18,T4d,1.000000,9.842033,6.569904,1.011130,0.042308,10.000000,450.898293,0.000000,0.984361
19,T5a,1.000000,10.000000,10.682433,1.014142,0.330204,10.000000,1079.841292,0.000000,1.000000
20,T5b,1.000000,0.100000,0.357699,1.029067,-0.460558,47.879896,999.813001,0.000000,0.010000
21,T5c,1.000000,0.100000,0.972826,1.036968,-0.294229,11.855554,967.354413,0.000000,0.010000
22,T5d,1.000000,8.901611,13.344727,0.960378,-0.339860,21.571069,1100.000000,0.000000,0.966873
23,Tm1,1.000000,2.123921,-1.841157,2.014103,0.923472,23.628951,1100.000000,0.000000,0.927759
24,Tm2,1.000000,2.454118,4.198701,1.488101,0.375477,10.000000,402.993868,0.000000,1.000000
25,Tm20,1.000000,6.850586,7.862713,0.990437,0.424979,100.000000,1100.000000,0.000000,0.563433
26,Tm21,1.000000,0.979483,-1.008991,1.020201,0.184532,47.900291,992.241369,0.000000,0.010000
27,Tm3,1.000000,4.237122,3.261418,1.027037,-1.229590,10.000000,414.426921,0.000000,0.998825
28,Tm4,1.000000,5.593660,20.000000,1.091123,0.774894,10.000000,886.278076,0.000000,0.767280
29,Tm9,1.000000,2.691345,10.026928,1.888404,1.083037,62.358139,1100.000000,0.000000,0.999828
30,C2,1.000000,0.833453,-0.919427,1.033263,-0.471647,51.896401,1003.819557,0.000000,0.166893
31,C3,1.000000,0.727628,-0.615376,0.996866,-0.076087,51.768355,1004.855171,0.000000,0.010000
32,Lawf1,1.000000,9.228003,1.267271,1.001789,0.307160,10.000000,384.655474,0.000000,0.821465
33,Lawf2,1.000000,10.000000,1.367846,0.961095,0.332954,10.000000,377.902961,0.000000,1.000000
