,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.361192,0.905741,0.590235,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.303156,10.000000,,4.331006,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.268721,0.939150,10.000000,0.100000,1.934712,,4.180523,0.100000,0.100000,4.888950,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.352333,3.693860,0.100000,5.069317,5.638734,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.320490,,,9.221427,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.777486,2.735471,0.100000,6.540185,0.100000,0.100000,0.287127,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.772264,0.620222,0.100000,,0.100000,3.195369,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.285675,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.668333,,,2.333958,6.292408,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.577868,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.493760,,,9.122882,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.465938,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.513859,0.100000,,,0.100000,1.931683,10.000000,0.100000,1.019450,0.265288,6.317516,3.594106,0.435386,1.246382,0.180947,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.129065,0.100000,,0.100000,0.737878,10.000000,4.629150
Mi4,,,,,0.100000,4.493640,,0.100000,0.100000,10.000000,0.648623,0.953485,,10.000000,,1.022397,0.100000,0.726842,2.548082,,,,,0.917520,0.740217,5.932464,,1.970124,10.000000,5.620410,1.021444,1.035997,0.100000,0.100000
