,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.367726,0.886977,0.584864,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.360363,10.000000,,4.305276,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.256197,0.939150,10.000000,0.100000,1.931495,,4.158969,0.100000,0.100000,4.873217,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.484299,3.668983,0.100000,5.034030,5.645421,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.557087,,,9.186824,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.862230,2.695379,0.100000,6.123853,0.100000,0.100000,0.288299,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.769222,0.643140,0.100000,,0.100000,3.193292,,1.380709,0.995448,,
L3,,0.639489,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.273661,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.494403,,,2.283085,5.972637,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.606222,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.486049,,,9.092598,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.436468,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.567179,0.100000,,,0.100000,1.942957,10.000000,0.100000,1.019450,0.265288,6.318929,3.616544,0.435386,1.269845,0.173411,0.105172,,,,,0.100000,0.100000,10.000000,0.510613,0.122933,0.100000,,0.100000,0.737878,10.000000,4.630187
Mi4,,,,,0.100000,4.455041,,0.100000,0.100000,10.000000,0.648860,0.953485,,10.000000,,1.022397,0.100000,0.774632,2.588962,,,,,0.891988,0.751685,5.867043,,1.980055,10.000000,5.791838,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.820370,0.100000,,0.100000,5.335106,,,0.957588,10.000000,0.100000,1.045561,5.189192,1.533730,0.100000,,,,,1.257536,0.100000,10.000000,0.953986,7.345107,4.323043,8.836641,0.989795,,6.839546,10.000000
