idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.294101,0.997855,0.256230,10.000000,643.849264,0.000000,1.000000
1,R7,1.000000,10.000000,-0.000494,0.978516,-0.164004,100.000000,1100.000000,0.000000,1.000000
2,R8,1.000000,10.000000,-0.217463,1.004159,-0.366786,10.000000,1100.000000,0.000000,1.000000
3,L1,1.000000,4.337139,15.820232,0.786619,0.177790,27.628291,936.998257,0.000000,0.393030
4,L2,1.000000,10.000000,20.000000,1.919817,0.598465,10.000000,1098.822427,0.000000,0.904784
5,L3,1.000000,1.738207,20.000000,0.665106,-0.821932,59.720479,1100.000000,0.000000,0.927055
6,L4,1.000000,5.736359,5.830792,0.999015,0.412430,10.000000,1100.000000,0.000000,0.608963
7,L5,1.000000,10.000000,-20.000000,1.637681,-0.157741,10.000000,184.180638,0.000000,0.947943
8,Mi1,1.000000,3.263283,-3.835490,2.888728,-0.442374,10.000000,1100.000000,0.000000,0.989480
9,Mi4,1.000000,10.000000,-1.914878,1.959392,2.092258,10.000000,1100.000000,0.000000,1.000000
10,Mi9,1.000000,8.996110,6.262212,1.219637,-0.379434,22.174525,1100.000000,0.000000,0.932804
11,T1,1.000000,0.100000,-1.152165,1.012230,-0.225769,48.757228,1009.137453,0.000000,0.010000
12,T2,1.000000,0.927087,-1.171526,1.027936,-0.219884,50.032045,995.835949,0.000000,0.010000
13,T2a,1.000000,10.000000,3.102612,0.982925,0.102146,10.000000,219.842712,0.000000,1.000000
14,T3,1.000000,8.342146,0.635155,1.040982,0.158285,10.000000,100.000000,0.000000,0.855539
15,T4a,1.000000,0.537518,-0.877982,0.979060,-0.357693,49.926566,1004.358707,0.000000,0.010000
16,T4b,1.000000,3.798908,0.988140,0.958713,0.011335,10.000000,405.252539,0.000000,0.942047
17,T4c,1.000000,7.374681,0.319547,0.988681,0.167995,10.000000,243.905314,0.000000,0.999511
18,T4d,1.000000,10.000000,8.648267,1.011130,0.042308,10.000000,100.000000,0.000000,1.000000
19,T5a,1.000000,10.000000,9.116213,1.014142,0.330204,10.000000,1100.000000,0.000000,1.000000
20,T5b,1.000000,0.100000,0.357699,1.029067,-0.460558,47.889378,999.812973,0.000000,0.010000
21,T5c,1.000000,0.100000,0.972826,1.036968,-0.294229,11.869162,967.354220,0.000000,0.010000
22,T5d,1.000000,10.000000,15.753758,0.960378,-0.339860,100.000000,1100.000000,0.000000,1.000000
23,Tm1,1.000000,2.836519,-1.664434,1.892973,0.796609,21.023986,1100.000000,0.000000,0.999920
24,Tm2,1.000000,2.305934,3.759454,1.252631,0.328105,10.000000,118.596344,0.000000,0.999747
25,Tm20,1.000000,5.943016,8.030914,0.990437,0.424979,100.000000,1100.000000,0.000000,0.571978
26,Tm21,1.000000,0.979483,-1.008991,1.020201,0.184532,47.900291,992.241369,0.000000,0.010000
27,Tm3,1.000000,4.795736,1.304351,0.984206,-1.252898,10.000000,235.893099,0.000000,0.996082
28,Tm4,1.000000,5.814426,19.953776,1.072595,0.867985,10.000000,463.698469,0.000000,0.683059
29,Tm9,1.000000,6.841198,10.413952,1.861090,1.065140,58.468017,1100.000000,0.000000,0.999905
30,C2,1.000000,0.833453,-0.919427,1.033263,-0.471647,51.896401,1003.819557,0.000000,0.166893
31,C3,1.000000,0.727628,-0.615376,0.996866,-0.076087,51.768355,1004.855171,0.000000,0.010000
32,Lawf1,1.000000,10.000000,0.805510,1.001789,0.307160,10.000000,100.000000,0.000000,1.000000
33,Lawf2,1.000000,10.000000,0.974381,0.961095,0.332954,10.000000,179.755477,0.000000,1.000000
