cell_type,direction,contrast,component,position,delay_ms,time_ms,vm_mv
T5,PD,PC,position,5.000000,800.000000,670.000000,0.321181
T5,PD,PC,position,5.000000,800.000000,675.000000,0.351562
T5,PD,PC,position,5.000000,800.000000,680.000000,0.381944
T5,PD,PC,position,5.000000,800.000000,685.000000,0.412326
T5,PD,PC,position,5.000000,800.000000,690.000000,0.426955
T5,PD,PC,position,5.000000,800.000000,695.000000,0.411040
T5,PD,PC,position,5.000000,800.000000,700.000000,0.364583
T5,PD,PC,position,5.000000,800.000000,705.000000,0.325521
T5,PD,PC,position,5.000000,800.000000,710.000000,0.324074
T5,PD,PC,position,5.000000,800.000000,715.000000,0.324074
T5,PD,PC,position,5.000000,800.000000,720.000000,0.324074
T5,PD,PC,position,5.000000,800.000000,725.000000,0.308160
T5,PD,PC,position,5.000000,800.000000,730.000000,0.264137
T5,PD,PC,position,5.000000,800.000000,735.000000,0.201306
T5,PD,PC,position,5.000000,800.000000,740.000000,0.100860
T5,PD,PC,position,5.000000,800.000000,745.000000,0.000413
T5,PD,PC,position,5.000000,800.000000,750.000000,-0.100033
T5,PD,PC,position,5.000000,800.000000,755.000000,-0.200479
T5,PD,PC,position,5.000000,800.000000,760.000000,-0.300926
T5,PD,PC,position,5.000000,800.000000,765.000000,-0.401372
T5,PD,PC,position,5.000000,800.000000,770.000000,-0.501819
T5,PD,PC,position,5.000000,800.000000,775.000000,-0.509259
T5,PD,PC,position,5.000000,800.000000,780.000000,-0.509259
T5,PD,PC,position,5.000000,800.000000,785.000000,-0.498409
T5,PD,PC,position,5.000000,800.000000,790.000000,-0.478877
T5,PD,PC,position,5.000000,800.000000,795.000000,-0.455729
T5,PD,PC,position,5.000000,800.000000,800.000000,-0.416667
T5,PD,PC,position,5.000000,800.000000,805.000000,-0.377604
T5,PD,PC,position,5.000000,800.000000,810.000000,-0.370370
T5,PD,PC,position,5.000000,800.000000,815.000000,0.638021
T5,PD,PC,position,5.000000,800.000000,820.000000,1.944444
T5,PD,PC,position,5.000000,800.000000,825.000000,2.881944
T5,PD,PC,position,5.000000,800.000000,830.000000,3.845486
T5,PD,PC,position,5.000000,800.000000,835.000000,5.134549
T5,PD,PC,position,5.000000,800.000000,840.000000,6.284722
T5,PD,PC,position,5.000000,800.000000,845.000000,7.087674
T5,PD,PC,position,5.000000,800.000000,850.000000,7.549190
T5,PD,PC,position,5.000000,800.000000,855.000000,7.731481
T5,PD,PC,position,5.000000,800.000000,860.000000,7.702546
T5,PD,PC,position,5.000000,800.000000,865.000000,7.507234
T5,PD,PC,position,5.000000,800.000000,870.000000,7.236690
T5,PD,PC,position,5.000000,800.000000,875.000000,6.963252
T5,PD,PC,position,5.000000,800.000000,880.000000,6.574074
T5,PD,PC,position,5.000000,800.000000,885.000000,6.121238
T5,PD,PC,position,5.000000,800.000000,890.000000,5.691551
T5,PD,PC,position,5.000000,800.000000,895.000000,5.263310
T5,PD,PC,position,5.000000,800.000000,900.000000,4.872685
T5,PD,PC,position,5.000000,800.000000,905.000000,4.315683
T5,PD,PC,position,5.000000,800.000000,910.000000,3.833912
T5,PD,PC,position,5.000000,800.000000,915.000000,3.404225
T5,PD,PC,position,5.000000,800.000000,920.000000,2.974537
T5,PD,PC,position,5.000000,800.000000,925.000000,2.557870
T5,PD,PC,position,5.000000,800.000000,930.000000,2.245370
T5,PD,PC,position,5.000000,800.000000,935.000000,2.041377
T5,PD,PC,position,5.000000,800.000000,940.000000,1.412037
T5,PD,PC,position,5.000000,800.000000,945.000000,0.630787
T5,PD,PC,position,5.000000,800.000000,950.000000,0.081019
T5,PD,PC,position,5.000000,800.000000,955.000000,-0.082465
T5,PD,PC,position,5.000000,800.000000,960.000000,-0.277778
T5,PD,PC,position,5.000000,800.000000,965.000000,-0.707465
T5,PD,PC,position,5.000000,800.000000,970.000000,-1.041667
T5,PD,PC,position,5.000000,800.000000,975.000000,-1.427951
T5,PD,PC,position,5.000000,800.000000,980.000000,-1.840278
T5,PD,PC,position,5.000000,800.000000,985.000000,-2.241030
T5,PD,PC,position,5.000000,800.000000,990.000000,-2.667824
T5,PD,PC,position,5.000000,800.000000,995.000000,-3.058449
T5,PD,PC,position,5.000000,800.000000,1000.000000,-3.483796
T5,PD,PC,position,5.000000,800.000000,1005.000000,-3.858507
T5,PD,PC,position,5.000000,800.000000,1010.000000,-4.189815
T5,PD,PC,position,5.000000,800.000000,1015.000000,-4.489294
T5,PD,PC,position,5.000000,800.000000,1020.000000,-4.751157
T5,PD,PC,position,5.000000,800.000000,1025.000000,-4.946470
T5,PD,PC,position,5.000000,800.000000,1030.000000,-5.141782
T5,PD,PC,position,5.000000,800.000000,1035.000000,-5.306713
T5,PD,PC,position,5.000000,800.000000,1040.000000,-5.462963
T5,PD,PC,position,5.000000,800.000000,1045.000000,-5.603299
T5,PD,PC,position,5.000000,800.000000,1050.000000,-5.720486
T5,PD,PC,position,5.000000,800.000000,1055.000000,-5.836227
T5,PD,PC,position,5.000000,800.000000,1060.000000,-5.914352
T5,PD,PC,position,5.000000,800.000000,1065.000000,-6.025752
T5,PD,PC,position,5.000000,800.000000,1070.000000,-6.090856
T5,PD,PC,position,5.000000,800.000000,1075.000000,-6.148727
T5,PD,PC,position,5.000000,800.000000,1080.000000,-6.203704
T5,PD,PC,position,5.000000,800.000000,1085.000000,-6.203704
T5,PD,PC,position,5.000000,800.000000,1090.000000,-6.203704
T5,PD,PC,position,5.000000,800.000000,1095.000000,-6.203704
T5,PD,PC,position,5.000000,800.000000,1100.000000,-6.203704
T5,PD,PC,position,5.000000,800.000000,1105.000000,-6.203704
T5,PD,PC,position,5.000000,800.000000,1110.000000,-6.218171
T5,PD,PC,position,5.000000,800.000000,1115.000000,-6.257234
T5,PD,PC,position,5.000000,800.000000,1120.000000,-6.296296
T5,PD,PC,position,5.000000,800.000000,1125.000000,-6.335359
T5,PD,PC,position,5.000000,800.000000,1130.000000,-6.374421
T5,PD,PC,position,5.000000,800.000000,1135.000000,-6.388889
T5,PD,PC,position,5.000000,800.000000,1140.000000,-6.354167
T5,PD,PC,position,5.000000,800.000000,1145.000000,-6.276042
T5,PD,PC,position,5.000000,800.000000,1150.000000,-6.197917
T5,PD,PC,position,5.000000,800.000000,1155.000000,-6.119792
T5,PD,PC,position,5.000000,800.000000,1160.000000,-6.076389
T5,PD,PC,position,5.000000,800.000000,1165.000000,-6.037326
T5,PD,PC,position,5.000000,800.000000,1170.000000,-6.018519
T5,PD,PC,position,5.000000,800.000000,1175.000000,-6.005498
T5,PD,PC,position,5.000000,800.000000,1180.000000,-5.954861
T5,PD,PC,position,5.000000,800.000000,1185.000000,-5.837674
T5,PD,PC,position,5.000000,800.000000,1190.000000,-5.758102
T5,PD,PC,position,5.000000,800.000000,1195.000000,-5.710359
T5,PD,PC,position,5.000000,800.000000,1200.000000,-5.694444
T5,PD,PC,position,5.000000,800.000000,1205.000000,-5.726273
T5,PD,PC,position,5.000000,800.000000,1210.000000,-5.795718
T5,PD,PC,position,5.000000,800.000000,1215.000000,-5.833333
T5,PD,PC,position,5.000000,800.000000,1220.000000,-5.833333
T5,PD,PC,position,5.000000,800.000000,1225.000000,-5.766782
T5,PD,PC,position,5.000000,800.000000,1230.000000,-5.636574
T5,PD,PC,position,5.000000,800.000000,1235.000000,-5.461516
T5,PD,PC,position,5.000000,800.000000,1240.000000,-5.300926
T5,PD,PC,position,5.000000,800.000000,1245.000000,-5.227141
T5,PD,PC,position,5.000000,800.000000,1250.000000,-5.188079
T5,PD,PC,position,5.000000,800.000000,1255.000000,-5.185185
T5,PD,PC,position,5.000000,800.000000,1260.000000,-5.214120
T5,PD,PC,position,5.000000,800.000000,1265.000000,-5.231481
T5,PD,PC,position,5.000000,800.000000,1270.000000,-5.217014
T5,PD,PC,position,5.000000,800.000000,1275.000000,-5.163484
T5,PD,PC,position,5.000000,800.000000,1280.000000,-5.046296
T5,PD,PC,position,5.000000,800.000000,1285.000000,-4.890046
T5,PD,PC,position,5.000000,800.000000,1290.000000,-4.797454
T5,PD,PC,position,5.000000,800.000000,1295.000000,-4.768519
T5,PD,PC,position,5.000000,800.000000,1300.000000,-4.768519
T5,PD,PC,position,5.000000,800.000000,1305.000000,-4.768519
T5,PD,PC,position,5.000000,800.000000,1310.000000,-4.768519
T5,PD,PC,position,5.000000,800.000000,1315.000000,-4.768519
T5,PD,PC,position,5.000000,800.000000,1320.000000,-4.699074
T5,PD,PC,position,5.000000,800.000000,1325.000000,-4.620949
T5,PD,PC,position,5.000000,800.000000,1330.000000,-4.542824
T5,PD,PC,position,5.000000,800.000000,1335.000000,-4.477720
T5,PD,PC,position,5.000000,800.000000,1340.000000,-4.444444
T5,PD,PC,position,5.000000,800.000000,1345.000000,-4.444444
T5,PD,PC,position,5.000000,800.000000,1350.000000,-4.444444
T5,PD,PC,position,5.000000,800.000000,1355.000000,-4.353299
T5,PD,PC,position,5.000000,800.000000,1360.000000,-4.236111
T5,PD,PC,position,5.000000,800.000000,1365.000000,-4.150752
T5,PD,PC,position,5.000000,800.000000,1370.000000,-4.111690
T5,PD,PC,position,5.000000,800.000000,1375.000000,-4.074074
T5,PD,PC,position,5.000000,800.000000,1380.000000,-4.074074
T5,PD,PC,position,5.000000,800.000000,1385.000000,-4.140625
T5,PD,PC,position,5.000000,800.000000,1390.000000,-4.218750
T5,PD,PC,position,5.000000,800.000000,1395.000000,-4.315683
T5,PD,PC,position,5.000000,800.000000,1400.000000,-4.398148
T5,PD,PC,position,5.000000,800.000000,1405.000000,-4.398148
T5,PD,PC,position,5.000000,800.000000,1410.000000,-4.398148
T5,PD,PC,position,5.000000,800.000000,1415.000000,-4.289641
T5,PD,PC,position,5.000000,800.000000,1420.000000,-4.230324
T5,PD,PC,position,5.000000,800.000000,1425.000000,-4.191262
T5,PD,PC,position,5.000000,800.000000,1430.000000,-4.166667
T5,PD,PC,position,5.000000,800.000000,1435.000000,-4.159433
T5,PD,PC,position,5.000000,800.000000,1440.000000,-4.120370
T5,PD,PC,position,5.000000,800.000000,1445.000000,-4.120370
T5,PD,PC,position,5.000000,800.000000,1450.000000,-4.088542
T5,PD,PC,position,5.000000,800.000000,1455.000000,-4.074074
T5,PD,PC,position,5.000000,800.000000,1460.000000,-4.039352
T5,PD,PC,position,5.000000,800.000000,1465.000000,-3.981481
T5,PD,PC,position,5.000000,800.000000,1470.000000,-3.984375
T5,PD,PC,position,5.000000,800.000000,1475.000000,-4.023438
T5,PD,PC,position,5.000000,800.000000,1480.000000,-4.062500
T5,PD,PC,position,5.000000,800.000000,1485.000000,-4.074074
T5,PD,PC,position,5.000000,800.000000,1490.000000,-4.053819
T5,PD,PC,position,5.000000,800.000000,1495.000000,-3.975694
T5,PD,PC,position,5.000000,800.000000,1500.000000,-3.825231
T5,PD,PC,position,5.000000,800.000000,1505.000000,-3.708044
T5,PD,PC,position,5.000000,800.000000,1510.000000,-3.478009
T5,PD,PC,position,5.000000,800.000000,1515.000000,-3.334780
T5,PD,PC,position,5.000000,800.000000,1520.000000,-3.263889
T5,PD,PC,position,5.000000,800.000000,1525.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1530.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1535.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1540.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1545.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1550.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1555.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1560.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1565.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1570.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1575.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1580.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1585.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1590.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1595.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1600.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1605.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1610.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1615.000000,0.000000
T5,PD,PC,position,5.000000,800.000000,1620.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-355.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-350.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-345.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-340.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-335.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-330.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-325.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-320.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-315.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-310.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-305.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-300.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-295.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-290.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-285.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-280.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-275.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-270.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-265.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-260.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-255.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-250.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-245.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-240.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-235.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-230.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-225.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-220.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-215.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-210.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-205.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-200.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-195.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-190.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-185.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-180.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-175.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-170.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-165.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-160.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-155.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-150.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-145.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-140.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-135.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-130.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-125.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-120.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-115.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-110.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-105.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-100.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-95.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-90.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-85.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-80.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-75.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-70.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-65.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-60.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-55.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-50.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-45.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-40.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-35.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-30.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-25.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-20.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-15.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-10.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,-5.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,0.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,5.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,10.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,15.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,20.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,25.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,30.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,35.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,40.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,45.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,50.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,55.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,60.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,65.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,70.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,75.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,80.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,85.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,90.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,95.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,100.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,105.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,110.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,115.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,120.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,125.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,130.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,135.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,140.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,145.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,150.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,155.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,160.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,165.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,170.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,175.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,180.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,185.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,190.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,195.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,200.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,205.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,210.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,215.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,220.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,225.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,230.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,235.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,240.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,245.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,250.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,255.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,260.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,265.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,270.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,275.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,280.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,285.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,290.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,295.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,300.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,305.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,310.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,315.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,320.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,325.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,330.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,335.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,340.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,345.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,350.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,355.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,360.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,365.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,370.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,375.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,380.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,385.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,390.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,395.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,400.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,405.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,410.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,415.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,420.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,425.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,430.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,435.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,440.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,445.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,450.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,455.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,460.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,465.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,470.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,475.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,480.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,485.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,490.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,495.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,500.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,505.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,510.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,515.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,520.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,525.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,530.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,535.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,540.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,545.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,550.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,555.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,560.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,565.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,570.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,575.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,580.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,585.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,590.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,595.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,600.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,605.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,610.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,615.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,620.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,625.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,630.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,635.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,640.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,645.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,650.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,655.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,660.000000,0.000000
T5,PD,PC,position,6.000000,880.000000,665.000000,-0.632234
T5,PD,PC,position,6.000000,880.000000,670.000000,-0.827546
T5,PD,PC,position,6.000000,880.000000,675.000000,-0.749421
T5,PD,PC,position,6.000000,880.000000,680.000000,-0.671296
T5,PD,PC,position,6.000000,880.000000,685.000000,-0.593171
T5,PD,PC,position,6.000000,880.000000,690.000000,-0.515046
T5,PD,PC,position,6.000000,880.000000,695.000000,-0.436921
T5,PD,PC,position,6.000000,880.000000,700.000000,-0.358796
T5,PD,PC,position,6.000000,880.000000,705.000000,-0.280671
T5,PD,PC,position,6.000000,880.000000,710.000000,-0.202546
T5,PD,PC,position,6.000000,880.000000,715.000000,-0.131655
T5,PD,PC,position,6.000000,880.000000,720.000000,-0.092593
T5,PD,PC,position,6.000000,880.000000,725.000000,-0.052228
T5,PD,PC,position,6.000000,880.000000,730.000000,-0.011863
T5,PD,PC,position,6.000000,880.000000,735.000000,0.028501
T5,PD,PC,position,6.000000,880.000000,740.000000,0.068866
T5,PD,PC,position,6.000000,880.000000,745.000000,0.109230
T5,PD,PC,position,6.000000,880.000000,750.000000,0.149595
T5,PD,PC,position,6.000000,880.000000,755.000000,0.189959
T5,PD,PC,position,6.000000,880.000000,760.000000,0.230324
T5,PD,PC,position,6.000000,880.000000,765.000000,0.270689
T5,PD,PC,position,6.000000,880.000000,770.000000,0.311053
T5,PD,PC,position,6.000000,880.000000,775.000000,0.351418
T5,PD,PC,position,6.000000,880.000000,780.000000,0.391782
T5,PD,PC,position,6.000000,880.000000,785.000000,0.432147
T5,PD,PC,position,6.000000,880.000000,790.000000,0.472512
T5,PD,PC,position,6.000000,880.000000,795.000000,0.512876
T5,PD,PC,position,6.000000,880.000000,800.000000,0.553241
T5,PD,PC,position,6.000000,880.000000,805.000000,0.593605
T5,PD,PC,position,6.000000,880.000000,810.000000,0.633970
T5,PD,PC,position,6.000000,880.000000,815.000000,0.674334
T5,PD,PC,position,6.000000,880.000000,820.000000,0.714699
T5,PD,PC,position,6.000000,880.000000,825.000000,0.755064
T5,PD,PC,position,6.000000,880.000000,830.000000,0.795428
T5,PD,PC,position,6.000000,880.000000,835.000000,0.835793
T5,PD,PC,position,6.000000,880.000000,840.000000,0.876157
T5,PD,PC,position,6.000000,880.000000,845.000000,0.916522
T5,PD,PC,position,6.000000,880.000000,850.000000,0.956887
T5,PD,PC,position,6.000000,880.000000,855.000000,0.997251
T5,PD,PC,position,6.000000,880.000000,860.000000,1.037616
T5,PD,PC,position,6.000000,880.000000,865.000000,1.077980
T5,PD,PC,position,6.000000,880.000000,870.000000,1.118345
T5,PD,PC,position,6.000000,880.000000,875.000000,1.158709
T5,PD,PC,position,6.000000,880.000000,880.000000,1.199074
