trace_id,position,gain_pos_mv,gain_neg_mv,delay_pos_ms,delay_neg_ms,tau_pos_ms,tau_neg_ms,r_squared,global_r_squared,sse,global_sse,n_points
T4_PC_pos-6,-6,10.022225550739577,-4.510095714155469,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9242456043042929,0.9867277900690298,33.524133329132766,887.8237963673619,220
T4_PC_pos-5,-5,14.521975309502603,-6.601887831994562,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9464990660485473,0.9867277900690298,49.67274265439941,887.8237963673619,218
T4_PC_pos-4,-4,28.551086191072038,-13.740066229922526,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9838868341700432,0.9867277900690298,52.83773727458772,887.8237963673619,218
T4_PC_pos-3,-3,42.47607030149338,-24.860169503122314,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9903673004916255,0.9867277900690298,60.50938699509552,887.8237963673619,217
T4_PC_pos-2,-2,61.260910867578254,-45.896114735758985,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9929356727697404,0.9867277900690298,75.51336451300918,887.8237963673619,217
T4_PC_pos-1,-1,68.00928750656921,-56.59464848318036,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.990861559694958,0.9867277900690298,111.60877390801457,887.8237963673619,215
T4_PC_pos+0,0,64.2669006148804,-57.49376480407079,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.990622106679818,0.9867277900690298,95.66015152299823,887.8237963673619,217
T4_PC_pos+1,1,54.199546524411375,-56.36231044158405,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9786383685118796,0.9867277900690298,144.45323525055215,887.8237963673619,216
T4_PC_pos+2,2,37.635673333299415,-52.30758426960526,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9674775207281596,0.9867277900690298,113.05980989466472,887.8237963673619,216
T4_PC_pos+3,3,22.386770777831117,-40.66243072985348,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9535486771517203,0.9867277900690298,88.08177974803948,887.8237963673619,216
T4_PC_pos+4,4,11.538550498154487,-29.12308801260289,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.961037188253324,0.9867277900690298,43.401911163797955,887.8237963673619,216
T4_PC_pos+5,5,3.7037919783515467,-19.098181885676414,19.569139127539664,57.2133613124888,172.94747071782731,329.6883231496204,0.9741920574836519,0.9867277900690298,19.50077011307041,887.8237963673619,215
T4_NC_pos-6,-6,3.27837311458525,-5.992124158860111e-23,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.7251145911361405,0.9843525808177641,26.06188003346234,324.6019787550263,218
T4_NC_pos-5,-5,1.0814748216712344,-6.079214791408093e-17,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.3080549712809866,0.9843525808177641,19.896902589215266,324.6019787550263,218
T4_NC_pos-4,-4,15.151377025404596,-13.391043013175636,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.916891270632711,0.9843525808177641,9.854529427617239,324.6019787550263,217
T4_NC_pos-3,-3,43.00953390565929,-35.53203481226999,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9828553023907282,0.9843525808177641,11.433687259506117,324.6019787550263,218
T4_NC_pos-2,-2,65.78163992901497,-54.32366881557278,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9893744076523483,0.9843525808177641,16.917368857953676,324.6019787550263,217
T4_NC_pos-1,-1,86.27540652681029,-67.56578878277786,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.990872199469117,0.9843525808177641,21.612299035930217,324.6019787550263,216
T4_NC_pos+0,0,99.99999999998533,-74.91827211835886,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9924066524143511,0.9843525808177641,24.366430072111054,324.6019787550263,216
T4_NC_pos+1,1,96.96760349291233,-66.39356279028621,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.98734229451037,0.9843525808177641,38.671739037481686,324.6019787550263,217
T4_NC_pos+2,2,81.66486576183254,-50.88765272575701,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9827672540089339,0.9843525808177641,50.44199483519883,324.6019787550263,216
T4_NC_pos+3,3,37.63524002683701,-18.478554350584147,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9737495934183277,0.9843525808177641,35.08460773685612,324.6019787550263,216
T4_NC_pos+4,4,20.308954518126345,-6.341841052481843,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9579058574856328,0.9843525808177641,37.17414871543988,324.6019787550263,215
T4_NC_pos+5,5,15.183950491019136,-3.646179956359571,50.98208316448556,51.34904536288308,229.39776682265057,142.06315215815056,0.9444504103098664,0.9843525808177641,33.086391154253896,324.6019787550263,215
T5_PC_pos-6,-6,17.99651100053186,-0.14555905692716153,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.8961986641019702,0.9716645127560756,131.93557796855606,2839.883427194997,218
T5_PC_pos-5,-5,32.078152148818994,-9.35983217135625,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9236281547402336,0.9716645127560756,220.10378259741722,2839.883427194997,218
T5_PC_pos-4,-4,45.67097273160079,-21.622994355279403,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9681142535088268,0.9716645127560756,144.93608195141906,2839.883427194997,218
T5_PC_pos-3,-3,67.99140360158678,-38.58728843528692,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9737628786572696,0.9716645127560756,236.27316148392748,2839.883427194997,218
T5_PC_pos-2,-2,80.60743197601191,-52.65493124513106,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9795854319090505,0.9716645127560756,236.5889867248953,2839.883427194997,217
T5_PC_pos-1,-1,95.70412863880813,-74.71263109359204,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9719747483183916,0.9716645127560756,406.25388921682213,2839.883427194997,216
T5_PC_pos+0,0,99.9999999980446,-82.09400553029451,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9806897736247027,0.9716645127560756,285.8571913334416,2839.883427194997,216
T5_PC_pos+1,1,92.5530069180276,-89.11774681599262,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9665486327643275,0.9716645127560756,388.64606591988894,2839.883427194997,216
T5_PC_pos+2,2,70.22216343457785,-78.61011792277688,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9587468708281706,0.9716645127560756,285.6216775089334,2839.883427194997,216
T5_PC_pos+3,3,51.344142699346634,-66.17956595682487,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9315060464464826,0.9716645127560756,299.49764418236765,2839.883427194997,216
T5_PC_pos+4,4,31.06633132233223,-52.838456527128606,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9552439043067495,0.9716645127560756,119.50392402138777,2839.883427194997,216
T5_PC_pos+5,5,20.527048564116047,-40.12955625357525,8.038189025876035,63.30776279039868,252.85847529931434,368.43509401659657,0.9514924312830885,0.9716645127560756,84.66544428594003,2839.883427194997,215
